 tDate, Area, Confirmeds,Deaths 
2021-01-01,강원,30,0
2021-01-01,경기,284,8
2021-01-01,대전,11,0
2021-01-01,강원,30,0
2021-01-01,경기,284,8
2021-01-01,경남,35,0
2021-01-01,경북,24,1
2021-01-01,광주,17,0
2021-01-01,대구,43,0
2021-01-01,대전,11,0
2021-01-01,부산,57,0
2021-01-01,서울,359,5
2021-01-01,세종,1,0
2021-01-01,울산,43,0
2021-01-01,인천,65,2
2021-01-01,전남,6,0
2021-01-01,전북,8,0
2021-01-01,제주,5,0
2021-01-01,충남,15,0
2021-01-01,충북,22,1
2021-01-01,부산,57,0
2021-01-01,경남,35,0
2021-01-01,경북,24,1
2021-01-01,광주,17,0
2021-01-01,대구,43,0
2021-01-01,서울,359,5
2021-01-01,세종,1,0
2021-01-01,울산,43,0
2021-01-01,인천,65,2
2021-01-01,전남,6,0
2021-01-01,전북,8,0
2021-01-01,제주,5,0
2021-01-01,충남,15,0
2021-01-01,충북,22,1
