 tDate, Area, Confirmeds,Deaths 
2020-04-08,강원,2,0
2020-04-08,강원,0,0
2020-04-08,경기,6,3
2020-04-08,경기,10,0
2020-04-08,경남,1,0
2020-04-08,경남,2,0
2020-04-08,대전,0,0
2020-04-08,대전,0,0
2020-04-08,부산,2,0
2020-04-08,부산,0,0
2020-04-08,강원,2,0
2020-04-08,강원,0,0
2020-04-08,경기,6,3
2020-04-08,경기,10,0
2020-04-08,경남,1,0
2020-04-08,경남,2,0
2020-04-08,경북,3,0
2020-04-08,경북,0,0
2020-04-08,광주,0,0
2020-04-08,광주,0,0
2020-04-08,대구,9,3
2020-04-08,대구,4,0
2020-04-08,대전,0,0
2020-04-08,대전,0,0
2020-04-08,부산,2,0
2020-04-08,부산,0,0
2020-04-08,서울,11,2
2020-04-08,서울,12,0
2020-04-08,세종,0,0
2020-04-08,세종,0,0
2020-04-08,울산,0,0
2020-04-08,울산,0,0
2020-04-08,인천,4,0
2020-04-08,인천,0,0
2020-04-08,전남,0,0
2020-04-08,전남,0,0
2020-04-08,전북,1,0
2020-04-08,전북,0,0
2020-04-08,제주,0,0
2020-04-08,제주,0,0
2020-04-08,충남,0,0
2020-04-08,충남,1,0
2020-04-08,충북,0,0
2020-04-08,충북,0,0
2020-04-08,경북,3,0
2020-04-08,경북,0,0
2020-04-08,광주,0,0
2020-04-08,광주,0,0
2020-04-08,대구,9,3
2020-04-08,대구,4,0
2020-04-08,서울,11,2
2020-04-08,서울,12,0
2020-04-08,세종,0,0
2020-04-08,세종,0,0
2020-04-08,울산,0,0
2020-04-08,울산,0,0
2020-04-08,인천,4,0
2020-04-08,인천,0,0
2020-04-08,전남,0,0
2020-04-08,전남,0,0
2020-04-08,전북,1,0
2020-04-08,전북,0,0
2020-04-08,제주,0,0
2020-04-08,제주,0,0
2020-04-08,충남,0,0
2020-04-08,충남,1,0
2020-04-08,충북,0,0
2020-04-08,충북,0,0
