 tDate, Area, Confirmeds,Deaths 
2020-05-18,강원,0,0
2020-05-18,경기,3,0
2020-05-18,경남,0,0
2020-05-18,대전,0,0
2020-05-18,부산,0,0
2020-05-18,강원,0,0
2020-05-18,경기,3,0
2020-05-18,경남,0,0
2020-05-18,경북,0,0
2020-05-18,광주,0,0
2020-05-18,대구,1,1
2020-05-18,대전,0,0
2020-05-18,부산,0,0
2020-05-18,서울,1,0
2020-05-18,세종,0,0
2020-05-18,울산,0,0
2020-05-18,인천,0,0
2020-05-18,전남,0,0
2020-05-18,전북,0,0
2020-05-18,제주,0,0
2020-05-18,충남,0,0
2020-05-18,충북,3,0
2020-05-18,경북,0,0
2020-05-18,광주,0,0
2020-05-18,대구,1,1
2020-05-18,서울,1,0
2020-05-18,세종,0,0
2020-05-18,울산,0,0
2020-05-18,인천,0,0
2020-05-18,전남,0,0
2020-05-18,전북,0,0
2020-05-18,제주,0,0
2020-05-18,충남,0,0
2020-05-18,충북,3,0
