 tDate, Area, Confirmeds,Deaths 
2020-07-12,강원,0,0
2020-07-12,경기,17,1
2020-07-12,대전,1,0
2020-07-12,부산,0,0
2020-07-12,강원,0,0
2020-07-12,경기,17,1
2020-07-12,경남,1,0
2020-07-12,경북,0,0
2020-07-12,광주,5,0
2020-07-12,대구,0,0
2020-07-12,대전,1,0
2020-07-12,부산,0,0
2020-07-12,서울,7,0
2020-07-12,세종,0,0
2020-07-12,울산,0,0
2020-07-12,인천,0,0
2020-07-12,전남,0,0
2020-07-12,전북,1,0
2020-07-12,제주,0,0
2020-07-12,충남,0,0
2020-07-12,충북,0,0
2020-07-12,경남,1,0
2020-07-12,경북,0,0
2020-07-12,광주,5,0
2020-07-12,대구,0,0
2020-07-12,서울,7,0
2020-07-12,세종,0,0
2020-07-12,울산,0,0
2020-07-12,인천,0,0
2020-07-12,전남,0,0
2020-07-12,전북,1,0
2020-07-12,제주,0,0
2020-07-12,충남,0,0
2020-07-12,충북,0,0
