 tDate, Area, Confirmeds,Deaths 
2020-08-14,강원,1,0
2020-08-14,경기,47,0
2020-08-14,대전,0,0
2020-08-14,강원,1,0
2020-08-14,경기,47,0
2020-08-14,경남,0,0
2020-08-14,경북,1,0
2020-08-14,광주,2,0
2020-08-14,대구,0,0
2020-08-14,대전,0,0
2020-08-14,부산,5,0
2020-08-14,서울,32,0
2020-08-14,세종,0,0
2020-08-14,울산,1,0
2020-08-14,인천,4,0
2020-08-14,전남,0,0
2020-08-14,전북,0,0
2020-08-14,제주,0,0
2020-08-14,충남,3,0
2020-08-14,충북,0,0
2020-08-14,부산,5,0
2020-08-14,경남,0,0
2020-08-14,경북,1,0
2020-08-14,광주,2,0
2020-08-14,대구,0,0
2020-08-14,서울,32,0
2020-08-14,세종,0,0
2020-08-14,울산,1,0
2020-08-14,인천,4,0
2020-08-14,전남,0,0
2020-08-14,전북,0,0
2020-08-14,제주,0,0
2020-08-14,충남,3,0
2020-08-14,충북,0,0
