 tDate, Area, Confirmeds,Deaths 
2021-01-27,강원,18,0
2021-01-27,경기,150,1
2021-01-27,강원,18,0
2021-01-27,경기,150,1
2021-01-27,경남,21,0
2021-01-27,경북,11,0
2021-01-27,광주,112,1
2021-01-27,대구,6,0
2021-01-27,대전,1,0
2021-01-27,부산,32,0
2021-01-27,서울,129,3
2021-01-27,세종,4,0
2021-01-27,울산,6,0
2021-01-27,인천,20,0
2021-01-27,전남,12,0
2021-01-27,전북,13,2
2021-01-27,제주,0,0
2021-01-27,충남,4,0
2021-01-27,충북,8,0
2021-01-27,대전,1,0
2021-01-27,부산,32,0
2021-01-27,경남,21,0
2021-01-27,경북,11,0
2021-01-27,광주,112,1
2021-01-27,대구,6,0
2021-01-27,서울,129,3
2021-01-27,세종,4,0
2021-01-27,울산,6,0
2021-01-27,인천,20,0
2021-01-27,전남,12,0
2021-01-27,전북,13,2
2021-01-27,제주,0,0
2021-01-27,충남,4,0
2021-01-27,충북,8,0
