 tDate, Area, Confirmeds,Deaths 
2020-09-18,강원,0,0
2020-09-18,경기,37,1
2020-09-18,대전,3,0
2020-09-18,강원,0,0
2020-09-18,경기,37,1
2020-09-18,경남,4,0
2020-09-18,경북,5,0
2020-09-18,광주,0,0
2020-09-18,대구,2,0
2020-09-18,대전,3,0
2020-09-18,부산,2,0
2020-09-18,서울,46,3
2020-09-18,세종,0,0
2020-09-18,울산,0,0
2020-09-18,인천,6,1
2020-09-18,전남,0,0
2020-09-18,전북,8,0
2020-09-18,제주,2,0
2020-09-18,충남,6,0
2020-09-18,충북,3,0
2020-09-18,부산,2,0
2020-09-18,경남,4,0
2020-09-18,경북,5,0
2020-09-18,광주,0,0
2020-09-18,대구,2,0
2020-09-18,서울,46,3
2020-09-18,세종,0,0
2020-09-18,울산,0,0
2020-09-18,인천,6,1
2020-09-18,전남,0,0
2020-09-18,전북,8,0
2020-09-18,제주,2,0
2020-09-18,충남,6,0
2020-09-18,충북,3,0
