tDate,SumInQuarantine,SumQuarantineRelease,SumDead,SumTotal,SeoulInQuarantine,SeoulQuarantineRelease,SeoulDead,SeoulTotal,BusanInQuarantine,BusanQuarantineRelease,BusanDead,BusanTotal,DaeguInQuarantine,DaeguQuarantineRelease,DaeguDead,DaeguTotal,IncheonInQuarantine,IncheonQuarantineRelease,IncheonDead,IncheonTotal,GwangjuInQuarantine,GwangjuQuarantineRelease,GwangjuDead,GwangjuTotal,DaejeonInQuarantine,DaejeonQuarantineRelease,DaejeonDead,DaejeonTotal,UlsanInQuarantine,UlsanQuarantineRelease,UlsanDead,UlsanTotal,SejongInQuarantine,SejongQuarantineRelease,SejongDead,SejongTotal,GyeonggiInQuarantine,GyeonggiQuarantineRelease,GyeonggiDead,GyeonggiTotal,GangwonInQuarantine,GangwonQuarantineRelease,GangwonDead,GangwonTotal,ChungbukInQuarantine,ChungbukQuarantineRelease,ChungbukDead,ChungbukTotal,ChungnamInQuarantine,ChungnamQuarantineRelease,ChungnamDead,ChungnamTotal,JeonbukInQuarantine,JeonbukQuarantineRelease,JeonbukDead,JeonbukTotal,JeonnamInQuarantine,JeonnamQuarantineRelease,JeonnamDead,JeonnamTotal,GyeongbukInQuarantine,GyeongbukQuarantineRelease,GyeongbukDead,GyeongbukTotal,GyeongnamInQuarantine,GyeongnamQuarantineRelease,GyeongnamDead,GyeongnamTotal,JejuInQuarantine,JejuQuarantineRelease,JejuDead,JejuTotal,QuarantineInQuarantine,QuarantineQuarantineRelease,QuarantineDead,QuarantineTotal
2021-07-23,19461,164206,2066,185733,7385,52750,528,60663,825,6542,127,7494,419,10559,222,11200,1082,7196,61,8339,177,3022,24,3223,690,2892,28,3610,168,2895,40,3103,70,607,1,678,5274,46383,672,52329,438,3660,54,4152,222,3315,71,3608,472,4063,44,4579,122,2389,60,2571,196,1671,17,1884,201,4961,87,5249,912,5487,22,6421,181,1401,1,1583,627,4413,7,5047
2021-07-24,20048,165246,2068,187362,7501,53099,528,61128,902,6581,127,7610,426,10604,222,11252,1055,7307,61,8423,167,3041,24,3232,722,2928,28,3678,176,2906,40,3122,71,612,1,684,5510,46611,673,52794,463,3680,55,4198,240,3328,71,3639,470,4104,44,4618,157,2396,60,2613,205,1682,17,1904,205,4978,87,5270,958,5553,22,6533,176,1421,1,1598,644,4415,7,5066
2021-07-25,20400,166375,2073,188848,7623,53464,529,61616,963,6628,127,7718,461,10638,222,11321,1079,7371,61,8511,168,3053,24,3245,719,2985,28,3732,150,2940,41,3131,79,613,1,693,5465,46974,675,53114,469,3699,55,4223,271,338,71,3680,503,4118,44,4665,151,2409,60,2620,212,1691,17,1920,218,4993,87,5298,1018,5612,22,6652,179,1432,1,1612,672,4417,8,5097
2021-07-26,20724,167365,2077,190166,7756,53672,529,61957,984,6696,127,7807,479,10680,222,11381,1074,7447,61,8582,177,3062,24,3263,752,3023,28,3803,145,2948,41,3134,80,617,1,698,5468,47318,678,53464,493,3704,55,4252,291,3349,71,3711,545,4140,45,4730,170,2414,60,2644,234,1697,17,1948,234,4999,87,5320,1044,5664,22,6730,181,1442,1,1624,617,4493,8,5118
2021-07-27,20823,168629,2079,191531,7599,54180,529,62308,1001,6745,127,7873,514,10714,222,11450,1105,7481,61,8647,180,3082,24,3286,797,3049,28,3874,142,2956,41,3139,83,620,1,704,5524,47636,679,53839,498,3760,55,4313,289,3364,71,3724,521,4202,45,4768,183,2433,60,2676,240,1706,17,1963,247,5011,87,5345,1059,5737,22,6818,180,1460,1,1641,661,4493,9,5163
2021-07-28,20850,170494,2083,193427,7306,55044,531,62881,1034,6814,127,7975,525,10758,222,11505,1162,7526,61,8749,193,3091,24,3314,829,3091,29,3494,145,2971,41,3157,87,627,1,715,5584,48132,680,54396,531,3801,55,4387,299,3394,71,3764,509,4245,45,4799,201,2438,60,2699,235,1731,17,1983,268,5023,87,5378,1069,5825,22,6916,193,1470,1,1664,680,4507,9,5196
2021-07-29,21455,171559,2085,195099,7549,55315,532,63396,1041,6888,127,8056,553,10786,222,11561,1175,7609,61,8845,202,3127,24,3353,865,3124,29,4018,146,2984,41,3171,87,632,1,720,5717,48466,681,54864,50,3829,55,4434,321,3402,71,3794,526,4275,45,4846,225,2445,60,2730,224,1762,17,2003,273,5040,87,5400,1108,5876,22,7006,201,1486,1,1688,692,4513,9,5214
2021-07-30,21960,172757,2089,196806,7794,55557,532,63883,1053,6953,128,8134,577,10824,222,11623,1193,7709,62,8964,200,3154,24,3378,918,3156,9,4103,148,3000,41,3189,80,643,1,724,5878,48826,682,55386,536,3863,55,4454,335,3425,71,3831,531,4307,45,4883,239,2454,60,2753,236,1769,17,2022,285,5065,87,5437,1077,6006,22,7105,210,1495,1,1706,670,4551,10,5231
2021-07-31,22073,174177,2095,198345,7760,56065,534,64359,1054,7024,128,8206,588,10859,222,11669,1191,7805,64,9060,204,3171,24,3399,950,3209,30,4189,139,3026,41,3206,90,645,1,736,5923,49175,683,55781,518,3920,55,4493,323,3456,71,3850,563,4338,45,4946,242,2465,60,2767,227,1791,17,2035,279,5090,87,5456,1114,6068,22,7204,212,1519,1,1732,696,4551,10,5257
2021-08-01,22015,175674,2098,199787,8109,56188,535,64832,1017,7119,128,8264,568,10902,222,11692,1192,7893,64,9149,202,3187,24,3413,978,3250,30,4258,150,3035,41,3226,84,660,1,745,5791,49712,684,56187,524,3958,55,4537,315,3481,71,3867,574,4373,45,4992,248,2473,60,2781,219,1808,17,2044,283,5114,87,5484,1114,6152,22,7288,207,1544,1,1752,440,4825,11,5276
2021-08-02,22298,176605,2099,201002,8274,56384,535,65193,994,7214,128,8336,554,10942,222,11718,1203,7944,64,9211,212,3194,24,3430,1025,3267,30,4322,146,3052,41,3239,79,668,1,748,5860,49980,684,56524,513,3993,56,4562,311,3511,71,3893,584,4401,45,5030,249,2485,60,2794,211,1822,17,2050,297,5131,87,5515,1129,6221,22,7372,194,1569,1,1764,463,4827,11,5301
2021-08-03,22190,177909,2104,202203,8163,56803,537,65503,964,7313,128,8405,544,10989,222,11755,1178,8045,65,9288,221,3203,24,3448,1086,3284,30,4400,145,3061,41,3247,80,674,1,755,5917,50283,684,56884,480,4051,56,4587,340,3521,71,3932,614,4424,45,5083,242,2508,60,2810,201,1836,17,2054,309,5144,87,5540,1066,6355,23,7444,196,1588,1,1785,444,4827,12,5283
2021-08-04,22697,179123,2106,206926,8323,57129,537,65989,970,7418,128,8516,558,11050,222,11830,1144,8132,66,9342,215,3225,24,3464,1121,3308,30,4459,145,3076,41,3262,81,681,1,763,6162,50524,685,57371,450,4103,56,4609,344,3562,71,3977,626,4465,45,5136,250,2533,60,2843,186,1866,17,2069,332,5169,87,5588,1086,6449,23,7558,201,1606,1,1808,503,4827,12,5342
2021-08-05,22874,180719,2109,205702,8406,57510,539,66455,965,7535,128,8628,613,11116,222,11951,1104,8262,66,9432,224,3233,24,3481,1153,3346,30,4529,146,3088,41,3275,87,690,1,778,6200,50972,686,57858,438,4146,56,4640,352,3599,71,4022,604,4558,45,5207,253,2549,60,2862,174,1898,17,2089,369,5192,87,5648,1077,6540,23,7640,215,1616,1,1832,494,4869,12,5375
2021-08-06,23241,182052,2113,207403,8358,58021,540,66919,995,7612,128,8735,634,11179,222,12035,1123,8346,66,9535,221,3250,24,3495,1168,3381,30,4579,166,3092,41,3299,99,698,1,798,6396,51237,687,58320,426,4183,57,4666,374,3618,71,4063,608,4606,46,5260,249,2587,60,2896,190,1906,17,2113,398,5219,87,5704,1098,6617,23,7738,217,1630,1,1848,521,4870,12,5403
2021-08-07,23323,183789,2116,209228,8198,58684,540,767422,1061,7692,128,8881,647,11234,222,12103,1137,8422,66,9625,217,3272,24,3513,1200,3405,31,4636,174,3105,41,3320,105,710,1,816,6463,51682,688,58833,419,4223,57,4699,388,3647,71,4106,614,4654,46,5314,244,2612,60,2916,187,1928,18,2133,421,5245,87,5753,1107,6739,23,7869,206,1654,1,1861,535,4881,12,5428
2021-08-08,23832,185003,2121,210956,8322,59008,542,67872,1113,7787,128,9028,644,11299,223,12166,1129,8505,66,9700,242,3279,24,3545,1210,3428,31,4669,214,3123,41,3378,105,717,1,823,6599,52007,690,59296,409,4258,57,4724,413,3677,71,4161,682,4672,46,5400,244,2632,60,2936,183,1952,18,2153,449,5273,87,5809,1134,6829,23,7986,189,1676,1,1866,551,4881,12,5444
2021-08-09,24081,186242,2125,212448,8282,59462,543,68287,1152,7871,128,9151,685,11344,223,12252,1127,8571,67,9765,223,3317,24,3564,1124,3456,31,4711,221,3141,41,3403,104,719,1,824,6729,52283,692,59704,394,4297,57,4748,425,3704,71,4200,711,4711,46,5468,256,2641,60,2957,178,1971,18,2167,462,5290,87,5839,1161,6890,23,8074,183,1693,1,1877,564,4881,12,5457
2021-08-10,24330,187523,2134,213987,8183,59918,545,68646,1209,7919,128,9256,723,11386,223,12332,110,8662,69,9831,217,3338,24,3579,1241,3491,31,4763,257,3156,41,3454,97,730,1,828,6872,52556,696,60124,372,4341,57,4770,446,3731,71,4248,749,4739,46,5534,261,2667,60,2988,187,1988,18,2193,488,5322,88,5898,1186,6975,23,8184,169,1719,1,1889,573,4885,12,5470
2021-08-11,24565,189506,2135,216206,8236,60524,546,69306,1260,7994,128,9832,748,11427,223,12398,1031,8843,69,9943,208,3367,24,3599,1251,3523,31,4805,293,3168,41,3502,97,738,1,836,6940,53153,696,60789,359,4373,57,4789,486,3746,71,4303,791,4783,46,5620,279,2680,60,3019,184,2009,18,2211,530,5347,88,5965,1224,7078,23,8325,174,1742,1,1917,474,5011,12,5497
2021-08-12,25519,190535,2138,218192,8607,60678,546,69831,1330,8056,128,9514,761,11453,223,12437,1071,8916,70,10057,203,3392,24,3619,1171,3654,31,4856,335,3180,41,3556,103,743,1,847,7195,53471,698,61364,369,4405,57,4831,534,3773,71,4378,855,4804,46,5705,293,2690,60,3043,204,2016,18,2238,558,5382,88,6028,1257,7155,23,8435,184,1755,1,1940,489,5012,12,5513
2021-08-13,25790,192248,2144,220182,8566,51240,549,70355,1428,8138,128,9694,786,11485,223,12494,1049,9036,70,10155,190,342,24,3634,1118,3764,32,4914,350,3205,41,3596,103,750,1,854,7297,53907,700,61094,366,4441,57,4864,535,3824,71,4430,879,4852,46,5777,296,2714,60,3070,216,2022,18,2256,612,5410,88,6110,130,7237,23,8560,206,1777,1,1984,493,5026,12,5531
2021-08-14,26185,193778,2148,222111,8621,61699,550,70870,1505,8214,128,9847,791,11562,223,12576,1082,9082,70,10234,195,3432,24,3651,1073,3850,33,4956,361,3220,41,3622,105,758,1,864,7443,54333,701,62477,366,4480,57,4903,541,3862,71,4474,912,4883,46,5841,286,2745,60,3091,236,2030,18,2284,632,5444,88,6164,1286,7353,24,8663,241,1787,1,2039,509,5034,12,5555
2021-08-15,26669,195103,2156,223928,8743,62061,554,71358,1559,8316,128,10003,782,11628,223,12633,1101,9163,70,10334,209,3447,24,3680,1082,3885,33,5000,379,3231,41,3651,100,768,1,869,7632,54650,705,62987,361,4516,57,4934,546,3901,71,4518,933,4924,46,5903,275,2768,60,3103,240,2044,18,2302,653,5499,88,6240,1283,7449,24,8756,259,1818,1,2078,532,5035,12,5579
2021-08-16,27116,196198,2167,225481,8917,62246,557,71720,1600,8402,128,10130,721,11734,223,12687,1155,9218,71,10444,238,3447,24,3709,1010,3988,33,5031,391,3249,41,3681,83,788,1,872,7738,54936,709,63383,389,4529,57,4975,560,3924,71,4555,945,4955,46,5946,269,2789,60,3118,258,2052,19,2329,690,5537,88,6315,1286,7531,25,8842,304,1837,1,2142,562,5036,13,5611
2021-08-17,27457,197224,2173,226854,9158,62368,560,72086,1571,8496,129,10196,710,11791,223,12724,1175,9275,72,10522,227,3476,24,3727,1012,4019,33,5064,391,3271,41,3703,74,800,1,875,7836,55222,710,63768,387,4557,57,5001,566,3961,71,4598,920,5022,46,5988,264,2819,60,3143,272,2063,19,2354,691,5574,88,6353,1312,7611,25,8948,331,1847,1,2179,560,5052,13,5625
2021-08-18,26897,199582,2178,228657,9140,62893,561,72594,1593,8596,131,10320,688,11874,223,12785,1172,9370,72,10614,217,3517,24,3758,905,4160,33,5098,392,3302,41,3735,71,809,1,881,7576,55997,710,64283,380,4603,58,5041,536,4024,71,4631,888,5124,46,6058,270,2833,60,3163,295,2074,19,2388,675,5627,88,6390,1259,7768,26,9053,370,1854,1,2225,470,5157,13,5640
2021-08-19,27382,201235,2191,230808,9147,63458,564,73169,1585,8739,134,10458,658,11956,223,12837,1252,9442,73,10767,221,3535,24,3780,929,4185,33,5147,402,3360,41,3803,81,812,1,894,7894,56323,715,64932,383,4629,58,5070,539,4080,71,4690,897,5197,47,6141,280,2861,60,3201,282,2104,19,2405,678,5671,88,6437,1277,7859,26,9162,394,1867,1,2262,483,5157,13,5653
2021-08-20,27887,202775,2197,232859,9196,63963,566,73725,1609,8847,134,10590,605,12048,223,12876,1301,9512,73,10886,226,3551,25,3802,964,4208,33,5205,381,3411,41,3833,90,816,1,907,8167,56695,715,65577,378,4662,58,5098,551,4111,72,4734,923,5245,49,6217,296,2885,60,3241,297,2112,19,2428,690,5726,88,6504,1285,7941,26,9252,437,1880,1,2318,491,5162,13,5666
2021-08-21,28019,204518,2202,234739,9243,64441,567,74251,1559,8982,135,10676,582,12105,223,12910,1252,9653,73,10978,234,3571,25,3830,956,4243,34,5233,376,3443,41,3860,82,826,1,909,8426,57035,716,66177,395,4685,58,5138,520,4183,72,4775,928,5315,49,6292,289,2916,60,3265,295,2129,19,2443,727,5800,88,6615,1211,8093,27,9331,462,1907,1,2370,482,5191,13,5686
2021-08-22,27875,206276,2215,236366,9380,64798,571,74749,1537,9116,136,10789,585,12152,224,12961,1263,9708,73,11044,248,3579,25,3852,872,4350,34,5256,377,3478,41,3896,70,839,1,910,8279,57701,721,66701,393,4702,58,5153,508,4241,72,4821,948,5345,50,6343,291,2935,60,3286,273,2160,19,2452,719,5858,88,6665,1168,8192,28,9388,473,1931,1,2405,491,5191,13,5695
2021-08-23,27959,207601,2222,237782,9276,65287,573,75136,1461,9255,136,10852,600,12194,224,13018,1268,9781,73,11122,272,3588,25,3885,885,4367,34,5286,393,3499,41,3933,71,849,1,921,8438,57936,724,67098,402,4719,58,5179,519,4273,72,4864,997,5364,50,6411,311,2951,60,3322,267,2176,19,2462,700,5912,88,6700,1118,8294,30,9442,471,1965,1,2437,510,5191,13,5714
2021-08-24,27866,209193,2228,239287,9252,65744,574,75570,1387,9390,136,10913,597,12270,224,13091,1287,9825,73,11185,260,3612,25,3897,940,4375,34,5349,390,3528,41,3959,75,852,1,928,8561,58285,726,67572,358,4779,59,5196,505,4317,72,4894,1028,5392,51,6471,296,3000,60,3356,239,2213,19,2471,680,5963,88,6731,1043,8438,30,9511,447,2018,2,2467,521,5192,13,5726
2021-08-25,28025,211177,2237,241439,9277,66393,575,76245,1315,9545,139,10999,632,12335,225,13192,1259,9973,73,11305,242,3653,25,3920,957,4422,34,5413,388,3568,41,3997,83,860,1,944,8828,58600,730,68158,374,4809,59,5242,522,4359,72,4953,1010,5486,51,6547,315,3021,60,3396,213,2247,19,2479,662,6052,88,6802,1030,8555,30,9615,428,2064,2,2494,490,5235,13,5738
2021-08-26,28189,212871,2257,243317,9612,66624,578,76814,1257,9676,144,11077,672,12390,225,13287,1273,10058,75,11406,250,3673,25,3948,983,4444,36,5463,398,3598,41,4037,88,865,1,954,8639,59295,737,68671,354,4855,59,5268,529,4390,72,4991,991,5596,52,6639,343,3038,60,3441,200,2268,19,2487,650,6128,88,6866,1036,8617,30,9683,401,2121,2,2524,513,5235,13,5761
2021-08-27,28220,214673,2265,245158,9533,67259,579,77371,1189,9810,146,11145,715,12437,225,13377,1238,10190,75,11503,242,3695,25,3962,899,4585,36,5520,372,3644,41,4057,89,873,1,963,8941,59539,740,69220,388,4878,59,5325,494,4457,73,5024,1015,5632,52,6699,369,3053,60,3482,201,2283,19,2503,672,6173,88,6933,1016,8709,31,9756,399,2146,2,2547,448,5310,13,5771
2021-08-28,27686,216989,2276,246951,9472,67887,581,77940,1179,9894,148,11221,730,12496,227,13453,1275,10247,76,11598,246,3711,25,3982,928,4604,36,5568,332,3706,41,4079,97,877,1,975,8479,60540,743,69762,392,4915,59,5366,498,4498,73,5069,1035,5674,53,6762,380,3068,60,3508,195,2315,19,2529,663,6229,88,6980,955,8823,31,9809,373,2193,2,2568,457,5312,13,5782
2021-08-29,27563,218726,2279,248568,9388,68486,581,78455,1138,9999,148,11285,737,12546,227,13510,1248,10366,77,11691,250,3729,25,4004,836,4714,36,5586,337,3737,41,4115,93,883,1,977,8645,60852,745,70242,407,4935,59,5401,478,4548,73,5099,1080,5706,53,6839,359,3117,60,3536,202,2336,19,2557,652,6294,88,7034,903,8928,31,9862,341,2238,2,2581,469,5312,13,5794
2021-08-30,27409,220358,2284,250051,9280,69037,582,78899,1013,10181,148,11342,783,12585,227,13595,1242,10436,77,11755,255,3754,25,4034,850,4727,36,5613,339,3771,41,4151,96,888,1,985,8618,61285,747,70650,418,4953,59,5430,481,4853,73,5137,1123,5721,55,6899,367,3135,60,3562,215,2352,19,2586,638,3847,88,7073,890,9003,31,9924,303,2288,2,2593,498,5312,13,5823
2021-08-31,27435,221701,2285,251421,9370,69401,583,79354,966,10272,148,11386,790,12629,227,13646,1258,10492,77,11827,233,3795,25,4053,874,4737,36,5647,340,3794,41,4175,101,891,1,993,9736,61601,747,71084,396,5005,59,5460,455,4624,73,5152,1099,5784,55,6938,354,3174,60,3588,206,2375,19,2600,618,6394,88,7100,858,9091,31,9980,270,2330,2,2602,511,5312,13,5836
2021-09-01,26834,224319,2292,253445,9537,69898,584,80019,945,10361,149,11455,793,12680,228,13701,1281,10592,77,11950,243,3822,25,4090,882,4759,36,5677,373,3831,42,4246,107,895,1,1003,8126,62847,750,71723,406,5031,59,5496,465,4663,73,5201,977,5991,55,7023,353,3201,60,3614,203,2395,19,2617,590,6466,88,7144,815,9187,31,10033,240,2370,2,2612,498,5330,13,5841
2021-09-02,26876,226222,2303,255401,9291,70699,587,80577,853,10523,150,11526,805,12734,228,13767,1259,10737,77,12073,273,3834,25,4132,926,4776,36,5738,389,3857,42,4288,103,906,1,1010,8445,63220,753,72418,406,5056,60,5522,450,4705,73,5228,1027,6036,55,7118,344,3228,60,3632,208,2403,19,2630,594,6503,89,7186,799,9255,33,10087,217,2404,2,2623,487,5346,13,5846
2021-09-03,26184,228618,2308,257110,9188,71343,588,81119,839,10595,150,11584,794,12797,228,13819,1263,10851,77,12191,294,3856,25,4175,784,4962,38,5784,393,3888,42,4323,98,915,1,1014,8193,63992,754,72939,382,5098,60,5540,409,4776,73,5258,1061,6083,55,7199,321,3279,60,3660,207,2419,19,2645,609,6534,89,7232,772,9332,34,10138,193,2438,2,2633,384,5460,13,5857
2021-09-04,26193,230405,2315,258913,9230,71865,590,81685,803,10681,151,11635,771,12861,229,13861,1291,10920,78,12289,291,3885,25,4201,802,4993,39,5834,400,3928,42,4370,84,937,1,1022,8297,64466,755,73518,385,5140,60,5585,391,4824,73,5288,1068,6175,55,7298,325,3301,60,3686,226,2430,19,2675,578,6605,89,7272,713,9443,34,10190,174,2465,2,2641,364,5486,13,5863
2021-09-05,25748,232334,2321,260403,9032,72569,592,82193,770,10753,151,11674,727,12925,229,13881,1289,11021,79,12389,330,3885,25,4240,773,5060,39,5872,408,3961,42,4411,75,949,1,1025,8177,65032,757,73966,387,5162,60,5609,368,4863,74,5305,1097,6219,55,7371,312,3328,60,3700,235,2437,19,2691,564,6661,89,7314,695,9513,34,10242,151,2495,2,2648,358,5501,13,5872
2021-09-06,25756,233695,2327,261778,9091,72973,593,82657,752,10822,152,11726,700,12995,229,13924,1323,11069,80,12472,334,3909,25,4268,785,5078,39,5902,422,3986,42,4450,76,952,1,1029,8139,65468,759,74366,376,5197,61,5634,366,4889,74,5329,1103,6275,55,7433,301,3346,60,3707,227,2449,19,2695,572,6691,89,7352,689,9576,34,10299,136,2519,2,2657,364,5501,13,5878
2021-09-07,25819,235225,2330,263374,9035,73508,595,83138,718,10891,152,11761,691,13042,229,13962,1353,11126,80,12559,340,3937,25,4302,784,5113,39,5936,433,4022,42,4497,66,967,1,1034,8227,65810,760,74847,351,5244,61,5656,374,4917,74,5365,1147,6316,55,7518,291,3386,60,3737,226,2485,19,2730,540,6768,89,7397,707,9645,34,10386,114,2546,2,2662,372,5502,13,5887
2021-09-08,25803,237286,2334,265423,9034,74177,597,83808,673,10967,152,11792,659,13135,229,14023,1389,11210,80,12679,346,3974,25,4345,797,5139,39,5975,453,4051,42,45436,66,975,1,1042,8316,66473,761,75550,345,5283,61,5689,382,4950,74,5406,1192,6355,55,7602,265,3444,60,3769,225,2508,19,2752,512,6821,89,7422,721,9700,35,10456,110,2559,2,2671,318,5565,13,5896
2021-09-09,26207,238920,2343,267470,9383,74493,599,84475,623,11051,153,11827,627,13216,230,14073,1355,11352,80,12787,342,3999,26,4367,820,5153,40,6013,483,4091,42,4616,69,978,1,1048,8415,67015,763,76193,335,5326,61,5722,370,4993,74,5437,1256,6443,55,7754,264,3471,60,3795,224,2531,19,2774,468,6898,89,7455,731,9766,36,10533,114,2578,2,2694,328,5566,13,5907
2021-09-10,26281,240733,2348,269362,9540,75002,603,85145,588,11124,153,11865,614,13273,230,14117,1328,11499,80,12907,340,4026,26,4392,854,5167,40,6061,474,4141,42,4657,65,987,1,1053,8450,67592,764,76806,329,5365,61,5755,365,5030,74,5469,1257,6521,55,7833,266,3494,60,3820,231,2545,19,2795,456,6938,89,7483,707,9835,36,10578,116,2593,2,2711,301,5601,13,5915
2021-09-11,25909,242960,2358,271227,9740,75457,607,85804,580,11167,153,11900,611,13321,230,14162,1338,11621,80,13039,331,4055,27,4413,729,5356,41,6126,445,4200,43,4688,65,996,1,1062,8191,68421,767,77379,332,5396,61,5789,345,5080,74,5499,1190,6680,55,7925,244,3533,60,3837,230,2571,19,2820,458,6970,89,7517,686,9894,36,10616,114,2601,2,2717,280,5641,13,5934
2021-09-12,26164,244459,23859,272982,10085,75770,607,86462,555,11235,153,11943,632,13362,230,14224,1396,11711,80,13187,334,4079,27,4440,735,5395,41,6171,429,4250,43,4722,63,1002,1,1066,8031,69068,768,77867,331,5416,61,5808,364,5106,74,5544,1219,6730,55,8004,245,3546,60,3851,233,2579,19,2831,435,7013,89,7537,685,9941,36,10662,104,2615,2,2721,288,5641,13,5942
2021-09-13,26550,245505,2360,274415,10413,75998,607,87018,538,11287,153,11978,593,13432,230,14255,1484,11774,80,13338,325,4102,27,4454,743,5426,41,6210,420,4276,43,4739,64,1005,1,1070,8140,69361,768,78269,328,5433,61,5822,361,5144,74,5579,1203,6804,55,8062,238,3563,60,3861,220,2596,20,2836,435,7038,89,7562,649,10000,36,10685,98,2625,2,2725,298,5641,13,5952
2021-09-14,25896,247647,2367,275910,10627,76321,608,87556,517,11346,153,12016,546,13505,231,14282,1455,11926,81,13462,316,4146,27,4489,744,5466,41,6251,419,4312,43,4774,78,1012,1,1091,7593,70366,772,78731,290,5492,61,5843,348,5178,74,5600,1193,6873,55,8121,221,3597,60,3878,201,2616,20,2837,373,7115,89,7577,617,10054,36,10707,100,2635,2,2737,258,5687,13,5958
2021-09-15,25776,249833,2380,277989,10645,77107,612,88364,500,11406,153,12059,536,13541,232,14309,1471,12073,82,13626,321,4178,28,4527,675,5571,42,6288,409,4352,44,4805,78,1020,1,1099,7607,71039,775,79421,291,5519,62,5872,360,5203,74,5637,1194,6957,55,8206,211,3623,60,3894,185,2637,20,2842,362,7148,89,7599,582,10117,36,10735,100,2641,2,2743,249,5701,13,5963
2021-09-16,25506,252038,2386,279930,10577,77892,614,89083,510,11454,153,12117,542,13582,232,14356,1491,12190,82,13763,305,4206,29,4540,583,5699,42,6324,389,4402,45,4836,78,1027,1,1106,7585,71713,777,80075,298,5548,62,5908,372,5232,74,5678,1144,7057,55,8256,218,3636,60,3914,179,2651,20,2850,348,7195,89,7632,538,10194,36,10768,99,2653,2,2754,250,5707,13,5970
2021-09-17,25455,254094,2389,281938,10319,78896,614,89829,505,11511,153,12169,539,13622,233,14394,1538,12284,82,13904,293,4239,29,4561,544,5780,43,6367,352,4456,45,4853,87,1030,1,1118,7876,72080,778,80734,318,5567,62,5947,390,5251,74,5715,1113,7144,55,8312,223,3667,60,3950,170,2673,20,2863,339,7242,89,7670,509,10258,36,10803,103,2658,2,2763,237,5736,13,5986
2021-09-18,25599,256029,2394,284022,10520,79396,616,90532,516,11552,153,12221,541,13690,234,14465,1556,12413,82,14051,277,4282,29,4588,487,5881,43,6411,338,4504,45,4887,89,1040,1,1130,7889,72736,780,81405,3363,5592,62,5995,395,5287,74,5756,1082,7248,55,8385,274,3689,60,4023,153,2697,20,2870,330,7275,89,7694,473,10337,36,10846,100,2664,2,2766,243,5741,13,5997
2021-09-19,26078,257449,2404,285931,10711,79945,617,91273,517,11597,153,12267,542,13734,236,14512,1663,12489,82,14234,268,4313,29,4610,507,4908,44,6459,314,4557,46,4917,93,1044,1,1138,8061,73107,784,81952,362,5617,62,6041,404,5313,74,5791,1128,7248,56,8432,267,3717,60,4044,136,2726,20,2882,324,7322,89,7735,439,10393,36,10868,92,2678,2,2772,250,5741,13,6004
2021-09-20,26116,259011,2409,287536,10986,80252,618,91856,528,11633,153,12314,536,13774,237,14547,1705,12542,83,14330,280,4336,29,4645,526,5938,44,6508,289,4597,46,4932,94,1052,1,1147,7959,73716,784,82459,373,5635,62,6070,412,5341,74,5827,944,7466,56,8466,287,3735,60,4082,120,2748,20,2888,360,7322,90,7772,406,10458,36,10900,83,2697,2,2782,228,5769,14,6011
2021-09-21,26760,260090,2413,289263,11394,80518,620,92532,546,11660,153,12359,527,13828,238,14593,1775,12605,83,14463,320,4336,29,4685,538,5970,44,6552,269,4633,46,4948,85,1065,1,1151,8135,74041,785,82961,392,5654,62,6108,413,5367,74,5854,916,7539,56,8511,299,3753,60,4112,106,2769,20,2895,348,7361,90,7799,387,10503,36,10926,82,2705,2,2789,228,5783,14,6025
2021-09-22,26752,261812,2419,290983,11700,80855,621,93176,544,11698,155,12397,511,13884,239,14634,1800,12727,84,14611,286,4410,29,4725,507,6017,44,6568,256,4666,46,4968,84,1070,1,1155,7941,74763,786,83490,380,5699,62,6141,390,5417,74,5881,903,7614,56,8573,312,3767,60,4139,120,2778,20,2918,342,7395,90,7827,371,10548,36,10955,81,2711,2,2794,224,5793,14,6031
2021-09-23,27430,262842,2427,292699,11926,81270,625,93821,525,11741,155,12421,531,13916,240,14687,1845,12790,84,14719,317,4415,29,4761,506,6061,44,6611,260,4685,46,4991,87,1077,1,1165,8261,74988,789,84038,390,5720,62,6172,383,5449,74,5906,899,7672,56,8627,340,3779,60,4179,133,2780,20,2933,351,7407,90,7848,363,10584,36,10983,86,2715,2,2803,227,5793,14,6034
2021-09-24,28206,264492,2434,295132,12174,81927,627,94728,522,11774,155,12451,626,13947,242,14815,1876,12897,85,14858,319,4455,29,4803,553,6085,44,6682,256,4717,48,5021,90,1090,1,1181,8541,75416,789,84746,406,5747,62,6215,411,5481,74,5966,896,7750,56,8702,393,3788,60,4241,143,2787,20,2950,358,7446,90,7894,365,10620,36,11021,86,2729,2,2817,191,5836,14,6041
2021-09-25,29547,266414,2441,298402,12435,82884,630,95949,529,11818,155,12502,706,13985,242,14933,1962,13011,86,15059,320,4484,29,4833,587,6131,44,6762,251,4748,48,5047,86,1102,1,1189,9221,75837,790,85848,437,5773,62,6272,433,5519,74,6026,945,7794,56,8795,440,3808,60,4308,159,2798,21,2978,386,7475,91,7952,367,10665,36,11068,92,2738,2,2832,191,5844,14,6049
