tDate,SumInQuarantine,SumQuarantineRelease,SumDead,SumTotal,SeoulInQuarantine,SeoulQuarantineRelease,SeoulDead,SeoulTotal,BusanInQuarantine,BusanQuarantineRelease,BusanDead,BusanTotal,DaeguInQuarantine,DaeguQuarantineRelease,DaeguDead,DaeguTotal,IncheonInQuarantine,IncheonQuarantineRelease,IncheonDead,IncheonTotal,GwangjuInQuarantine,GwangjuQuarantineRelease,GwangjuDead,GwangjuTotal,DaejeonInQuarantine,DaejeonQuarantineRelease,DaejeonDead,DaejeonTotal,UlsanInQuarantine,UlsanQuarantineRelease,UlsanDead,UlsanTotal,SejongInQuarantine,SejongQuarantineRelease,SejongDead,SejongTotal,GyeonggiInQuarantine,GyeonggiQuarantineRelease,GyeonggiDead,GyeonggiTotal,GangwonInQuarantine,GangwonQuarantineRelease,GangwonDead,GangwonTotal,ChungbukInQuarantine,ChungbukQuarantineRelease,ChungbukDead,ChungbukTotal,ChungnamInQuarantine,ChungnamQuarantineRelease,ChungnamDead,ChungnamTotal,JeonbukInQuarantine,JeonbukQuarantineRelease,JeonbukDead,JeonbukTotal,JeonnamInQuarantine,JeonnamQuarantineRelease,JeonnamDead,JeonnamTotal,GyeongbukInQuarantine,GyeongbukQuarantineRelease,GyeongbukDead,GyeongbukTotal,GyeongnamInQuarantine,GyeongnamQuarantineRelease,GyeongnamDead,GyeongnamTotal,JejuInQuarantine,JejuQuarantineRelease,JejuDead,JejuTotal,QuarantineInQuarantine,QuarantineQuarantineRelease,QuarantineDead,QuarantineTotal
2021-09-26,30582,268140,2450,301172,12564,83681,632,96877,527,11866,155,12548,796,14038,242,15076,2058,13089,86,15233,338,4506,29,4873,604,6167,44,6815,237,4788,49,5074,85,1111,1,1197,9719,76266,794,86779,470,5787,62,6319,444,5558,75,6077,952,7862,56,8870,457,3837,61,4355,181,2801,21,3003,446,7500,91,8037,411,10694,36,11141,92,2745,2,2839,201,5844,14,6059
2021-09-27,31965,269132,2456,303553,13157,83865,633,97655,516,11920,155,12591,855,14064,242,15191,2130,13161,86,15377,351,4521,29,4901,627,6195,44,6866,231,4811,52,5094,93,1117,1,1211,10089,76650,795,87534,446,5851,62,6359,487,5578,76,6141,1006,7886,56,8948,476,3860,61,4397,182,2816,21,3019,498,7519,91,8108,485,10721,36,11242,93,2753,2,2848,213,5844,14,6071
2021-09-28,32450,270928,2464,305842,13270,84592,635,98497,500,11965,155,12620,944,14131,242,15317,2122,13291,87,15500,345,4555,29,4929,635,6240,45,6920,214,4845,52,5111,81,1133,1,1215,10398,77059,798,88255,423,5900,62,6385,498,5625,77,6200,1021,7919,56,8996,435,3943,61,4439,195,2821,21,3037,532,7560,91,8183,525,10748,36,11309,96,2757,2,2855,216,5844,14,6074
2021-09-29,33527,272724,2474,308725,13553,85358,639,99550,505,12012,155,12672,1002,14182,242,15426,2186,13380,88,15654,344,4584,29,4957,612,6291,46,6949,219,4867,52,5138,88,1136,1,1225,10876,77570,800,89246,405,5938,62,6405,551,5656,77,6284,1064,7953,56,9073,450,3969,61,4480,206,2833,21,3060,586,7594,91,8271,566,10790,37,11393,91,2767,2,2860,223,5844,15,6082
2021-09-30,34603,274205,2481,311289,13951,85901,643,100495,501,12065,155,12721,1036,14221,242,15499,2236,13478,88,15802,343,4617,29,4989,617,6322,46,6985,233,4880,52,5165,92,1146,1,1239,11295,78032,803,90130,396,5979,62,6437,587,5681,77,6345,1102,7975,56,9133,449,4005,61,4515,226,2837,21,3084,602,7630,91,8323,609,10815,37,11461,96,2777,2,2875,232,5844,15,6091
2021-10-01,35700,275576,2497,313773,14332,86430,649,101411,491,12121,155,12767,1068,14274,242,15584,2300,13573,88,15961,332,4656,29,5017,630,6346,47,7023,239,4895,55,5189,99,1147,1,1247,11763,78385,806,90954,410,6016,63,6489,600,5706,78,6384,1127,8009,57,9193,438,4048,61,4547,245,2847,21,3113,627,7665,91,8383,659,10833,37,11529,101,2781,2,2884,239,5844,15,6098
2021-10-02,36424,277092,2504,316020,14561,86990,653,102204,478,12176,155,12809,1096,14326,242,15664,2309,13680,88,16077,322,4691,29,5042,632,6378,48,7058,233,4920,55,5208,109,1148,1,1258,12121,78785,807,91713,422,6037,63,6522,618,5747,78,6443,1166,8020,58,9244,428,4081,61,4570,246,2868,21,3135,653,7695,91,8439,732,10868,37,11637,100,2790,2,2892,198,5892,15,6105
2021-10-03,36751,278847,2507,318105,14670,87614,655,102939,479,12208,155,12842,1110,14370,242,15722,2059,14058,88,16205,344,4691,29,5064,628,6423,48,7099,225,4649,55,5226,102,1162,1,1265,12424,79159,808,92391,445,6064,63,6572,615,5794,78,6487,1173,8057,58,9288,420,4118,61,4599,256,2883,21,3160,733,7712,91,8536,775,10890,37,11702,102,2793,2,2897,191,5905,15,6111
2021-10-04,34595,282669,2513,319777,14650,88206,656,103512,486,12238,155,12879,1067,14481,242,15790,1718,14518,89,16325,302,4746,29,5077,559,6529,49,7137,210,4966,55,5231,87,1180,1,1268,10951,81163,811,92925,446,6100,63,6609,590,5864,78,6532,1062,8210,58,9330,392,4167,61,4620,255,2897,21,3173,752,7753,91,8596,790,10922,37,11749,90,2812,2,2904,188,5917,15,6120
2021-10-05,34631,284197,2524,321352,14786,88585,662,104033,507,12264,155,12926,1017,14581,242,15840,1719,14622,90,16431,271,4792,29,5092,552,6575,49,7176,207,4981,55,5243,86,1191,1,1278,10947,81660,815,93422,404,6166,63,6633,586,5912,78,6576,1057,8249,58,9364,372,4210,61,4643,249,2916,21,3186,763,7799,91,8653,830,10952,37,11819,82,2825,2,2909,196,5917,15,6128
2021-10-06,33803,287040,2536,323379,14497,89560,666,104723,499,12310,155,12964,929,14732,243,15904,1711,14763,90,16564,237,4842,29,5108,480,6678,49,7207,173,5019,55,5247,84,1198,1,1283,10849,82437,821,94107,383,6218,63,6664,563,5971,79,6613,931,8444,58,9433,341,4261,61,4663,227,2951,21,3199,747,7870,91,8708,890,11012,37,11939,80,2832,2,2914,182,5942,15,6139
