Seq,Region,Rdate,social_distancing
1602,인천광역시,2020-08-12,1
1603,인천광역시,2020-08-13,1
1604,인천광역시,2020-08-14,1
1605,인천광역시,2020-08-15,1
1606,인천광역시,2020-08-16,1
1607,인천광역시,2020-08-17,1
1608,인천광역시,2020-08-18,1
1609,인천광역시,2020-08-19,2
1610,인천광역시,2020-08-20,2
1611,인천광역시,2020-08-21,2
1612,인천광역시,2020-08-22,2
1613,인천광역시,2020-08-23,2
1614,인천광역시,2020-08-24,3
1615,인천광역시,2020-08-25,3
1616,인천광역시,2020-08-26,3
1617,인천광역시,2020-08-27,3
1618,인천광역시,2020-08-28,3
1619,인천광역시,2020-08-29,3
1620,인천광역시,2020-08-30,3
1621,인천광역시,2020-08-31,3
1622,인천광역시,2020-09-01,3
1623,인천광역시,2020-09-02,3
1624,인천광역시,2020-09-03,3
1625,인천광역시,2020-09-04,3
1626,인천광역시,2020-09-05,3
1627,인천광역시,2020-09-06,3
1628,인천광역시,2020-09-07,3
1629,인천광역시,2020-09-08,3
1630,인천광역시,2020-09-09,3
1631,인천광역시,2020-09-10,3
1632,인천광역시,2020-09-11,3
1633,인천광역시,2020-09-12,3
1634,인천광역시,2020-09-13,3
1635,인천광역시,2020-09-14,2
1636,인천광역시,2020-09-15,2
1637,인천광역시,2020-09-16,2
1638,인천광역시,2020-09-17,2
1639,인천광역시,2020-09-18,2
1640,인천광역시,2020-09-19,2
1641,인천광역시,2020-09-20,2
1642,인천광역시,2020-09-21,2
1643,인천광역시,2020-09-22,2
1644,인천광역시,2020-09-23,2
1645,인천광역시,2020-09-24,2
1646,인천광역시,2020-09-25,2
1647,인천광역시,2020-09-26,2
1648,인천광역시,2020-09-27,2
1649,인천광역시,2020-09-28,2
1650,인천광역시,2020-09-29,2
1651,인천광역시,2020-09-30,2
1652,인천광역시,2020-10-01,2
1653,인천광역시,2020-10-02,2
1654,인천광역시,2020-10-03,2
1655,인천광역시,2020-10-04,2
1656,인천광역시,2020-10-05,2
1657,인천광역시,2020-10-06,2
1658,인천광역시,2020-10-07,2
1659,인천광역시,2020-10-08,2
1660,인천광역시,2020-10-09,2
1661,인천광역시,2020-10-10,2
1662,인천광역시,2020-10-11,2
1663,인천광역시,2020-10-12,1
1664,인천광역시,2020-10-13,1
1665,인천광역시,2020-10-14,1
1666,인천광역시,2020-10-15,1
1667,인천광역시,2020-10-16,1
1668,인천광역시,2020-10-17,1
1669,인천광역시,2020-10-18,1
1670,인천광역시,2020-10-19,1
1671,인천광역시,2020-10-20,1
1672,인천광역시,2020-10-21,1
1673,인천광역시,2020-10-22,1
1674,인천광역시,2020-10-23,1
1675,인천광역시,2020-10-24,1
1676,인천광역시,2020-10-25,1
1677,인천광역시,2020-10-26,1
1678,인천광역시,2020-10-27,1
1679,인천광역시,2020-10-28,1
1680,인천광역시,2020-10-29,1
1681,인천광역시,2020-10-30,1
1682,인천광역시,2020-10-31,1
1683,인천광역시,2020-11-01,1
1684,인천광역시,2020-11-02,1
1685,인천광역시,2020-11-03,1
1686,인천광역시,2020-11-04,1
1687,인천광역시,2020-11-05,1
1688,인천광역시,2020-11-06,1
1689,인천광역시,2020-11-07,1
1690,인천광역시,2020-11-08,1
1691,인천광역시,2020-11-09,1
1692,인천광역시,2020-11-10,1
1693,인천광역시,2020-11-11,1
1694,인천광역시,2020-11-12,1
1695,인천광역시,2020-11-13,1
1696,인천광역시,2020-11-14,1
1697,인천광역시,2020-11-15,1
1698,인천광역시,2020-11-16,1
1699,인천광역시,2020-11-17,1
1700,인천광역시,2020-11-18,1
1701,인천광역시,2020-11-19,1
1702,인천광역시,2020-11-20,1
1703,인천광역시,2020-11-21,1
1704,인천광역시,2020-11-22,1
1705,인천광역시,2020-11-23,1
1706,인천광역시,2020-11-24,2
1707,인천광역시,2020-11-25,2
1708,인천광역시,2020-11-26,2
1709,인천광역시,2020-11-27,2
1710,인천광역시,2020-11-28,2
1711,인천광역시,2020-11-29,2
1712,인천광역시,2020-11-30,2
1713,인천광역시,2020-12-01,2
1714,인천광역시,2020-12-02,2
1715,인천광역시,2020-12-03,2
1716,인천광역시,2020-12-04,2
1717,인천광역시,2020-12-05,2
1718,인천광역시,2020-12-06,2
1719,인천광역시,2020-12-07,2
1720,인천광역시,2020-12-08,3
1721,인천광역시,2020-12-09,3
1722,인천광역시,2020-12-10,3
1723,인천광역시,2020-12-11,3
1724,인천광역시,2020-12-12,3
1725,인천광역시,2020-12-13,3
1726,인천광역시,2020-12-14,3
1727,인천광역시,2020-12-15,3
1728,인천광역시,2020-12-16,3
1729,인천광역시,2020-12-17,3
1730,인천광역시,2020-12-18,3
1731,인천광역시,2020-12-19,3
1732,인천광역시,2020-12-20,3
1733,인천광역시,2020-12-21,3
1734,인천광역시,2020-12-22,3
1735,인천광역시,2020-12-23,3
1736,인천광역시,2020-12-24,3
1737,인천광역시,2020-12-25,3
1738,인천광역시,2020-12-26,3
1739,인천광역시,2020-12-27,3
1740,인천광역시,2020-12-28,3
1741,인천광역시,2020-12-29,3
1742,인천광역시,2020-12-30,3
1743,인천광역시,2020-12-31,3
1744,인천광역시,2021-01-01,3
1745,인천광역시,2021-01-02,3
1746,인천광역시,2021-01-03,3
1747,인천광역시,2021-01-04,3
1748,인천광역시,2021-01-05,3
1749,인천광역시,2021-01-06,3
1750,인천광역시,2021-01-07,3
1751,인천광역시,2021-01-08,3
1752,인천광역시,2021-01-09,3
1753,인천광역시,2021-01-10,3
1754,인천광역시,2021-01-11,3
1755,인천광역시,2021-01-12,3
1756,인천광역시,2021-01-13,3
1757,인천광역시,2021-01-14,3
1758,인천광역시,2021-01-15,3
1759,인천광역시,2021-01-16,3
1760,인천광역시,2021-01-17,3
1761,인천광역시,2021-01-18,3
1762,인천광역시,2021-01-19,3
1763,인천광역시,2021-01-20,3
1764,인천광역시,2021-01-21,3
1765,인천광역시,2021-01-22,3
1766,인천광역시,2021-01-23,3
1767,인천광역시,2021-01-24,3
1768,인천광역시,2021-01-25,3
1769,인천광역시,2021-01-26,3
1770,인천광역시,2021-01-27,3
1771,인천광역시,2021-01-28,3
1772,인천광역시,2021-01-29,3
1773,인천광역시,2021-01-30,3
1774,인천광역시,2021-01-31,3
1775,인천광역시,2021-02-01,3
1776,인천광역시,2021-02-02,3
1777,인천광역시,2021-02-03,3
1778,인천광역시,2021-02-04,3
1779,인천광역시,2021-02-05,3
1780,인천광역시,2021-02-06,3
1781,인천광역시,2021-02-07,3
1782,인천광역시,2021-02-08,3
1783,인천광역시,2021-02-09,3
1784,인천광역시,2021-02-10,3
1785,인천광역시,2021-02-11,3
1786,인천광역시,2021-02-12,3
1787,인천광역시,2021-02-13,3
1788,인천광역시,2021-02-14,3
1789,인천광역시,2021-02-15,2
1790,인천광역시,2021-02-16,2
1791,인천광역시,2021-02-17,2
1792,인천광역시,2021-02-18,2
1793,인천광역시,2021-02-19,2
1794,인천광역시,2021-02-20,2
1795,인천광역시,2021-02-21,2
1796,인천광역시,2021-02-22,2
1797,인천광역시,2021-02-23,2
1798,인천광역시,2021-02-24,2
1799,인천광역시,2021-02-25,2
1800,인천광역시,2021-02-26,2
1801,인천광역시,2021-02-27,2
1802,인천광역시,2021-02-28,2
1803,인천광역시,2021-03-01,2
1804,인천광역시,2021-03-02,2
1805,인천광역시,2021-03-03,2
1806,인천광역시,2021-03-04,2
1807,인천광역시,2021-03-05,2
1808,인천광역시,2021-03-06,2
1809,인천광역시,2021-03-07,2
1810,인천광역시,2021-03-08,2
1811,인천광역시,2021-03-09,2
1812,인천광역시,2021-03-10,2
1813,인천광역시,2021-03-11,2
1814,인천광역시,2021-03-12,2
1815,인천광역시,2021-03-13,2
1816,인천광역시,2021-03-14,2
1817,인천광역시,2021-03-15,2
1818,광주광역시,2020-02-23,2
1819,광주광역시,2020-02-24,2
1820,광주광역시,2020-02-25,2
1821,광주광역시,2020-02-26,2
1822,광주광역시,2020-02-27,2
1823,광주광역시,2020-02-28,2
1824,광주광역시,2020-02-29,2
1825,광주광역시,2020-03-01,2
1826,광주광역시,2020-03-02,2
1827,광주광역시,2020-03-03,2
1828,광주광역시,2020-03-04,2
1829,광주광역시,2020-03-05,2
1830,광주광역시,2020-03-06,2
1831,광주광역시,2020-03-07,2
1832,광주광역시,2020-03-08,2
1833,광주광역시,2020-03-09,2
1834,광주광역시,2020-03-10,2
1835,광주광역시,2020-03-11,2
1836,광주광역시,2020-03-12,2
1837,광주광역시,2020-03-13,2
1838,광주광역시,2020-03-14,2
1839,광주광역시,2020-03-15,2
1840,광주광역시,2020-03-16,2
1841,광주광역시,2020-03-17,2
1842,광주광역시,2020-03-18,2
1843,광주광역시,2020-03-19,2
1844,광주광역시,2020-03-20,2
1845,광주광역시,2020-03-21,2
1846,광주광역시,2020-03-22,3
1847,광주광역시,2020-03-23,3
1848,광주광역시,2020-03-24,3
1849,광주광역시,2020-03-25,3
1850,광주광역시,2020-03-26,3
1851,광주광역시,2020-03-27,3
1852,광주광역시,2020-03-28,3
1853,광주광역시,2020-03-29,3
1854,광주광역시,2020-03-30,3
1855,광주광역시,2020-03-31,3
1856,광주광역시,2020-04-01,3
1857,광주광역시,2020-04-02,3
1858,광주광역시,2020-04-03,3
1859,광주광역시,2020-04-04,3
1860,광주광역시,2020-04-05,3
1861,광주광역시,2020-04-06,3
1862,광주광역시,2020-04-07,3
1863,광주광역시,2020-04-08,3
1864,광주광역시,2020-04-09,3
1865,광주광역시,2020-04-10,3
1866,광주광역시,2020-04-11,3
1867,광주광역시,2020-04-12,3
1868,광주광역시,2020-04-13,3
1869,광주광역시,2020-04-14,3
1870,광주광역시,2020-04-15,3
1871,광주광역시,2020-04-16,3
1872,광주광역시,2020-04-17,3
1873,광주광역시,2020-04-18,3
1874,광주광역시,2020-04-19,3
1875,광주광역시,2020-04-20,3
1876,광주광역시,2020-04-21,3
1877,광주광역시,2020-04-22,3
1878,광주광역시,2020-04-23,3
1879,광주광역시,2020-04-24,3
1880,광주광역시,2020-04-25,3
1881,광주광역시,2020-04-26,3
1882,광주광역시,2020-04-27,3
1883,광주광역시,2020-04-28,3
1884,광주광역시,2020-04-29,3
1885,광주광역시,2020-04-30,3
1886,광주광역시,2020-05-01,3
1887,광주광역시,2020-05-02,3
1888,광주광역시,2020-05-03,3
1889,광주광역시,2020-05-04,3
1890,광주광역시,2020-05-05,3
1891,광주광역시,2020-05-06,1
1892,광주광역시,2020-05-07,1
1893,광주광역시,2020-05-08,1
1894,광주광역시,2020-05-09,1
1895,광주광역시,2020-05-10,1
1896,광주광역시,2020-05-11,1
1897,광주광역시,2020-05-12,1
1898,광주광역시,2020-05-13,1
1899,광주광역시,2020-05-14,1
1900,광주광역시,2020-05-15,1
1901,광주광역시,2020-05-16,1
1902,광주광역시,2020-05-17,1
1903,광주광역시,2020-05-18,1
1904,광주광역시,2020-05-19,1
1905,광주광역시,2020-05-20,1
1906,광주광역시,2020-05-21,1
1907,광주광역시,2020-05-22,1
1908,광주광역시,2020-05-23,1
1909,광주광역시,2020-05-24,1
1910,광주광역시,2020-05-25,1
1911,광주광역시,2020-05-26,1
1912,광주광역시,2020-05-27,1
1913,광주광역시,2020-05-28,1
1914,광주광역시,2020-05-29,1
1915,광주광역시,2020-05-30,1
1916,광주광역시,2020-05-31,1
1917,광주광역시,2020-06-01,1
1918,광주광역시,2020-06-02,1
1919,광주광역시,2020-06-03,1
1920,광주광역시,2020-06-04,1
1921,광주광역시,2020-06-05,1
1922,광주광역시,2020-06-06,1
1923,광주광역시,2020-06-07,1
1924,광주광역시,2020-06-08,1
1925,광주광역시,2020-06-09,1
1926,광주광역시,2020-06-10,1
1927,광주광역시,2020-06-11,1
1928,광주광역시,2020-06-12,1
1929,광주광역시,2020-06-13,1
1930,광주광역시,2020-06-14,1
1931,광주광역시,2020-06-15,1
1932,광주광역시,2020-06-16,1
1933,광주광역시,2020-06-17,1
1934,광주광역시,2020-06-18,1
1935,광주광역시,2020-06-19,1
1936,광주광역시,2020-06-20,1
1937,광주광역시,2020-06-21,1
1938,광주광역시,2020-06-22,1
1939,광주광역시,2020-06-23,1
1940,광주광역시,2020-06-24,1
1941,광주광역시,2020-06-25,1
1942,광주광역시,2020-06-26,1
1943,광주광역시,2020-06-27,1
1944,광주광역시,2020-06-28,1
1945,광주광역시,2020-06-29,1
1946,광주광역시,2020-06-30,1
1947,광주광역시,2020-07-01,2
1948,광주광역시,2020-07-02,2
