tDate,SumTodayNewLocal,SumTodayNewForeign,SumAccConfirmed,SumPercent,SumPer10HS,SeoulTodayNewLocal,SeoulTodayNewForeign,SeoulAccConfirmed,SeoulPercent,SeoulPer10HS,BusanTodayNewLocal,BusanTodayNewForeign,BusanAccConfirmed,BusanPercent,BusanPer10HS,DaeguTodayNewLocal,DaeguTodayNewForeign,DaeguAccConfirmed,DaeguPercent,DaeguPer10HS,IncheonTodayNewLocal,IncheonTodayNewForeign,IncheonAccConfirmed,IncheonPercent,IncheonPer10HS,GwangjuTodayNewLocal,GwangjuTodayNewForeign,GwangjuAccConfirmed,GwangjuPercent,GwangjuPer10HS,DaejeonTodayNewLocal,DaejeonTodayNewForeign,DaejeonAccConfirmed,DaejeonPercent,DaejeonPer10HS,UlsanTodayNewLocal,UlsanTodayNewForeign,UlsanAccConfirmed,UlsanPercent,UlsanPer10HS,SejongTodayNewLocal,SejongTodayNewForeign,SejongAccConfirmed,SejongPercent,SejongPer10HS,GyeonggiTodayNewLocal,GyeonggiTodayNewForeign,GyeonggiAccConfirmed,GyeonggiPercent,GyeonggiPer10HS,GangwonTodayNewLocal,GangwonTodayNewForeign,GangwonAccConfirmed,GangwonPercent,GangwonPer10HS,ChungbukTodayNewLocal,ChungbukTodayNewForeign,ChungbukAccConfirmed,ChungbukPercent,ChungbukPer10HS,ChungnamTodayNewLocal,ChungnamTodayNewForeign,ChungnamAccConfirmed,ChungnamPercent,ChungnamPer10HS,JeonbukTodayNewLocal,JeonbukTodayNewForeign,JeonbukAccConfirmed,JeonbukPercent,JeonbukPer10HS,JeonnamTodayNewLocal,JeonnamTodayNewForeign,JeonnamAccConfirmed,JeonnamPercent,JeonnamPer10HS,GyeongbukTodayNewLocal,GyeongbukTodayNewForeign,GyeongbukAccConfirmed,GyeongbukPercent,GyeongbukPer10HS,GyeongnamTodayNewLocal,GyeongnamTodayNewForeign,GyeongnamAccConfirmed,GyeongnamPercent,GyeongnamPer10HS,JejuTodayNewLocal,JejuTodayNewForeign,JejuAccConfirmed,JejuPercent,JejuPer10HS,QuarantineTodayNewLocal,QuarantineTodayNewForeign,QuarantineAccConfirmed,QuarantinePercent,QuarantinePer10HS
2021-08-07,1762,61,209228,100,403.69,498,5,67422,32.22,697.34,144,2,881,4.24,261.83,66,2,12103,5.78,500.47,90,0,9625,4.6,327.07,16,2,3513,1.68,242.27,57,0,4636,2.22,316.69,21,0,3320,1.59,292.25,17,1,816,0.39,229.32,501,13,58833,28.12,438.17,33,0,4699,2.25,304.57,42,1,4106,1.96,256.49,52,2,5314,2.54,250.54,18,2,2916,1.39,161.63,16,4,2133,1.02,115.2,48,1,5753,2.75,217.96,130,1,7869,3.76,235.58,13,0,1861,0.89,275.85,0,25,5428,2.59,0
2021-08-08,1970,59,210956,100,407.02,441,9,67872,32.17,701.99,145,2,9028,4.28,266.16,57,6,12166,5.77,503.07,70,5,9700,4.6,329.61,29,3,3545,1.68,244.47,33,0,4669,2.21,318.95,58,0,3378,1.6,297.35,7,0,823,0.39,231.29,456,7,59296,28.11,441.62,25,0,4724,2.24,306.19,54,1,4161,1.97,259.93,82,4,5400,2.56,254.59,20,0,2936,1.39,162.74,18,2,2153,1.02,116.28,53,3,5809,2.75,220.09,117,1,7986,3.79,239.09,5,0,1866,0.88,276.59,0,16,5444,2.58,0
2021-08-09,1455,37,212448,100,409.9,414,1,68287,32.14,706.29,121,2,9151,4.31,269.79,82,4,12252,5.77,506.63,65,0,9765,4.6,331.82,15,4,3564,1.68,245.78,42,0,4711,2.22,321.82,25,0,3403,1.6,299.56,1,0,824,0.39,231.57,402,6,59704,28.1,444.66,23,1,4748,2.23,307.74,38,1,4200,1.98,262.36,65,3,5468,2.57,257.8,20,1,2957,1.39,163.9,14,0,2167,1.02,117.04,30,0,5839,2.75,221.22,87,1,8074,3.8,241.72,11,0,1877,0.88,278.22,0,13,5457,2.57,0
2021-08-10,1476,64,213987,100,412.87,356,4,68646,32.08,710,105,0,9256,4.33,272.88,78,2,12332,5.76,509.94,64,2,9831,4.59,334.07,13,2,3579,1.67,246.82,50,2,4763,2.23,325.37,50,1,3454,1.61,304.04,4,0,828,0.39,232.69,398,22,60124,28.1,447.78,22,0,4770,2.23,309.17,41,7,4248,1.99,265.36,66,0,5534,2.59,260.91,28,3,2988,1.4,165.62,24,2,2193,1.02,118.44,57,2,5898,2.76,223.46,110,0,8184,3.82,245.01,10,2,1889,0.88,280,0,13,5470,2.56,0
2021-08-11,2145,78,216206,100,417.15,605,11,69306,32.06,716.83,125,1,9382,4.34,276.6,66,0,12398,5.73,512.66,107,5,9943,4.6,337.87,17,3,3599,1.66,248.2,42,1,4805,2.22,328.24,48,0,3502,1.62,308.27,8,0,836,0.39,234.94,648,18,60789,28.12,452.74,19,0,4789,2.22,310.4,54,2,4303,1.99,268.8,84,2,5620,2.6,264.97,28,3,3019,1.4,167.34,16,2,2211,1.02,119.41,66,1,5965,2.76,226,139,2,8325,3.85,249.24,28,0,1917,0.89,284.15,0,27,5497,2.54,0
2021-08-12,1947,40,218192,100,420.98,522,4,69831,32,722.26,128,4,9514,4.36,280.49,38,1,12437,5.7,514.28,109,5,10057,4.61,341.75,20,0,3619,1.66,249.58,51,0,4856,2.23,331.72,53,1,3556,1.63,313.02,11,0,847,0.39,238.03,570,5,61364,28.12,457.02,41,1,4831,2.21,313.12,75,0,4378,2.01,273.48,84,1,5705,2.61,268.97,24,0,3043,1.39,168.67,27,0,2238,1.03,120.87,63,0,6028,2.76,228.38,108,2,8435,3.87,252.53,23,0,1940,0.89,287.56,0,16,5513,2.53,0
2021-08-13,1913,77,220182,100,424.82,504,20,70355,31.95,727.67,178,2,9694,4.4,285.79,55,2,12494,5.67,516.63,94,4,10155,4.61,345.08,14,1,3634,1.65,250.61,58,0,4914,2.23,335.68,39,1,3596,1.63,316.54,7,0,854,0.39,240,527,13,61904,28.11,461.04,33,0,4864,2.21,315.26,50,2,4430,2.01,276.73,68,4,5777,2.62,272.37,25,2,3070,1.39,170.17,18,0,2256,1.02,121.84,77,5,6110,2.77,231.49,122,3,8560,3.89,256.27,44,0,1984,0.9,294.08,0,18,5531,2.51,0
2021-08-14,1860,70,222111,100,428.55,510,5,70870,31.91,733,150,3,9847,4.43,290.31,79,3,12576,5.66,520.02,76,3,10234,4.61,347.76,16,1,3651,1.64,251.78,40,2,4956,2.23,338.55,26,0,3622,1.63,318.83,10,0,864,0.39,242.81,560,13,62477,28.13,465.31,39,0,4903,2.21,317.79,42,3,4474,2.01,279.48,57,7,5841,2.63,275.39,20,1,3091,1.39,171.33,27,1,2284,1.03,123.36,52,2,6164,2.78,233.54,101,2,8663,3.9,259.35,55,0,2039,0.92,302.24,0,24,5555,2.5,0
2021-08-15,1749,68,223928,100,432.05,478,10,71358,31.87,738.05,153,3,10003,4.47,294.9,55,2,12633,5.64,522.38,95,5,10334,4.61,351.16,27,2,3680,1.64,253.78,44,0,5000,2.23,341.56,27,2,3651,1.63,321.39,5,0,869,0.39,244.22,505,5,62987,28.13,469.11,31,0,4934,2.2,319.8,42,2,4518,2.02,282.23,57,5,5903,2.64,278.31,10,2,3103,1.39,172,17,1,2303,1.03,124.33,74,2,6240,2.79,236.42,90,3,8756,3.91,262.14,39,0,2078,0.93,308.02,0,24,5579,2.49,0
2021-08-16,1493,63,225481,100,435.05,355,9,71720,31.81,741.79,125,2,10130,4.49,283.65,44,1,12678,5.62,524.24,110,0,10444,4.63,354.9,27,2,3709,1.64,255.78,31,0,5031,2.23,343.68,29,2,3681,1.63,324.03,3,0,872,0.39,245.06,392,4,63383,28.11,472.06,40,1,4975,2.21,322.46,37,0,4555,2.02,284.54,40,3,5946,2.64,280.34,12,3,3118,1.38,172.83,25,2,2329,1.03,125.79,75,0,6315,2.8,239.26,84,2,8842,3.92,264.71,64,1,2142,0.95,317.51,0,31,5611,2.49,0
2021-08-17,1323,50,226854,100,437.7,361,5,72086,31.78,745.58,65,1,10196,4.49,300.59,45,1,12724,5.61,526.14,77,1,10522,4.64,357.55,17,1,3727,1.64,257.02,33,0,5064,2.23,345.93,21,1,3703,1.63,325.96,3,0,875,0.39,245.9,372,13,63768,28.11,474.92,23,3,5001,2.2,324.14,43,0,4598,2.03,287.22,42,0,5988,2.64,282.32,22,3,3143,1.39,174.21,22,3,2354,1.04,127.14,37,1,6353,2.8,240.7,103,3,8948,3.94,267.89,37,0,2179,0.96,322.99,0,14,5625,2.48,0
2021-08-18,1767,38,228657,100,441.18,507,3,72594,31.75,750.83,123,1,10320,4.51,304.25,61,0,12785,5.59,528.67,91,1,10614,4.64,360.67,30,1,3758,1.64,259.16,32,2,5098,2.23,348.25,31,1,3735,1.63,328.78,6,0,881,0.39,247.59,509,6,64283,28.11,478.76,40,0,5041,2.2,326.74,32,1,4631,2.03,289.29,70,0,6058,2.65,285.62,19,1,3163,1.38,175.32,32,2,2388,1.04,128.97,35,2,6390,2.79,242.1,104,1,9053,3.96,271.03,45,1,2225,0.97,329.81,0,15,5640,2.47,0
2021-08-19,2114,38,230808,100,445.33,570,5,73169,31.7,756.78,136,2,10458,4.53,308.32,52,0,12837,5.56,530.82,153,0,10767,4.66,365.87,22,0,3780,1.64,260.68,49,0,5147,2.23,351.6,68,0,3803,1.65,334.77,13,0,894,0.39,251.24,641,8,64932,28.13,483.59,28,1,5070,2.2,328.61,57,2,4690,2.03,292.97,81,2,6141,2.66,289.53,38,1,3201,1.39,177.43,17,0,2405,1.04,129.89,47,0,6437,2.79,243.88,107,2,9162,3.97,274.29,35,2,2262,0.98,335.29,0,13,5653,2.45,0
2021-08-20,2001,51,232859,100,449.28,549,7,73725,31.66,762.53,131,1,10590,4.55,312.21,39,0,12876,5.53,532.43,117,3,10886,4.67,369.92,22,0,3802,1.63,262.2,58,0,5205,2.24,355.56,28,2,3833,1.65,337.41,13,0,907,0.39,254.9,633,12,65577,28.16,488.4,26,2,5098,2.19,330.43,44,0,4734,2.03,295.72,71,5,6217,2.67,293.11,39,1,3241,1.39,179.65,23,0,2428,1.04,131.13,64,3,6504,2.79,246.42,88,2,9252,3.97,276.99,56,0,2318,1,343.59,0,13,566,2.43,0
2021-08-21,1814,66,234739,100,452.91,518,8,74251,31.63,767.97,86,0,10676,4.55,314.75,31,3,12910,5.5,533.84,90,2,10978,4.68,373.04,28,0,3830,1.63,264.13,28,0,5233,2.23,357.47,27,0,3860,1.64,339.78,20,0,909,0.39,255.46,585,15,66177,28.19,492.86,40,0,5138,2.19,333.02,37,4,4775,2.03,298.28,65,10,6292,2.68,296.65,24,0,3265,1.39,180.98,15,0,2443,1.04,131.94,109,2,6615,2.82,250.62,78,1,9331,3.98,279.35,51,1,2370,1.01,351.3,0,20,5686,2.42,0
2021-08-22,1590,38,236366,100,456.05,493,6,74749,31.62,773.12,111,2,10789,4.56,318.08,50,1,12961,5.48,535.94,64,2,11044,4.67,375.29,22,0,3852,1.63,265.64,23,0,5256,2.22,359.05,36,0,3896,1.65,342.95,1,0,910,0.38,255.74,513,11,66701,28.22,496.77,14,1,5153,2.18,333.99,45,1,4821,2.04,301.15,50,1,6343,2.68,299.05,20,1,3286,1.39,182.14,9,0,2452,1.04,132.43,48,2,6665,2.82,252.52,56,1,9388,3.97,281.06,35,0,2405,1.02,356.49,0,9,5695,2.41,0
2021-08-23,1370,48,237782,100,458.78,383,5,75136,31.6,777.12,63,0,10852,4.56,319.93,52,5,13018,5.47,538.3,72,6,11122,4.68,377.94,33,0,3885,1.63,267.92,30,0,5286,2.22,361.09,37,0,3933,1.65,346.21,11,0,921,0.39,258.83,392,5,67098,28.22,499.72,26,0,5179,2.18,335.68,42,1,4864,2.05,303.84,65,3,6411,2.7,302.26,36,0,3322,1.4,184.14,10,0,2462,1.04,132.97,34,1,6700,2.82,253.84,52,2,9442,3.97,282.68,32,0,2437,1.02,361.23,0,20,5714,2.4,0
2021-08-24,1470,39,239287,100,461.69,429,9,75570,31.58,781.61,58,3,10913,4.56,321.73,72,1,13091,5.47,541.32,62,1,11185,4.67,380.08,12,0,3897,1.63,268.75,63,0,5349,2.24,365.4,26,0,3959,1.65,348.5,7,0,928,0.39,260.8,469,5,67572,28.24,503.25,16,1,5196,2.17,336.78,30,0,4894,2.05,305.72,60,0,6471,2.7,305.09,33,1,3356,1.4,186.02,7,2,2471,1.03,133.46,28,3,6731,2.81,255.02,68,1,9511,3.97,284.74,30,0,2467,1.03,365.68,0,12,5726,2.39,0
2021-08-25,2114,41,241439,100,465.84,673,4,76245,31.58,788.59,86,0,10999,4.56,324.27,99,2,13192,5.46,545.5,117,3,11305,4.68,384.15,23,0,3920,1.62,270.33,64,0,5413,2.24,369.77,35,3,3997,1.66,351.84,16,0,944,0.39,265.29,579,8,68158,28.23,507.62,46,0,5242,2.17,339.76,59,0,4953,2.05,309.4,74,2,6547,2.71,308.67,38,2,3396,1.41,188.24,7,1,2479,1.03,133.89,69,2,6802,2.82,257.71,102,2,9615,3.98,287.86,27,0,2494,1.03,369.68,0,12,5738,2.38,0
2021-08-26,1829,53,243317,100,469.46,566,4,76814,31.57,794.48,77,1,11077,4.55,326.57,93,2,13287,5.46,549.43,98,4,11406,4.69,387.59,29,0,3948,1.62,272.26,50,0,5463,2.25,373.19,40,0,4037,1.66,355.36,10,0,954,0.39,268.1,504,10,68671,28.22,511.44,25,1,5268,2.17,341.45,37,1,4991,2.05,311.77,91,1,6639,2.73,313.01,43,2,3441,1.41,190.73,8,0,2487,1.02,134.32,64,0,6866,2.82,260.13,64,4,9683,3.98,289.89,30,0,2524,1.04,374.13,0,23,5761,2.37,0
2021-08-27,1811,30,245158,100,473.01,552,5,77371,31.56,800.24,68,0,11145,4.55,328.57,89,1,13377,5.46,553.15,96,1,11503,4.69,390.88,12,2,3962,1.62,273.23,57,0,5520,2.25,377.08,20,0,4057,1.65,357.12,9,0,963,0.39,270.63,546,3,69220,28.23,515.53,56,1,5325,2.17,345.14,32,1,5024,2.05,313.84,60,0,6699,2.73,315.84,38,3,3482,1.42,193,16,0,2503,1.02,135.18,64,3,6933,2.83,262.67,73,0,9756,3.98,292.08,23,0,2547,1.04,377.54,0,10,5771,2.35,0
2021-08-28,1738,55,246951,100,476.47,559,10,77940,31.56,806.13,75,1,11221,4.54,330.81,76,0,13453,5.45,556.29,91,4,11598,4.7,394.11,18,2,3982,1.61,274.61,48,0,5568,2.25,380.36,21,1,4079,1.65,359.06,12,0,975,0.39,274.01,532,10,69762,28.25,519.56,39,2,5366,2.17,347.8,44,1,5069,2.05,316.65,61,2,6762,2.74,318.81,21,5,3508,1.42,194.45,24,2,2529,1.02,136.59,46,1,6980,2.83,264.45,52,1,9809,3.97,293.66,19,2,2568,1.04,380.65,0,11,5782,2.34,0
2021-08-29,1576,43,248568,100,479.59,508,9,78455,31.56,811.45,64,0,11285,4.54,332.7,56,1,13510,5.44,558.65,91,2,11691,4.7,397.27,22,0,4004,1.61,276.13,18,0,5586,2.25,381.59,36,0,4115,1.66,362.23,2,0,977,0.39,274.57,469,11,70242,28.26,523.14,35,0,5401,2.17,350.07,30,0,5099,2.05,318.52,75,2,6839,2.75,322.44,26,2,3536,1.42,196,28,0,2557,1.03,138.1,52,2,7034,2.83,266.5,52,1,9862,3.97,295.25,12,1,2581,1.04,382.58,0,12,5794,2.33,0
2021-08-30,1426,61,250051,100,482.45,436,8,78899,31.55,816.04,55,2,11342,4.54,334.38,83,2,13595,5.44,562.16,63,1,11755,4.7,399.45,29,1,4034,1.61,278.2,29,0,5613,2.24,383.43,35,1,4151,1.66,365.4,8,0,985,0.39,276.82,402,6,70650,28.25,526.18,29,0,5430,2.17,351.95,36,2,5137,2.05,320.89,57,3,6899,2.76,325.27,25,1,3562,1.42,197.44,27,2,2586,1.03,139.67,39,2,7073,2.83,267.98,61,1,9924,3.97,297.11,12,0,2593,1.04,384.36,0,29,5823,2.33,0
2021-08-31,1333,39,251421,100,485.1,452,4,79354,31.56,820.75,44,0,11386,4.53,335.68,50,1,13646,5.43,564.27,72,1,11827,4.7,401.89,17,2,4053,1.61,279.51,34,0,5647,2.25,385.76,24,0,4175,1.66,367.51,8,0,993,0.39,279.07,420,14,71084,28.27,529.41,29,1,5460,2.17,353.89,15,0,5152,2.05,321.83,38,1,6938,2.76,327.11,26,0,3588,1.43,198.88,13,1,2600,1.03,140.42,27,0,7100,2.82,269,56,0,9980,3.97,298.78,8,1,2602,1.03,385.69,0,12,5836,2.32,0
2021-09-01,1992,33,253445,100,489,662,3,80019,31.57,827.63,68,1,11455,4.52,337.71,54,1,13701,5.41,566.54,123,0,11950,4.72,406.07,35,2,4090,1.61,282.06,30,0,5677,2.24,387.8,68,3,4246,1.68,373.76,10,0,1003,0.4,281.88,630,9,71723,28.3,534.17,36,0,5496,2.17,356.23,49,0,5101,2.05,324.89,86,0,7023,2.77,331.11,23,3,3614,1.43,200.32,17,0,2617,1.03,141.34,44,0,7144,2.82,270.67,48,5,10033,3.96,300.37,9,1,2612,1.03,387.17,0,5,5841,2.3,0
2021-09-02,1927,34,255401,100,492.78,555,4,80577,31.55,833.4,69,2,11526,4.51,339.8,66,0,13767,5.39,569.27,120,3,12073,4.73,410.25,40,2,4132,1.62,284.95,60,1,5738,2.25,391.97,42,0,4288,1.68,377.46,7,0,1010,0.4,283.84,688,10,72418,28.35,539.35,25,2,5522,2.16,357.91,27,0,5228,2.05,326.58,93,2,7118,2.79,335.59,18,0,3632,1.42,201.32,12,1,2630,1.03,142.04,41,1,7186,2.81,272.26,53,1,10087,3.95,301.99,11,0,2623,1.03,388.8,0,5,5846,2.29,0
2021-09-03,1675,34,257110,100,496.07,540,2,81119,31.55,839.01,58,0,11584,4.51,341.51,52,0,13819,5.37,571.42,115,3,12191,4.74,414.26,41,2,4175,1.62,287.92,45,1,5784,2.26,395.11,35,0,4323,1.68,380.54,4,0,1014,0.39,284.97,513,8,72939,28.37,543.23,18,0,5540,2.15,359.08,30,0,5258,2.05,328.45,77,4,7199,2.8,339.41,28,0,3660,1.42,202.87,15,0,2645,1.03,142.85,45,1,7232,2.81,274,49,2,10138,3.94,303.51,10,0,2633,1.02,390.29,0,11,5857,2.28,0
2021-09-04,1776,28,258913,100,499.55,564,2,81685,31.55,844.86,49,2,11635,4.49,343.02,41,1,13861,5.35,573.16,98,0,12289,4.75,417.59,34,2,4201,1.62,289.71,50,0,5834,2.25,398.53,47,0,4370,1.69,384.68,8,0,1022,0.39,287.21,576,4,73518,28.39,547.54,45,0,5585,2.16,361.99,28,2,5288,2.04,330.33,97,2,7298,2.82,344.08,25,1,3686,1.42,204.31,28,2,2675,1.03,144.47,39,1,7272,2.81,275.51,49,3,10190,3.94,305.07,8,0,2641,1.02,391.47,0,6,5863,2.26,0
2021-09-05,1461,29,260403,100,502.43,505,3,82193,31.56,850.11,38,1,11674,4.48,344.17,20,0,13881,5.33,573.99,98,2,12389,4.76,420.99,38,1,4240,1.63,292.4,38,0,5872,2.25,401.13,41,0,4411,1.69,388.29,3,0,1025,0.39,288.06,441,7,73966,28.4,550.87,22,2,5609,2.15,363.55,17,0,5305,2.04,331.39,73,0,7371,2.83,347.52,14,0,3700,1.42,205.09,15,1,2691,1.03,145.34,39,3,7314,2.81,277.11,52,0,10242,3.93,306.63,7,0,2648,1.02,391.51,0,9,5872,2.25,0
2021-09-06,1351,24,261778,100,505.08,462,2,82657,31.58,854.91,51,1,11726,4.48,345.7,42,1,13924,5.32,575.77,80,3,12472,4.76,423.81,27,1,4268,1.63,294.33,29,1,5902,2.25,403.17,38,1,4450,1.7,391.72,4,0,1029,0.39,289.18,398,2,74366,28.41,553.85,23,2,5634,2.15,365.17,22,2,5329,2.04,332.89,61,1,7433,2.84,350.44,7,0,3707,1.42,205.48,4,0,2695,1.03,145.55,37,1,7352,2.81,278.55,57,0,10299,3.93,308.33,9,0,2657,1.01,393.84,0,6,5878,2.25,0
2021-09-07,1563,34,263374,100,508.16,477,5,83138,31.57,859.89,35,0,11761,4.47,346.73,38,0,13962,5.3,577.34,87,0,12559,4.77,426.77,34,0,4302,1.63,296.68,34,0,5936,2.25,405.5,45,2,4497,1.71,395.86,5,0,1034,0.39,290.59,474,7,74847,28.42,557.44,22,0,5656,2.15,366.6,34,2,5365,2.04,335.14,81,4,7518,2.85,354.45,30,0,3737,1.42,207.14,34,1,2730,1.04,147.44,45,0,7397,2.81,280.25,84,3,10386,3.94,310.94,4,1,2662,1.01,394.58,0,9,5887,2.24,0
2021-09-08,2014,36,265423,100,512.11,665,6,83808,31.58,866.82,31,0,11792,4.44,347.65,60,1,14023,5.28,579.86,120,0,12679,4.78,430.84,43,0,4345,1.64,299.64,39,0,5975,2.25,408.16,47,2,4546,1.71,400.17,7,1,1042,0.39,292.84,691,12,75550,28.46,462.67,33,0,5689,2.14,368.74,41,0,5406,2.04,337.7,84,0,7602,2.86,358.41,30,2,3769,1.42,208.91,22,0,2752,1.04,148.63,24,1,7422,2.8,281.2,69,1,10456,3.94,313.03,8,1,2671,1.01,395.92,0,9,5896,2.22,0
2021-09-09,2018,31,267470,100,516.06,660,7,84475,31.58,873.72,35,0,11827,4.42,348.68,49,1,14073,5.26,581.93,108,0,12787,4.78,434.51,22,0,4367,1.63,301.16,38,0,6013,2.25,410.76,70,0,4616,1.73,406.33,6,0,1048,0.39,294.54,639,4,76193,28.49,567.46,32,1,5722,2.14,370.87,33,0,5437,2.03,339.63,148,4,7754,2.9,365.58,25,1,3795,1.45,210.35,22,0,2774,1.04,149.82,33,0,7455,2.79,282.45,75,2,10533,3.94,315.34,23,0,5907,1.01,399.33,0,11,5907,2.21,0
2021-09-10,1857,35,269362,100,519.72,666,4,85145,31.61,880.65,38,0,11865,4.4,349.8,44,0,14117,5.24,583.75,117,3,12907,4.79,438.59,25,0,4392,1.63,302.88,48,0,6061,2.25,414.04,40,1,4657,1.73,409.94,4,1,1053,0.39,295.93,603,10,76806,258.51,572.03,33,0,5755,2.14,373.01,30,2,5469,2.03,341.63,77,2,7833,2.91,369.3,24,1,3820,1.42,211.74,20,1,2795,1.04,150.95,27,1,7483,2.78,283.51,44,1,10578,3.93,316.69,17,0,2711,1.01,401.85,0,8,5915,2.2,0
2021-09-11,1816,49,271227,100,523.31,656,3,85804,31.64,887.46,35,0,11900,4.39,350.83,42,3,14162,5.22,585.61,131,1,13039,4.81,443.08,21,0,4413,1.63,304.33,65,0,6126,2.26,418.48,29,2,4688,1.73,412.67,9,0,1062,0.39,298.46,560,12,77379,28.53,576.29,33,1,5789,2.13,375.22,29,1,5499,2.03,343.51,92,0,7925,2.92,373.64,15,2,3837,1.41,212.68,24,1,2820,1.04,152.3,33,1,7517,2.77,284.8,36,2,10616,3.91,317.82,6,0,2717,1,402.74,0,19,5934,2.19,0
2021-09-12,1725,30,272982,100,526.7,656,2,86462,31.67,894.27,43,0,11943,4.38,352.1,62,0,14224,5.21,588.17,146,2,13187,4.83,448.11,26,1,4440,1.63,306.19,45,0,6171,2.26,421.55,34,0,4722,1.73,415.66,4,0,1066,0.39,299.58,481,7,77867,28.52,579.93,17,2,5808,2.13,376.45,43,2,5544,2.03,377.36,14,0,3851,1.41,213.46,14,0,3851,1.41,213.46,11,0,2831,1.04,152.9,19,1,7537,2.76,285.55,44,2,10662,3.91,319.2,3,1,2721,1,403.33,0,8,5942,2.18,0
2021-09-13,1409,24,274415,100,529.46,554,2,87018,31.71,900.02,35,0,11978,4.36,353.13,31,0,14255,5.19,589.45,151,0,13338,4.86,453.24,14,0,4454,1.62,307.16,39,0,6210,2.26,424.21,17,0,4739,1.73,417.16,4,0,1070,0.39,300.7,395,7,78269,28.52,582.92,13,1,5822,2.12,377.36,33,2,5579,2.03,348.51,58,0,8062,2.94,380.1,10,0,3861,1.41,214.01,5,0,2836,1.03,153.17,25,0,7562,2.76,286.5,21,2,10685,3.89,319.89,4,0,2725,0.99,403.92,0,10,5952,2.17,0
2021-09-14,1463,34,275910,100,532.35,529,10,87556,31.73,905.58,38,0,12016,4.36,354.25,26,1,14282,5.18,590.57,124,0,13462,4.88,457.45,34,1,4489,1.63,309.57,40,1,6251,2.27,427.02,35,0,4774,1.73,420.24,19,2,1091,0.4,306.61,454,9,78731,28.54,586.36,21,0,5843,2.12,378.72,21,0,5600,2.03,349.82,57,2,8121,2.94,382.88,17,0,3878,1.41,214.95,1,0,2837,1.03,153.22,14,1,7577,2.75,287.07,21,1,10707,3.88,320.55,12,0,2737,0.99,405.7,0,6,5958,2.16,0
2021-09-15,2057,23,277989,100,536.36,804,4,88364,31.79,913.94,40,3,12059,4.34,355.52,27,0,14309,5.15,591.69,164,0,13626,4.9,463.02,36,2,4527,1.63,312.19,37,0,6288,2.26,429.54,31,0,4805,1.73,422.97,8,0,1099,0.4,308.85,688,3,79421,28.57,591.5,29,0,5872,2.11,380.6,37,0,5637,2.03,352.13,80,5,8206,2.95,386.89,16,0,3894,1.4,215.84,5,0,2842,1.02,153.49,21,1,7599,2.73,287.9,28,0,10735,3.86,321.39,6,0,2743,0.99,406.59,0,5,5963,2.15,0
2021-09-16,1921,22,279930,100,540.1,717,2,89083,31.82,921.38,56,2,12117,4.33,357.23,47,0,14356,5.13,593.63,137,0,13763,4.92,467.68,13,0,4540,1.62,313.09,36,0,6324,2.26,432,31,0,4836,1.73,425.7,7,0,1106,0.4,310.82,652,4,80075,28.61,596.37,35,0,5908,2.11,382.93,40,1,5678,2.03,354.69,47,3,8256,2.95,389.25,20,0,3914,1.4,216.95,8,0,2850,1.02,153.93,31,2,7632,2.73,289.15,32,1,10768,3.85,322.37,11,0,2754,0.98,408.22,0,7,5970,2.13,0
2021-09-17,1973,35,281938,100,543.98,738,8,89829,31.86,929.09,51,1,12169,4.32,358.76,38,0,14394,5.11,595.2,139,2,13904,4.93,472.47,21,0,4561,1.62,314.54,43,0,6367,2.26,434.94,17,0,4853,1.72,427.19,12,0,1118,0.4,314.19,655,4,80734,28.64,601.28,39,0,5947,2.11,385.46,36,1,5715,2,357,55,1,8312,2.95,391.89,36,0,3950,1.4,218.95,13,0,2863,1.02,154.63,36,2,7670,2.72,290.59,35,0,10803,3.83,323.42,9,0,2763,0.98,409.55,0,16,5986,2.12,0
2021-09-18,2047,40,284022,100,548,700,3,90532,31.87,936.36,49,3,12221,4.3,360.29,71,0,14465,5.9,598.14,145,2,14051,4.95,477.47,25,2,4588,1.62,316.4,43,1,6411,2.26,437.95,33,1,4887,1.72,430.19,12,0,1130,0.4,317.57,665,9,81405,28.66,606.28,48,0,5995,2.11,388.57,39,2,5756,2.03,359.56,71,2,8385,2.95,395.33,72,1,4023,1.42,222.99,6,1,2870,1.01,155.01,22,2,7694,2.71,291.5,43,0,10846,3.82,324.71,3,0,2766,0.97,410,0,11,5997,2.11,0
2021-09-19,1871,39,285931,100,551.68,732,10,91273,31.92,944.03,44,2,12267,4.29,361.65,47,0,14512,5.08,600.08,180,3,14234,4.98,483.68,31,1,4610,1.61,317.92,48,0,6459,2.26,441.22,30,0,4917,1.72,432.83,8,0,1138,0.4,319.81,544,3,81952,28.33,610.35,46,0,6041,2.11,391.55,32,3,5791,2.03,361.75,41,6,8432,2.95,397.54,21,0,4044,1.41,224,11,1,2882,1.01,155.65,39,2,7735,2.71,293.06,21,1,10868,3.8,325.37,6,0,2772,0.97,410.89,0,7,6004,2.1,0
