tDate,SumTodayNewLocal,SumTodayNewForeign,SumAccConfirmed,SumPercent,SumPer10HS,SeoulTodayNewLocal,SeoulTodayNewForeign,SeoulAccConfirmed,SeoulPercent,SeoulPer10HS,BusanTodayNewLocal,BusanTodayNewForeign,BusanAccConfirmed,BusanPercent,BusanPer10HS,DaeguTodayNewLocal,DaeguTodayNewForeign,DaeguAccConfirmed,DaeguPercent,DaeguPer10HS,IncheonTodayNewLocal,IncheonTodayNewForeign,IncheonAccConfirmed,IncheonPercent,IncheonPer10HS,GwangjuTodayNewLocal,GwangjuTodayNewForeign,GwangjuAccConfirmed,GwangjuPercent,GwangjuPer10HS,DaejeonTodayNewLocal,DaejeonTodayNewForeign,DaejeonAccConfirmed,DaejeonPercent,DaejeonPer10HS,UlsanTodayNewLocal,UlsanTodayNewForeign,UlsanAccConfirmed,UlsanPercent,UlsanPer10HS,SejongTodayNewLocal,SejongTodayNewForeign,SejongAccConfirmed,SejongPercent,SejongPer10HS,GyeonggiTodayNewLocal,GyeonggiTodayNewForeign,GyeonggiAccConfirmed,GyeonggiPercent,GyeonggiPer10HS,GangwonTodayNewLocal,GangwonTodayNewForeign,GangwonAccConfirmed,GangwonPercent,GangwonPer10HS,ChungbukTodayNewLocal,ChungbukTodayNewForeign,ChungbukAccConfirmed,ChungbukPercent,ChungbukPer10HS,ChungnamTodayNewLocal,ChungnamTodayNewForeign,ChungnamAccConfirmed,ChungnamPercent,ChungnamPer10HS,JeonbukTodayNewLocal,JeonbukTodayNewForeign,JeonbukAccConfirmed,JeonbukPercent,JeonbukPer10HS,JeonnamTodayNewLocal,JeonnamTodayNewForeign,JeonnamAccConfirmed,JeonnamPercent,JeonnamPer10HS,GyeongbukTodayNewLocal,GyeongbukTodayNewForeign,GyeongbukAccConfirmed,GyeongbukPercent,GyeongbukPer10HS,GyeongnamTodayNewLocal,GyeongnamTodayNewForeign,GyeongnamAccConfirmed,GyeongnamPercent,GyeongnamPer10HS,JejuTodayNewLocal,JejuTodayNewForeign,JejuAccConfirmed,JejuPercent,JejuPer10HS,QuarantineTodayNewLocal,QuarantineTodayNewForeign,QuarantineAccConfirmed,QuarantinePercent,QuarantinePer10HS
2021-09-20,1577,29,287536,100,554.78,578,5,91856,31.95,950.06,47,0,12314,4.28,363.04,35,0,14547,5.06,601.53,96,0,14330,4.98,486.95,32,3,4645,1.62,320.33,49,0,6508,2.26,444.57,14,1,4932,1.72,434.15,9,0,1147,0.4,322.34,503,4,82459,28.68,614.13,29,0,6070,2.11,393.43,35,1,5827,2.03,364,33,1,8466,2.94,399.15,38,0,4082,1.42,226.26,6,0,2888,1,155.98,35,2,7772,2.7,294.46,30,2,10900,3.79,326.33,8,2,2782,0.97,412.37,0,7,6011,2.09,0
2021-09-21,1697,32,289263,100,558.11,673,3,92532,31.99,957.05,44,1,12359,4.27,364.36,46,0,14593,5.04,603.43,130,3,14463,5,491.47,39,1,4685,1.62,323.09,43,1,6552,2.27,447.58,15,1,4948,1.71,435.56,4,0,1151,0.4,323.47,499,3,82961,28.68,617.87,39,0,6108,2.11,395.89,23,4,5854,2.02,365.68,44,1,8511,2.94,401.27,31,0,4112,1.42,227.92,7,0,2895,1,156.36,27,0,7799,2.7,295.48,26,0,10926,3.78,327.1,7,0,2789,0.96,413.41,0,14,6025,2.08,0
2021-09-22,1703,17,290983,100,561.43,641,3,93176,32.02,963.71,38,0,12397,4.26,365.48,41,0,14634,5.03,605.12,145,3,14611,5.02,496.5,40,0,4725,1.62,325.85,16,0,6568,2.26,448.67,20,0,4968,1.71,437.32,4,0,1155,0.4,324.59,528,1,83490,28.69,621.81,33,0,6141,2.11,398.03,26,1,5881,2.02,367.37,61,1,8573,2.95,404.19,26,1,4139,1.42,229.42,23,0,2918,1,157.6,27,1,7827,2.69,296.54,29,0,10955,3.76,327.97,5,0,2794,0.96,414.15,0,6,6031,2.07,0
2021-09-23,1698,18,292699,100,564.74,640,5,93821,32.05,970.38,24,0,12421,4.24,366.19,53,0,14687,5.02,607.32,108,0,14719,5.03,500.17,36,0,4761,1.63,328.33,43,0,6611,2.26,451.61,22,1,4991,1.71,439.34,9,1,1165,0.4,327.4,544,4,84038,28.71,625.89,30,1,6172,2.11,400.04,24,1,5906,2.02,368.93,54,0,8627,2.95,406.74,40,0,4179,1.43,231.64,14,1,2933,1,158.41,20,1,7848,2.68,297.34,28,0,10983,3.75,328.81,9,0,2803,0.96,415.48,0,3,6034,2.06,0
2021-09-24,2416,18,295132,100,569.43,903,4,94728,32.1,979.76,29,1,12451,4.22,367.08,128,0,14815,5.02,612.61,140,0,14858,5.03,504.89,42,0,4803,1.63,331.23,71,0,6682,2.26,456.46,30,0,5021,1.7,441.98,16,0,1181,0.4,331.9,704,4,84746,28.71,631.16,43,0,6215,2.11,402.83,60,0,5966,2.02,372.68,75,0,8702,2.95,410.27,62,0,4241,1.44,235.08,17,0,2950,1,159.33,45,1,7894,2.67,299.08,37,1,11021,3.73,329.95,14,0,2817,0.95,417.56,0,7,6041,2.05,0
2021-09-25,3245,28,298402,100,575.74,1217,5,95949,32.15,992.39,51,0,12502,4.19,368.58,118,0,14933,5,617.49,201,0,15059,5.05,511.72,30,0,4833,1.62,333.3,79,1,6762,2.27,461.92,26,0,5047,1.69,444.27,10,0,1189,0.4,334.15,1094,8,85848,28.77,639.37,56,1,6272,2.1,406.52,59,1,6026,2.02,376.43,91,2,8795,2.95,414.66,67,0,4308,1.44,238.79,28,0,2978,1,160.84,57,1,7952,2.66,301.28,469,1,11068,3.71,331.36,15,0,2832,0.95,419.78,0,8,6049,2.03,0
2021-09-26,2735,36,301172,100,581.09,923,5,96877,32.17,1001.99,46,0,12548,4.17,369.94,143,0,15076,5.01,623.4,169,5,15233,5.06,517.63,39,1,4873,1.62,336.05,53,0,6815,2.26,465.54,27,0,5074,1.68,446.65,8,0,1197,0.4,336.4,922,9,86779,28.81,646.3,47,0,6319,2.1,409.57,49,2,6077,2.02,379.61,74,1,8870,2.95,418.19,47,1,4355,1.45,241.39,25,0,3003,1,162.19,85,0,8037,2.67,304.5,72,1,11141,3.7,333.54,6,1,2839,0.94,420.82,0,10,6059,2.01,0
2021-09-27,2356,27,303553,100,585.68,773,5,97655,32.17,1010.04,42,1,12591,4.15,371.2,115,0,15191,5,628.16,145,0,15377,5.07,522.52,27,1,4901,1.61,337.99,51,0,6866,2.26,469.03,19,1,5094,1.68,448.41,12,2,1211,0.4,340.33,755,0,87534,28.84,651.92,40,0,6359,2.09,412.16,63,1,6141,2.02,383.61,74,4,8948,2.95,421.87,43,0,4397,1.45,243.72,16,0,3019,0.99,163.05,71,0,8108,2.67,307.19,101,0,11242,3.7,336.57,9,0,2848,0.94,422.15,0,12,6071,2,0
2021-09-28,2270,19,305842,100,590.1,837,5,98497,32.21,1018.74,29,0,12620,4.13,372.06,126,0,15317,5.01,633.37,123,0,15500,5.07,526.7,28,0,4929,1.61,339.92,54,0,6920,2.26,472.72,17,0,5111,1.67,449.91,4,0,1215,0.4,341.45,718,3,88255,28.86,657.29,26,0,6385,2.09,413.85,59,0,6200,2.03,387.3,46,2,8996,2.94,424.13,42,0,4439,1.45,246.05,18,0,3037,0.99,164.02,73,2,8183,2.68,310.03,63,4,11309,3.7,338.57,7,0,2855,0.93,423.19,0,3,6074,1.99,0
2021-09-29,2859,26,308725,100,595.66,1050,4,99550,32.25,1029.64,52,0,12672,4.1,373.59,108,1,15426,5,637.87,151,3,15654,5.07,531.94,28,0,4957,1.61,341.85,28,1,6949,2.25,474.7,27,0,5138,1.66,452.28,10,0,1225,0.4,344.26,898,2,89246,28.91,664.67,20,0,6405,2.07,415.14,83,1,6284,2.04,392.54,75,2,9073,2.94,427.76,41,0,4480,1.45,248.32,23,0,3060,0.99,165.27,88,0,8271,2.68,313.36,81,3,11393,3.69,341.09,5,0,2860,0.93,423.93,0,9,6082,1.97,0
2021-09-30,2539,25,311289,100,600.31,941,4,100495,32.28,1039.41,49,0,12721,4.09,375.04,73,0,15499,4.98,640.89,148,0,15802,5.08,536.97,31,1,4989,1.6,344.05,35,1,6985,2.24,477.16,27,0,5165,1.66,454.66,14,0,1239,0.4,348.2,879,5,90130,28.95,671.26,32,0,6437,2.07,417.22,61,0,6345,2.04,396.36,55,5,9133,2.93,430.59,35,0,4515,1.45,250.26,24,0,3084,0.99,166.56,52,0,8323,2.67,315.33,68,0,11461,3.68,343.12,15,0,2875,0.92,426.16,0,9,6091,1.96,0
2021-10-01,2451,35,313773,100,605.4,907,9,101411,32.32,1048.88,46,0,12767,4.07,376.39,84,1,15584,4.97,644.41,156,3,15961,5.09,542.37,27,1,5017,1.6,345.99,36,2,7023,2.24,479.75,24,0,5189,1.65,456.77,7,1,1247,0.4,350.45,817,8,90954,28.99,677.4,52,0,6489,2.07,420.59,39,0,6384,2.03,398.79,59,1,9193,2.93,433.42,32,0,4547,1.45,252.04,29,0,3113,0.99,168.13,59,1,8383,2.67,317.61,68,1,11529,3.67,345.16,9,0,2884,0.92,427.49,0,7,6098,1.94,0
2021-10-02,2221,27,316020,100,609.74,785,8,102204,32.34,1057.09,42,0,12809,4.05,377.63,80,0,15664,4.4,647.72,114,2,16077,5.09,546.31,25,0,5042,1.6,347.71,35,0,7058,2.23,482.14,19,0,5208,1.65,458.44,11,0,1258,0.4,353.54,757,2,91713,29.02,683.05,33,0,6522,2.06,422.73,58,2,6443,2.04,402.48,48,3,9244,2.93,435.83,23,0,4570,1.45,253.31,22,0,3135,0.99,169.32,55,1,8439,2.67,319.73,106,2,11637,3.68,348.39,8,0,2892,0.92,428.68,0,7,6105,1.93,0
2021-10-03,2058,28,318105,100,613.76,732,4,102939,32.36,1064.69,33,0,12842,4.04,378.6,55,3,15722,4.94,650.11,126,2,16205,5.09,550.66,22,0,5064,1.59,349.23,41,0,7099,2.23,484.94,17,1,5226,1.64,460.03,7,0,1265,0.4,355.51,671,7,92391,29.04,688.1,50,0,6572,2.07,425.97,41,3,6487,2.04,405.23,44,0,9288,2.92,437.9,29,0,4599,1.45,254.92,25,0,3160,0.99,170.67,96,1,8536,2.68,323.4,64,1,11702,3.68,350.34,5,0,2897,0.91,429.42,0,6,6111,1.92,0
2021-10-04,1653,20,319777,100,616.98,570,4,103512,32.37,1070.61,37,0,12879,4.03,379.69,67,1,15790,4.94,652.93,118,2,16325,5.11,554.74,13,0,5077,1.59,350.12,38,0,7137,2.23,487.54,5,0,5231,1.64,460.47,3,0,1268,0.4,356.35,530,4,92925,29.06,692.07,37,0,6609,2.07,428.37,45,0,6532,2.04,408.04,42,0,9330,2.92,439.88,21,0,4620,1.44,256.08,13,0,3173,0.99,171.37,60,0,8596,2.69,325.68,47,0,11749,3.67,351.74,7,0,2904,0.91,430.45,0,9,6120,1.91,0
2021-10-05,1557,18,321352,100,620.02,518,3,104033,32.37,1076,46,1,12926,4.02,381.08,49,1,15840,4.93,654.99,105,1,16431,5.11,558.34,14,1,5092,1.58,351.16,39,0,7176,2.23,490.2,11,1,5243,1.63,461.52,10,0,1278,0.4,359.16,496,1,93422,29.07,695.78,24,0,6633,2.06,429.92,44,0,6576,2.05,410.79,33,1,9364,2.91,441.48,23,0,4643,1.44,257.36,13,0,3186,0.99,172.07,57,0,8653,2.69,327.84,70,0,11819,3.68,353.84,5,0,2909,0.91,431.2,0,8,6128,1.91,0
2021-10-06,2002,26,323379,100,623.93,685,5,104723,32.38,1083.14,38,0,12964,4.01,382.2,64,0,15904,4.92,657.64,130,3,16564,5.12,562.86,16,0,5108,1.58,352.26,31,0,7202,2.23,492.32,4,0,5247,1.62,461.88,5,0,1283,0.4,360.56,680,5,94107,29.1,700.88,31,0,6664,2.06,431.93,38,0,6613,2.04,413.1,68,1,9433,2.92,444.74,20,0,4663,1.44,258.47,12,1,3199,0.99,172.77,55,0,8708,2.69,329.92,120,0,11939,3.69,357.43,5,0,2914,0.9,431.94,0,11,6139,1.9,0
