BASE_DT,CELL_ID,CELL_XCRD,CELL_YCRD,CTDO_CD,CTDO_NM,CCW_CD,CCW_NM,ADNG_CD,ADNG_NW,DOW,TMZN,SEX_DV_CD,YY10_AGLV_ID,CORC_WALK_POPL_CNT,CORC_NTWK_POPL_CNT
20201121,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,토,17,MALE,4,23,5
20201121,"80,375,959",126.9473,37.54016,11,서울특별시,1144,마포구,11440585,도화동,토,1,FEMALE,4,11,3
20201121,"79,111,932",126.903,37.49217,11,서울특별시,1156,영등포구,11560700,대림1동,토,10,FEMALE,7,17,5
20201101,"133,919,422",128.8019,35.19496,48,경상남도,4825,김해시,48250620,장유2동,일,16,FEMALE,4,3,3
20201101,"84,596,391",127.1045,36.05156,45,전라북도,4514,익산시,45140390,여산면,일,15,FEMALE,4,3,5
20201101,"77,202,830",126.8554,35.13848,29,광주광역시,2914,서구,29140821,금호1동,일,0,FEMALE,1,8,3
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,15,FEMALE,5,14,9
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,13,MALE,6,18,3
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,11,MALE,6,20,7
20201101,"127,649,356",128.5961,35.89214,27,대구광역시,2723,북구,27230610,산격1동,일,2,FEMALE,1,3,3
20201101,"78,856,351",126.8925,37.67374,41,경기도,4128,고양시,41281590,고양동,일,12,MALE,5,4,33
20201101,"78,856,351",126.8925,37.67374,41,경기도,4128,고양시,41281590,고양동,일,10,MALE,5,4,24
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,9,FEMALE,5,16,7
20201101,"78,856,351",126.8925,37.67374,41,경기도,4128,고양시,41281590,고양동,일,14,FEMALE,6,4,21
20201101,"84,999,837",127.1105,37.61607,11,서울특별시,1126,중랑구,11260680,신내1동,일,7,MALE,1,4,4
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,18,FEMALE,2,17,6
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,6,MALE,4,15,5
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,4,MALE,3,30,4
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,15,FEMALE,5,20,10
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,13,MALE,6,22,8
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,16,MALE,1,14,12
20201103,"141,380,202",129.1057,37.55577,42,강원도,4217,동해시,42170630,망상동,화,16,MALE,7,3,7
20201103,"138,419,532",128.9933,37.17194,42,강원도,4219,태백시,42190515,황지동,화,9,MALE,7,14,5
20201103,"83,558,707",127.0627,37.06606,41,경기도,4122,평택시,41220520,서정동,화,20,FEMALE,5,8,4
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,10,MALE,7,15,3
20201101,"76,296,175",126.8032,37.52182,41,경기도,4119,부천시,41190830,오정동,일,7,FEMALE,4,4,5
20201101,"143,422,781",129.1277,35.16983,26,부산광역시,2635,해운대구,26350520,우2동,일,16,MALE,2,9,4
20201101,"78,856,351",126.8925,37.67374,41,경기도,4128,고양시,41281590,고양동,일,11,MALE,3,4,15
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,10,MALE,4,11,3
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,5,MALE,5,10,7
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,21,MALE,7,4,4
20201103,"138,419,532",128.9933,37.17194,42,강원도,4219,태백시,42190515,황지동,화,18,FEMALE,1,4,4
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,7,FEMALE,6,4,12
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,13,FEMALE,4,11,14
20201103,"141,380,202",129.1057,37.55577,42,강원도,4217,동해시,42170630,망상동,화,4,MALE,7,4,6
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,11,FEMALE,4,11,10
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,9,FEMALE,5,18,9
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,11,MALE,6,24,10
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,19,FEMALE,4,7,4
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,21,FEMALE,1,17,6
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,3,MALE,5,17,3
20201103,"83,239,946",127.0482,37.6154,11,서울특별시,1129,성북구,11290760,장위1동,화,6,MALE,6,5,4
20201103,"141,422,839",129.0585,35.14054,26,부산광역시,2617,동구,26170660,범일2동,화,16,MALE,6,5,4
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,14,FEMALE,3,6,3
20201101,"143,967,208",129.1505,35.37734,48,경상남도,4833,양산시,48330560,평산동,일,13,FEMALE,1,7,4
20201101,"68,495,797",126.5747,33.52379,50,제주특별자치도,5011,제주시,50110600,화북동,일,21,MALE,1,3,3
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,21,MALE,3,13,4
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,8,MALE,1,41,12
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,14,FEMALE,5,16,3
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,14,MALE,1,14,16
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,12,MALE,6,13,4
20201103,"76,050,986",126.8155,35.17613,29,광주광역시,2920,광산구,29200635,운남동,화,9,FEMALE,5,3,3
20201103,"83,558,707",127.0627,37.06606,41,경기도,4122,평택시,41220520,서정동,화,18,FEMALE,5,7,5
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,22,MALE,1,7,3
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,2,MALE,3,28,6
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,8,FEMALE,3,5,6
20201101,"134,885,044",128.8795,37.75511,42,강원도,4215,강릉시,42150510,홍제동,일,16,MALE,5,7,3
20201101,"134,885,044",128.8795,37.75511,42,강원도,4215,강릉시,42150510,홍제동,일,15,MALE,6,11,6
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,22,MALE,2,15,5
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,19,MALE,5,13,5
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,23,MALE,2,12,17
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,11,FEMALE,7,9,3
20201103,"83,239,946",127.0482,37.6154,11,서울특별시,1129,성북구,11290760,장위1동,화,9,FEMALE,1,7,3
20201103,"82,151,957",127.0098,37.58956,11,서울특별시,1129,성북구,11290555,삼선동,화,11,FEMALE,5,3,3
20201103,"82,055,960",127.0064,37.58819,11,서울특별시,1129,성북구,11290555,삼선동,화,8,MALE,4,4,6
20201103,"83,748,064",127.076,35.88017,45,전라북도,4511,전주시,45113650,조촌동,화,15,FEMALE,1,8,4
20201103,"141,422,839",129.0585,35.14054,26,부산광역시,2617,동구,26170660,범일2동,화,13,FEMALE,6,21,5
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,19,FEMALE,7,7,4
20201103,"109,766,008",127.9867,37.48907,42,강원도,4273,횡성군,42730250,횡성읍,화,10,MALE,6,16,9
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,22,MALE,4,22,28
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,19,FEMALE,1,24,20
20201101,"84,055,102",127.0791,37.25812,41,경기도,4111,수원시,41117570,영통1동,일,13,FEMALE,1,10,4
20201101,"134,885,044",128.8795,37.75511,42,강원도,4215,강릉시,42150510,홍제동,일,13,MALE,7,4,4
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,16,MALE,4,12,17
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,10,FEMALE,2,9,13
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,18,FEMALE,2,11,8
20201103,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,화,20,MALE,5,23,8
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,18,MALE,2,10,18
20201103,"141,422,839",129.0585,35.14054,26,부산광역시,2617,동구,26170660,범일2동,화,18,FEMALE,5,6,6
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,12,FEMALE,2,12,13
20201103,"83,447,113",127.0577,37.24587,41,경기도,4111,수원시,41117580,영통2동,화,15,FEMALE,5,18,13
20201103,"83,863,801",127.0705,37.56771,11,서울특별시,1123,동대문구,11230660,장안2동,화,22,MALE,5,16,4
20201103,"83,558,707",127.0627,37.06606,41,경기도,4122,평택시,41220520,서정동,화,6,MALE,6,4,3
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,17,MALE,4,12,5
20201101,"143,422,781",129.1277,35.16983,26,부산광역시,2635,해운대구,26350520,우2동,일,15,MALE,1,4,8
20201101,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,일,16,MALE,2,14,5
20201105,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,목,8,MALE,1,25,6
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,7,MALE,4,12,3
20201105,"70,904,337",126.6134,37.44168,28,인천광역시,2811,중구,28110520,연안동,목,14,MALE,5,8,9
20201105,"76,056,105",126.795,37.48346,41,경기도,4119,부천시,41190603,심곡동,목,6,FEMALE,7,7,3
20201105,"83,558,707",127.0627,37.06606,41,경기도,4122,평택시,41220520,서정동,목,21,FEMALE,3,8,8
20201105,"83,863,801",127.0705,37.56771,11,서울특별시,1123,동대문구,11230660,장안2동,목,0,MALE,5,19,3
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,9,FEMALE,5,23,11
20201105,"70,904,337",126.6134,37.44168,28,인천광역시,2811,중구,28110520,연안동,목,9,MALE,3,8,13
20201105,"83,558,707",127.0627,37.06606,41,경기도,4122,평택시,41220520,서정동,목,19,FEMALE,3,4,7
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,16,MALE,2,10,4
20201105,"68,751,746",126.5835,33.50807,50,제주특별자치도,5011,제주시,50110610,삼양동,목,0,MALE,1,5,5
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,8,FEMALE,3,10,3
20201121,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,토,17,MALE,4,23,5
20201121,"80,375,959",126.9473,37.54016,11,서울특별시,1144,마포구,11440585,도화동,토,1,FEMALE,4,11,3
20201121,"79,111,932",126.903,37.49217,11,서울특별시,1156,영등포구,11560700,대림1동,토,10,FEMALE,7,17,5
20201121,"79,111,932",126.903,37.49217,11,서울특별시,1156,영등포구,11560700,대림1동,토,14,MALE,7,24,6
20201121,"79,111,932",126.903,37.49217,11,서울특별시,1156,영등포구,11560700,대림1동,토,10,FEMALE,1,17,6
20201121,"80,375,959",126.9473,37.54016,11,서울특별시,1144,마포구,11440585,도화동,토,14,MALE,3,8,7
20201121,"80,375,959",126.9473,37.54016,11,서울특별시,1144,마포구,11440585,도화동,토,21,FEMALE,3,8,7
20201121,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,토,5,FEMALE,6,11,7
20201121,"141,438,877",129.0594,35.15811,26,부산광역시,2623,부산진구,26230510,부전1동,토,8,MALE,6,3,5
20201121,"80,375,959",126.9473,37.54016,11,서울특별시,1144,마포구,11440585,도화동,토,16,MALE,6,9,6
20201121,"132,129,059",128.7511,35.88296,27,대구광역시,2714,동구,27140745,안심3.4동,토,6,FEMALE,1,7,3
20201119,"84,983,909",127.1098,37.64807,41,경기도,4136,남양주시,41360570,별내동,목,10,MALE,4,6,6
20201119,"75,112,255",126.7613,37.52427,41,경기도,4119,부천시,41190830,오정동,목,15,MALE,2,8,3
20201119,"138,419,532",128.9933,37.17194,42,강원도,4219,태백시,42190515,황지동,목,8,MALE,4,3,5
20201119,"84,983,909",127.1098,37.64807,41,경기도,4136,남양주시,41360570,별내동,목,12,MALE,4,9,7
20201105,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,목,12,FEMALE,2,23,10
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,15,FEMALE,5,11,13
20201105,"79,911,943",126.9311,37.5198,11,서울특별시,1156,영등포구,11560540,여의동,목,12,FEMALE,3,32,5
20201105,"83,559,754",127.06,37.53793,11,서울특별시,1120,성동구,11200670,성수2가1동,목,8,FEMALE,7,17,6
20201105,"83,912,334",127.0709,37.80927,41,경기도,4163,양주시,41630550,회천3동,목,9,FEMALE,4,4,14
20201105,"79,911,943",126.9311,37.5198,11,서울특별시,1156,영등포구,11560540,여의동,목,13,FEMALE,5,18,4
20201105,"73,704,352",126.7114,37.528,28,인천광역시,2824,계양구,28245601,효성1동,목,22,MALE,2,11,4
20201109,"75,671,819",126.7828,37.34368,41,경기도,4139,시흥시,41390581,군자동,월,19,MALE,2,17,4
20201109,"75,671,819",126.7828,37.34368,41,경기도,4139,시흥시,41390581,군자동,월,21,MALE,2,11,4
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,13,FEMALE,3,17,5
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,21,MALE,1,47,6
20201109,"85,159,061",127.1179,37.27087,41,경기도,4146,용인시,41463520,구갈동,월,0,FEMALE,1,6,7
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,19,MALE,1,30,21
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,11,FEMALE,3,16,4
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,14,FEMALE,7,25,7
20201115,"85,671,906",127.134,37.66617,41,경기도,4136,남양주시,41360310,별내면,일,12,MALE,3,4,3
20201115,"143,006,759",129.1129,35.14839,26,부산광역시,2650,수영구,26500660,남천1동,일,18,FEMALE,3,6,4
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,23,FEMALE,4,27,12
20201115,"78,232,060",126.8716,37.52491,11,서울특별시,1147,양천구,11470510,목1동,일,16,MALE,6,8,4
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,15,FEMALE,7,14,9
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,12,MALE,7,13,4
20201116,"86,471,830",127.1624,37.65454,41,경기도,4136,남양주시,41360259,진건읍,월,15,MALE,5,3,4
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,15,FEMALE,4,15,3
20201116,"84,887,804",127.1066,37.59803,11,서울특별시,1126,중랑구,11260655,망우본동,월,21,FEMALE,5,12,4
20201116,"89,301,155",127.2663,36.52891,36,세종특별자치시,3611,세종특별자치시,36110310,연기면,월,8,MALE,4,3,5
20201116,"86,471,830",127.1624,37.65454,41,경기도,4136,남양주시,41360259,진건읍,월,9,MALE,5,6,5
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,23,FEMALE,3,32,6
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,17,FEMALE,1,15,5
20201116,"89,301,155",127.2663,36.52891,36,세종특별자치시,3611,세종특별자치시,36110310,연기면,월,19,MALE,1,10,5
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,16,FEMALE,5,10,7
20201116,"80,903,957",126.9659,37.55421,11,서울특별시,1114,중구,11140680,중림동,월,7,MALE,1,6,3
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,21,FEMALE,1,34,6
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,19,FEMALE,1,32,6
20201109,"96,433,194",127.5151,34.94452,46,전라남도,4615,순천시,46150570,덕연동,월,15,MALE,5,4,4
20201109,"95,221,769",127.4728,36.97266,43,충청북도,4377,음성군,43770340,대소면,월,23,MALE,5,5,4
20201109,"75,671,819",126.7828,37.34368,41,경기도,4139,시흥시,41390581,군자동,월,20,MALE,4,21,5
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,10,FEMALE,6,15,8
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,12,FEMALE,5,21,4
20201109,"85,159,061",127.1179,37.27087,41,경기도,4146,용인시,41463520,구갈동,월,22,MALE,5,7,4
20201109,"135,493,046",128.9014,37.77287,42,강원도,4215,강릉시,42150572,포남2동,월,0,FEMALE,3,4,5
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,5,FEMALE,5,13,4
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,12,FEMALE,2,15,4
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,23,FEMALE,2,29,17
20201115,"143,006,759",129.1129,35.14839,26,부산광역시,2650,수영구,26500660,남천1동,일,12,FEMALE,6,4,3
20201115,"63,154,973",126.3781,34.80363,46,전라남도,4611,목포시,46110558,원산동,일,17,FEMALE,6,7,3
20201115,"82,647,727",127.0279,37.49995,11,서울특별시,1168,강남구,11680640,역삼1동,일,15,MALE,1,6,6
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,22,FEMALE,2,14,34
20201115,"82,647,727",127.0279,37.49995,11,서울특별시,1168,강남구,11680640,역삼1동,일,11,FEMALE,2,13,4
20201115,"82,647,727",127.0279,37.49995,11,서울특별시,1168,강남구,11680640,역삼1동,일,20,FEMALE,1,6,3
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,0,MALE,1,25,3
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,22,FEMALE,5,11,7
20201116,"74,424,752",126.7349,37.7287,41,경기도,4148,파주시,41480560,운정2동,월,11,MALE,2,6,3
20201116,"86,471,830",127.1624,37.65454,41,경기도,4136,남양주시,41360259,진건읍,월,6,FEMALE,7,5,3
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,8,FEMALE,2,14,3
20201116,"83,063,903",127.0421,37.59104,11,서울특별시,1123,동대문구,11230705,청량리동,월,20,FEMALE,5,6,5
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,11,FEMALE,7,7,6
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,11,FEMALE,4,21,3
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,13,MALE,4,30,5
20201109,"83,542,150",127.0636,36.81456,44,충청남도,4420,아산시,44200330,탕정면,월,12,FEMALE,4,6,3
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,11,MALE,4,39,11
20201109,"85,591,367",127.1324,37.421,41,경기도,4113,성남시,41133670,도촌동,월,15,MALE,4,4,4
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,23,MALE,2,20,3
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,10,FEMALE,5,17,12
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,16,MALE,4,5,9
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,16,MALE,4,13,3
20201109,"127,535,844",128.583,35.20749,48,경상남도,4812,창원시,48125630,오동동,월,18,MALE,6,4,4
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,15,FEMALE,6,9,6
20201116,"74,424,752",126.7349,37.7287,41,경기도,4148,파주시,41480560,운정2동,월,16,FEMALE,3,12,5
20201116,"87,143,779",127.1863,37.65055,41,경기도,4136,남양주시,41360259,진건읍,월,11,MALE,5,4,9
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,7,MALE,5,15,9
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,17,FEMALE,3,31,8
20201116,"143,006,759",129.1129,35.14839,26,부산광역시,2650,수영구,26500660,남천1동,월,16,MALE,6,4,3
20201116,"83,063,903",127.0421,37.59104,11,서울특별시,1123,동대문구,11230705,청량리동,월,18,FEMALE,5,6,6
20201116,"86,503,616",127.164,37.559,11,서울특별시,1174,강동구,11740560,고덕2동,월,8,MALE,1,6,6
20201116,"72,040,077",126.6545,37.3568,28,인천광역시,2818,연수구,28185840,송도3동,월,12,FEMALE,4,4,5
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,9,FEMALE,6,9,5
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,8,FEMALE,0,3,3
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,18,MALE,1,34,10
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,17,FEMALE,4,15,28
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,15,FEMALE,1,15,26
20201115,"85,671,906",127.134,37.66617,41,경기도,4136,남양주시,41360310,별내면,일,5,FEMALE,4,7,4
20201115,"85,671,906",127.134,37.66617,41,경기도,4136,남양주시,41360310,별내면,일,13,MALE,5,3,6
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,3,FEMALE,3,17,8
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,12,FEMALE,2,8,4
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,17,MALE,5,49,18
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,8,MALE,1,51,9
20201109,"82,231,288",127.0146,37.29032,41,경기도,4111,수원시,41111580,영화동,월,7,MALE,1,5,5
20201109,"74,488,126",126.74,37.44842,28,인천광역시,2820,남동구,28200560,만수1동,월,18,MALE,5,4,4
20201109,"76,727,766",126.82,37.34976,41,경기도,4127,안산시,41273600,선부3동,월,0,MALE,1,4,4
20201109,"75,671,819",126.7828,37.34368,41,경기도,4139,시흥시,41390581,군자동,월,9,FEMALE,7,22,4
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,13,FEMALE,4,19,8
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,21,FEMALE,6,12,5
20201109,"80,695,089",126.9614,37.15714,41,경기도,4159,화성시,41590410,정남면,월,19,MALE,4,3,3
20201109,"125,761,395",128.5303,35.85711,27,대구광역시,2729,달서구,27290571,용산1동,월,6,MALE,1,8,4
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,23,MALE,5,19,13
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,14,FEMALE,2,12,4
20201116,"74,424,752",126.7349,37.7287,41,경기도,4148,파주시,41480560,운정2동,월,18,MALE,1,69,8
20201116,"84,968,148",127.1086,37.75532,41,경기도,4115,의정부시,41150578,송산3동,월,16,MALE,7,7,4
20201116,"79,464,079",126.9148,37.56839,11,서울특별시,1144,마포구,11440730,성산2동,월,7,MALE,4,6,3
20201116,"80,679,980",126.9579,37.55824,11,서울특별시,1141,서대문구,11410555,북아현동,월,19,FEMALE,7,12,4
20201116,"72,150,360",126.6669,36.58617,44,충청남도,4480,홍성군,44800250,홍성읍,월,15,FEMALE,4,3,4
20201115,"78,232,060",126.8716,37.52491,11,서울특별시,1147,양천구,11470510,목1동,일,18,FEMALE,5,10,7
20201115,"76,008,194",126.793,37.52221,41,경기도,4119,부천시,41190606,부천동,일,16,FEMALE,2,12,25
20201115,"133,557,383",128.8345,37.87099,42,강원도,4215,강릉시,42150370,연곡면,일,12,MALE,4,6,4
20201115,"78,232,060",126.8716,37.52491,11,서울특별시,1147,양천구,11470510,목1동,일,19,FEMALE,3,15,4
20201115,"85,671,906",127.134,37.66617,41,경기도,4136,남양주시,41360310,별내면,일,11,MALE,5,4,6
20201115,"82,647,727",127.0279,37.49995,11,서울특별시,1168,강남구,11680640,역삼1동,일,22,MALE,2,33,3
20201115,"83,654,734",127.066,37.08094,41,경기도,4122,평택시,41220560,송북동,일,15,FEMALE,5,4,4
20201115,"83,494,687",127.0605,37.05523,41,경기도,4122,평택시,41220510,중앙동,일,21,FEMALE,3,3,3
20201115,"130,389,109",128.7185,37.65954,42,강원도,4276,평창군,42760380,대관령면,일,16,FEMALE,4,6,3
20201115,"85,671,906",127.134,37.66617,41,경기도,4136,남양주시,41360310,별내면,일,15,FEMALE,6,4,4
20201109,"83,304,027",127.0502,37.65371,11,서울특별시,1132,도봉구,11320514,창4동,월,17,MALE,7,20,3
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,22,MALE,4,6,4
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,22,MALE,3,10,6
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,19,FEMALE,6,10,5
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,21,FEMALE,1,20,6
20201109,"83,752,407",127.065,37.83764,41,경기도,4163,양주시,41630530,회천1동,월,14,MALE,1,22,7
20201109,"85,559,534",127.1309,37.49535,11,서울특별시,1171,송파구,11710632,가락2동,월,13,FEMALE,4,13,8
20201109,"85,159,061",127.1179,37.27087,41,경기도,4146,용인시,41463520,구갈동,월,20,FEMALE,6,4,3
20201109,"73,368,336",126.6997,37.51125,28,인천광역시,2823,부평구,28237570,산곡1동,월,20,FEMALE,1,5,3
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,17,FEMALE,2,22,5
20201109,"85,735,609",127.137,37.53413,11,서울특별시,1174,강동구,11740660,성내3동,월,14,MALE,6,11,12
