tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-05-10,Angola,20H.Beta.V2,3,0,0.000000000000
2021-05-10,Argentina,20J.Gamma.V3,51,23,0.450980392156
2021-05-10,Aruba,20I.Alpha.V1,49,30,0.612244897959
2021-05-10,Australia,20I.Alpha.V1,52,18,0.346153846153
2021-05-10,Australia,21A.Delta,52,22,0.423076923076
2021-05-10,Austria,20H.Beta.V2,234,0,0.000000000000
2021-05-10,Austria,20I.Alpha.V1,234,206,0.880341880341
2021-05-10,Austria,21A.Delta,234,1,0.004273504273
2021-05-10,Bangladesh,20H.Beta.V2,26,12,0.461538461538
2021-05-10,Belgium,20H.Beta.V2,1369,24,0.017531044558
2021-05-10,Belgium,20I.Alpha.V1,1369,1120,0.818115412710
2021-05-10,Belgium,20J.Gamma.V3,1369,130,0.094959824689
2021-05-10,Belgium,21A.Delta,1369,35,0.025566106647
2021-05-10,Botswana,20H.Beta.V2,8,5,0.625000000000
2021-05-10,Brazil,20I.Alpha.V1,879,20,0.022753128555
2021-05-10,Brazil,20J.Gamma.V3,879,840,0.955631399317
2021-05-10,Bulgaria,20I.Alpha.V1,72,72,1.000000000000
2021-05-10,Cambodia,20I.Alpha.V1,26,25,0.961538461538
2021-05-10,Canada,20H.Beta.V2,1179,7,0.005937234944
2021-05-10,Canada,20I.Alpha.V1,1179,625,0.530110262934
2021-05-10,Canada,20J.Gamma.V3,1179,315,0.267175572519
2021-05-10,Canada,21A.Delta,1179,43,0.036471586089
2021-05-10,Canada,21C.Epsilon,1179,12,0.010178117048
2021-05-10,Canada,21D.Eta,1179,19,0.016115351993
2021-05-10,Chile,20J.Gamma.V3,261,133,0.509578544061
2021-05-10,Chile,21G.Lambda,261,88,0.337164750957
2021-05-10,Colombia,20J.Gamma.V3,92,31,0.336956521739
2021-05-10,Croatia,20I.Alpha.V1,299,290,0.969899665551
2021-05-10,Curacao,20I.Alpha.V1,14,11,0.785714285714
2021-05-10,Czechia,20I.Alpha.V1,193,174,0.901554404145
2021-05-10,Denmark,20I.Alpha.V1,4588,4432,0.965998256320
2021-05-10,Denmark,21A.Delta,4588,17,0.003705318221
2021-05-10,Denmark,21D.Eta,4588,1,0.000217959895
2021-05-10,Finland,20H.Beta.V2,220,17,0.077272727272
2021-05-10,Finland,20I.Alpha.V1,220,173,0.786363636363
2021-05-10,France,20H.Beta.V2,1512,186,0.123015873015
2021-05-10,France,20I.Alpha.V1,1512,1177,0.778439153439
2021-05-10,France,20J.Gamma.V3,1512,27,0.017857142857
2021-05-10,France,21A.Delta,1512,24,0.015873015873
2021-05-10,France,21D.Eta,1512,38,0.025132275132
2021-05-10,Germany,20H.Beta.V2,8224,142,0.017266536964
2021-05-10,Germany,20I.Alpha.V1,8224,7648,0.929961089494
2021-05-10,Germany,20J.Gamma.V3,8224,56,0.006809338521
2021-05-10,Germany,21A.Delta,8224,127,0.015442607003
2021-05-10,Germany,21D.Eta,8224,54,0.006566147859
2021-05-10,Greece,20I.Alpha.V1,609,494,0.811165845648
2021-05-10,India,20I.Alpha.V1,1136,31,0.027288732394
2021-05-10,India,21A.Delta,1136,946,0.832746478873
2021-05-10,India,21B.Kappa,1136,54,0.047535211267
2021-05-10,Indonesia,21A.Delta,36,6,0.166666666666
2021-05-10,Ireland,20I.Alpha.V1,979,848,0.866189989785
2021-05-10,Ireland,21A.Delta,979,33,0.033707865168
2021-05-10,Israel,20H.Beta.V2,131,0,0.000000000000
2021-05-10,Israel,20I.Alpha.V1,131,98,0.748091603053
2021-05-10,Italy,20I.Alpha.V1,1094,905,0.827239488117
2021-05-10,Italy,20J.Gamma.V3,1094,90,0.082266910420
2021-05-10,Italy,21A.Delta,1094,45,0.041133455210
2021-05-10,Italy,21D.Eta,1094,15,0.013711151736
2021-05-10,Japan,20I.Alpha.V1,3061,2595,0.847762169225
2021-05-10,Japan,21A.Delta,3061,55,0.017967984318
2021-05-10,Kenya,20I.Alpha.V1,47,26,0.553191489361
2021-05-10,Latvia,20I.Alpha.V1,248,230,0.927419354838
2021-05-10,Lithuania,20I.Alpha.V1,750,716,0.954666666666
2021-05-10,Luxembourg,20H.Beta.V2,352,28,0.079545454545
2021-05-10,Luxembourg,20I.Alpha.V1,352,277,0.786931818181
2021-05-10,Mexico,20I.Alpha.V1,730,119,0.163013698630
2021-05-10,Mexico,20J.Gamma.V3,730,85,0.116438356164
