tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-11-23,Angola,20H.Beta.V2,0,0,0.000000000000
2020-11-23,Argentina,20J.Gamma.V3,22,0,0.000000000000
2020-11-23,Australia,20I.Alpha.V1,25,0,0.000000000000
2020-11-23,Australia,21A.Delta,25,0,0.000000000000
2020-11-23,Austria,20H.Beta.V2,70,0,0.000000000000
2020-11-23,Austria,20I.Alpha.V1,70,0,0.000000000000
2020-11-23,Austria,21A.Delta,70,0,0.000000000000
2020-11-23,Bangladesh,20H.Beta.V2,16,0,0.000000000000
2020-11-23,Belgium,20H.Beta.V2,97,0,0.000000000000
2020-11-23,Belgium,20I.Alpha.V1,97,0,0.000000000000
2020-11-23,Belgium,20J.Gamma.V3,97,0,0.000000000000
2020-11-23,Belgium,21A.Delta,97,0,0.000000000000
2020-11-23,Botswana,20H.Beta.V2,4,1,0.250000000000
2020-11-23,Brazil,20I.Alpha.V1,145,0,0.000000000000
2020-11-23,Brazil,20J.Gamma.V3,145,1,0.006896551724
2020-11-23,Bulgaria,20I.Alpha.V1,2,0,0.000000000000
2020-11-23,Cambodia,20I.Alpha.V1,3,0,0.000000000000
2020-11-23,Canada,20H.Beta.V2,770,0,0.000000000000
2020-11-23,Canada,20I.Alpha.V1,770,0,0.000000000000
2020-11-23,Canada,20J.Gamma.V3,770,0,0.000000000000
2020-11-23,Canada,21A.Delta,770,0,0.000000000000
2020-11-23,Canada,21C.Epsilon,770,0,0.000000000000
2020-11-23,Canada,21D.Eta,770,0,0.000000000000
2020-11-23,Chile,20J.Gamma.V3,5,0,0.000000000000
2020-11-23,Chile,21G.Lambda,5,0,0.000000000000
2020-11-23,Colombia,20J.Gamma.V3,5,0,0.000000000000
2020-11-23,Czechia,20I.Alpha.V1,8,0,0.000000000000
2020-11-23,Denmark,20I.Alpha.V1,1837,1,0.000544365813
2020-11-23,Denmark,21A.Delta,1837,0,0.000000000000
2020-11-23,Denmark,21D.Eta,1837,0,0.000000000000
2020-11-23,Finland,20H.Beta.V2,46,0,0.000000000000
2020-11-23,Finland,20I.Alpha.V1,46,0,0.000000000000
2020-11-23,France,20H.Beta.V2,114,0,0.000000000000
2020-11-23,France,20I.Alpha.V1,114,0,0.000000000000
2020-11-23,France,20J.Gamma.V3,114,0,0.000000000000
2020-11-23,France,21A.Delta,114,0,0.000000000000
2020-11-23,France,21D.Eta,114,0,0.000000000000
2020-11-23,Germany,20H.Beta.V2,282,0,0.000000000000
2020-11-23,Germany,20I.Alpha.V1,282,0,0.000000000000
2020-11-23,Germany,20J.Gamma.V3,282,0,0.000000000000
2020-11-23,Germany,21A.Delta,282,0,0.000000000000
2020-11-23,Germany,21D.Eta,282,0,0.000000000000
2020-11-23,Ghana,20I.Alpha.V1,8,0,0.000000000000
2020-11-23,Greece,20I.Alpha.V1,51,0,0.000000000000
2020-11-23,India,20I.Alpha.V1,174,1,0.005747126436
2020-11-23,India,21A.Delta,174,2,0.011494252873
2020-11-23,India,21B.Kappa,174,0,0.000000000000
2020-11-23,Indonesia,21A.Delta,19,0,0.000000000000
2020-11-23,Ireland,20I.Alpha.V1,54,0,0.000000000000
2020-11-23,Ireland,21A.Delta,54,0,0.000000000000
2020-11-23,Italy,20I.Alpha.V1,93,0,0.000000000000
2020-11-23,Italy,20J.Gamma.V3,93,0,0.000000000000
2020-11-23,Italy,21A.Delta,93,0,0.000000000000
2020-11-23,Italy,21D.Eta,93,0,0.000000000000
2020-11-23,Japan,20I.Alpha.V1,855,0,0.000000000000
2020-11-23,Japan,21A.Delta,855,0,0.000000000000
2020-11-23,Kenya,20I.Alpha.V1,41,0,0.000000000000
2020-11-23,Lithuania,20I.Alpha.V1,20,0,0.000000000000
2020-11-23,Luxembourg,20H.Beta.V2,230,0,0.000000000000
2020-11-23,Luxembourg,20I.Alpha.V1,230,0,0.000000000000
2020-11-23,Malawi,20H.Beta.V2,0,0,0.000000000000
2020-11-23,Mexico,20I.Alpha.V1,55,0,0.000000000000
2020-11-23,Mexico,20J.Gamma.V3,55,0,0.000000000000
2020-11-23,Mexico,21A.Delta,55,0,0.000000000000
2020-11-23,Mexico,21C.Epsilon,55,2,0.036363636363
2020-11-23,Mozambique,20H.Beta.V2,8,1,0.125000000000
2020-11-23,Netherlands,20H.Beta.V2,218,0,0.000000000000
2020-11-23,Netherlands,20I.Alpha.V1,218,0,0.000000000000
2020-11-23,Netherlands,20J.Gamma.V3,218,0,0.000000000000
2020-11-23,Netherlands,21A.Delta,218,0,0.000000000000
2020-11-23,Nigeria,21D.Eta,4,0,0.000000000000
2020-11-23,Norway,20H.Beta.V2,78,0,0.000000000000
2020-11-23,Norway,20I.Alpha.V1,78,0,0.000000000000
2020-11-23,Philippines,20H.Beta.V2,93,0,0.000000000000
2020-11-23,Philippines,20I.Alpha.V1,93,0,0.000000000000
2020-11-23,Portugal,20I.Alpha.V1,102,0,0.000000000000
2020-11-23,Portugal,21A.Delta,102,0,0.000000000000
2020-11-23,Qatar,20H.Beta.V2,11,0,0.000000000000
2020-11-23,Romania,20I.Alpha.V1,11,0,0.000000000000
2020-11-23,Russia,20I.Alpha.V1,107,0,0.000000000000
2020-11-23,Russia,21A.Delta,107,0,0.000000000000
2020-11-23,Singapore,21A.Delta,12,0,0.000000000000
2020-11-23,Slovakia,20I.Alpha.V1,9,0,0.000000000000
2020-11-23,Slovenia,20I.Alpha.V1,40,0,0.000000000000
2020-11-23,South Africa,20H.Beta.V2,210,160,0.761904761904
2020-11-23,South Africa,21A.Delta,210,0,0.000000000000
2020-11-23,South Korea,20I.Alpha.V1,82,0,0.000000000000
2020-11-23,Spain,20H.Beta.V2,178,0,0.000000000000
2020-11-23,Spain,20I.Alpha.V1,178,1,0.005617977528
2020-11-23,Spain,20J.Gamma.V3,178,0,0.000000000000
2020-11-23,Spain,21A.Delta,178,0,0.000000000000
2020-11-23,Sweden,20H.Beta.V2,58,0,0.000000000000
2020-11-23,Sweden,20I.Alpha.V1,58,0,0.000000000000
2020-11-23,Sweden,21A.Delta,58,0,0.000000000000
2020-11-23,Switzerland,20H.Beta.V2,776,0,0.000000000000
2020-11-23,Switzerland,20I.Alpha.V1,776,4,0.005154639175
2020-11-23,Switzerland,21A.Delta,776,0,0.000000000000
2020-11-23,Thailand,20I.Alpha.V1,3,0,0.000000000000
2020-11-23,Trinidad and Tobago,20J.Gamma.V3,1,0,0.000000000000
2020-11-23,United Kingdom,20H.Beta.V2,7315,0,0.000000000000
2020-11-23,United Kingdom,20I.Alpha.V1,7315,616,0.084210526315
2020-11-23,United Kingdom,21A.Delta,7315,0,0.000000000000
2020-11-23,United Kingdom,21B.Kappa,7315,0,0.000000000000
2020-11-23,United Kingdom,21D.Eta,7315,0,0.000000000000
2020-11-23,United States,20H.Beta.V2,5330,0,0.000000000000
2020-11-23,United States,20I.Alpha.V1,5330,2,0.000375234521
2020-11-23,United States,20J.Gamma.V3,5330,0,0.000000000000
2020-11-23,United States,21A.Delta,5330,0,0.000000000000
2020-11-23,United States,21B.Kappa,5330,0,0.000000000000
2020-11-23,United States,21C.Epsilon,5330,87,0.016322701688
2020-11-23,United States,21D.Eta,5330,0,0.000000000000
2020-11-23,United States,21F.Iota,5330,1,0.000187617260
2020-11-23,United States,21G.Lambda,5330,0,0.000000000000
