tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2021-02-15,Australia,20I.Alpha.V1,22,13,0.590909090909
2021-02-15,Australia,21A.Delta,22,0,0.000000000000
2021-02-15,Austria,20H.Beta.V2,196,10,0.051020408163
2021-02-15,Austria,20I.Alpha.V1,196,99,0.505102040816
2021-02-15,Austria,21A.Delta,196,0,0.000000000000
2021-02-15,Belgium,20H.Beta.V2,900,66,0.073333333333
2021-02-15,Belgium,20I.Alpha.V1,900,417,0.463333333333
2021-02-15,Belgium,20J.Gamma.V3,900,16,0.017777777777
2021-02-15,Belgium,21A.Delta,900,0,0.000000000000
2021-02-15,Canada,20H.Beta.V2,1092,17,0.015567765567
2021-02-15,Canada,20I.Alpha.V1,1092,190,0.173992673992
2021-02-15,Canada,20J.Gamma.V3,1092,1,0.000915750915
2021-02-15,Canada,21A.Delta,1092,0,0.000000000000
2021-02-15,Canada,21C.Epsilon,1092,10,0.009157509157
2021-02-15,Canada,21D.Eta,1092,23,0.021062271062
2021-02-15,Chile,20J.Gamma.V3,34,0,0.000000000000
2021-02-15,Chile,21G.Lambda,34,2,0.058823529411
2021-02-15,Colombia,20J.Gamma.V3,6,2,0.333333333333
2021-02-15,Czechia,20I.Alpha.V1,300,244,0.813333333333
2021-02-15,Denmark,20I.Alpha.V1,2214,1058,0.477868112014
2021-02-15,Denmark,21A.Delta,2214,0,0.000000000000
2021-02-15,Denmark,21D.Eta,2214,30,0.013550135501
2021-02-15,Estonia,20I.Alpha.V1,167,37,0.221556886227
2021-02-15,Finland,20H.Beta.V2,774,36,0.046511627906
2021-02-15,Finland,20I.Alpha.V1,774,480,0.620155038759
2021-02-15,France,20H.Beta.V2,1393,136,0.097631012203
2021-02-15,France,20I.Alpha.V1,1393,735,0.527638190954
2021-02-15,France,20J.Gamma.V3,1393,3,0.002153625269
2021-02-15,France,21A.Delta,1393,0,0.000000000000
2021-02-15,France,21D.Eta,1393,2,0.001435750179
2021-02-15,Germany,20H.Beta.V2,4044,63,0.015578635014
2021-02-15,Germany,20I.Alpha.V1,4044,1618,0.400098911968
2021-02-15,Germany,20J.Gamma.V3,4044,7,0.001730959446
2021-02-15,Germany,21A.Delta,4044,0,0.000000000000
2021-02-15,Germany,21D.Eta,4044,11,0.002720079129
2021-02-15,Greece,20I.Alpha.V1,87,51,0.586206896551
2021-02-15,Ireland,20I.Alpha.V1,746,645,0.864611260053
2021-02-15,Ireland,21A.Delta,746,0,0.000000000000
2021-02-15,Israel,20H.Beta.V2,705,28,0.039716312056
2021-02-15,Israel,20I.Alpha.V1,705,559,0.792907801418
2021-02-15,Italy,20I.Alpha.V1,1115,550,0.493273542600
2021-02-15,Italy,20J.Gamma.V3,1115,45,0.040358744394
2021-02-15,Italy,21A.Delta,1115,0,0.000000000000
2021-02-15,Italy,21D.Eta,1115,4,0.003587443946
2021-02-15,Japan,20I.Alpha.V1,709,51,0.071932299012
2021-02-15,Japan,21A.Delta,709,0,0.000000000000
2021-02-15,Latvia,20I.Alpha.V1,198,25,0.126262626262
2021-02-15,Lithuania,20I.Alpha.V1,327,37,0.113149847094
2021-02-15,Luxembourg,20H.Beta.V2,211,21,0.099526066350
2021-02-15,Luxembourg,20I.Alpha.V1,211,114,0.540284360189
2021-02-15,Mexico,20I.Alpha.V1,414,3,0.007246376811
2021-02-15,Mexico,20J.Gamma.V3,414,0,0.000000000000
2021-02-15,Mexico,21A.Delta,414,0,0.000000000000
2021-02-15,Mexico,21C.Epsilon,414,16,0.038647342995
2021-02-15,Netherlands,20H.Beta.V2,1154,37,0.032062391681
2021-02-15,Netherlands,20I.Alpha.V1,1154,510,0.441941074523
2021-02-15,Netherlands,20J.Gamma.V3,1154,4,0.003466204506
2021-02-15,Netherlands,21A.Delta,1154,0,0.000000000000
2021-02-15,Norway,20H.Beta.V2,390,22,0.056410256410
2021-02-15,Norway,20I.Alpha.V1,390,171,0.438461538461
2021-02-15,Poland,20I.Alpha.V1,310,156,0.503225806451
2021-02-15,Portugal,20I.Alpha.V1,384,210,0.546875000000
2021-02-15,Portugal,21A.Delta,384,0,0.000000000000
2021-02-15,Slovakia,20I.Alpha.V1,46,37,0.804347826086
2021-02-15,Slovenia,20I.Alpha.V1,552,41,0.074275362318
2021-02-15,South Korea,20I.Alpha.V1,108,21,0.194444444444
2021-02-15,Spain,20H.Beta.V2,1311,6,0.004576659038
2021-02-15,Spain,20I.Alpha.V1,1311,576,0.439359267734
2021-02-15,Spain,20J.Gamma.V3,1311,1,0.000762776506
2021-02-15,Spain,21A.Delta,1311,0,0.000000000000
2021-02-15,Sweden,20H.Beta.V2,4059,154,0.037940379403
2021-02-15,Sweden,20I.Alpha.V1,4059,2200,0.542005420054
