tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-04-19,Angola,20H.Beta.V2,35,14,0.400000000000
2021-04-19,Argentina,20J.Gamma.V3,112,41,0.366071428571
2021-04-19,Aruba,20I.Alpha.V1,70,48,0.685714285714
2021-04-19,Australia,20I.Alpha.V1,82,33,0.402439024390
2021-04-19,Australia,21A.Delta,82,22,0.268292682926
2021-04-19,Austria,20H.Beta.V2,164,4,0.024390243902
2021-04-19,Austria,20I.Alpha.V1,164,144,0.878048780487
2021-04-19,Austria,21A.Delta,164,0,0.000000000000
2021-04-19,Bangladesh,20H.Beta.V2,48,39,0.812500000000
2021-04-19,Belgium,20H.Beta.V2,1290,30,0.023255813953
2021-04-19,Belgium,20I.Alpha.V1,1290,1043,0.808527131782
2021-04-19,Belgium,20J.Gamma.V3,1290,122,0.094573643410
2021-04-19,Belgium,21A.Delta,1290,11,0.008527131782
2021-04-19,Brazil,20I.Alpha.V1,984,32,0.032520325203
2021-04-19,Brazil,20J.Gamma.V3,984,919,0.933943089430
2021-04-19,Bulgaria,20I.Alpha.V1,169,169,1.000000000000
2021-04-19,Cambodia,20I.Alpha.V1,21,20,0.952380952380
2021-04-19,Canada,20H.Beta.V2,2447,28,0.011442582754
2021-04-19,Canada,20I.Alpha.V1,2447,1114,0.455251328156
2021-04-19,Canada,20J.Gamma.V3,2447,627,0.256232120964
2021-04-19,Canada,21A.Delta,2447,30,0.012259910093
2021-04-19,Canada,21C.Epsilon,2447,23,0.009399264405
2021-04-19,Canada,21D.Eta,2447,102,0.041683694319
2021-04-19,Chile,20J.Gamma.V3,194,77,0.396907216494
2021-04-19,Chile,21G.Lambda,194,70,0.360824742268
2021-04-19,Colombia,20J.Gamma.V3,154,51,0.331168831168
2021-04-19,Croatia,20I.Alpha.V1,238,201,0.844537815126
2021-04-19,Curacao,20I.Alpha.V1,28,27,0.964285714285
2021-04-19,Czechia,20I.Alpha.V1,210,189,0.900000000000
2021-04-19,Denmark,20I.Alpha.V1,3585,3450,0.962343096234
2021-04-19,Denmark,21A.Delta,3585,6,0.001673640167
2021-04-19,Denmark,21D.Eta,3585,18,0.005020920502
2021-04-19,Estonia,20I.Alpha.V1,204,196,0.960784313725
2021-04-19,Finland,20H.Beta.V2,318,71,0.223270440251
2021-04-19,Finland,20I.Alpha.V1,318,226,0.710691823899
2021-04-19,France,20H.Beta.V2,2214,228,0.102981029810
2021-04-19,France,20I.Alpha.V1,2214,1696,0.766034327009
2021-04-19,France,20J.Gamma.V3,2214,71,0.032068654019
2021-04-19,France,21A.Delta,2214,6,0.002710027100
2021-04-19,France,21D.Eta,2214,69,0.031165311653
2021-04-19,Germany,20H.Beta.V2,9758,174,0.017831522853
2021-04-19,Germany,20I.Alpha.V1,9758,9131,0.935745029719
2021-04-19,Germany,20J.Gamma.V3,9758,31,0.003176880508
2021-04-19,Germany,21A.Delta,9758,29,0.002971920475
2021-04-19,Germany,21D.Eta,9758,59,0.006046320967
2021-04-19,Ghana,20I.Alpha.V1,11,5,0.454545454545
2021-04-19,Greece,20I.Alpha.V1,395,332,0.840506329113
2021-04-19,India,20I.Alpha.V1,1752,130,0.074200913242
2021-04-19,India,21A.Delta,1752,976,0.557077625570
2021-04-19,India,21B.Kappa,1752,293,0.167237442922
2021-04-19,Indonesia,21A.Delta,19,2,0.105263157894
2021-04-19,Ireland,20I.Alpha.V1,749,687,0.917222963951
2021-04-19,Ireland,21A.Delta,749,11,0.014686248331
2021-04-19,Israel,20H.Beta.V2,254,0,0.000000000000
2021-04-19,Israel,20I.Alpha.V1,254,234,0.921259842519
2021-04-19,Italy,20I.Alpha.V1,1804,1618,0.896895787139
2021-04-19,Italy,20J.Gamma.V3,1804,90,0.049889135254
2021-04-19,Italy,21A.Delta,1804,8,0.004434589800
2021-04-19,Italy,21D.Eta,1804,29,0.016075388026
2021-04-19,Japan,20I.Alpha.V1,2800,1952,0.697142857142
2021-04-19,Japan,21A.Delta,2800,11,0.003928571428
2021-04-19,Kenya,20I.Alpha.V1,46,33,0.717391304347
2021-04-19,Latvia,20I.Alpha.V1,366,318,0.868852459016
2021-04-19,Lithuania,20I.Alpha.V1,831,749,0.901323706377
2021-04-19,Luxembourg,20H.Beta.V2,465,51,0.109677419354
2021-04-19,Luxembourg,20I.Alpha.V1,465,393,0.845161290322
2021-04-19,Malawi,20H.Beta.V2,10,8,0.800000000000
2021-04-19,Mexico,20I.Alpha.V1,593,51,0.086003372681
2021-04-19,Mexico,20J.Gamma.V3,593,23,0.038785834738
2021-04-19,Mexico,21A.Delta,593,0,0.000000000000
2021-04-19,Mexico,21C.Epsilon,593,21,0.035413153456
2021-04-19,Mozambique,20H.Beta.V2,0,0,0.000000000000
2021-04-19,Netherlands,20H.Beta.V2,1780,30,0.016853932584
2021-04-19,Netherlands,20I.Alpha.V1,1780,1688,0.948314606741
2021-04-19,Netherlands,20J.Gamma.V3,1780,32,0.017977528089
2021-04-19,Netherlands,21A.Delta,1780,6,0.003370786516
2021-04-19,Nigeria,21D.Eta,1,1,1.000000000000
2021-04-19,Norway,20H.Beta.V2,526,6,0.011406844106
2021-04-19,Norway,20I.Alpha.V1,526,508,0.965779467680
2021-04-19,Philippines,20H.Beta.V2,4,2,0.500000000000
2021-04-19,Philippines,20I.Alpha.V1,4,1,0.250000000000
2021-04-19,Poland,20I.Alpha.V1,1359,1340,0.986019131714
2021-04-19,Portugal,20I.Alpha.V1,472,423,0.896186440677
2021-04-19,Portugal,21A.Delta,472,0,0.000000000000
2021-04-19,Qatar,20H.Beta.V2,65,48,0.738461538461
2021-04-19,Romania,20I.Alpha.V1,40,35,0.875000000000
2021-04-19,Russia,20I.Alpha.V1,126,25,0.198412698412
2021-04-19,Russia,21A.Delta,126,2,0.015873015873
2021-04-19,Singapore,21A.Delta,93,27,0.290322580645
2021-04-19,Sint Maarten,20I.Alpha.V1,12,11,0.916666666666
2021-04-19,Slovakia,20I.Alpha.V1,247,242,0.979757085020
2021-04-19,Slovenia,20I.Alpha.V1,947,815,0.860612460401
2021-04-19,South Africa,20H.Beta.V2,127,114,0.897637795275
2021-04-19,South Africa,21A.Delta,127,3,0.023622047244
2021-04-19,South Korea,20I.Alpha.V1,222,53,0.238738738738
2021-04-19,Spain,20H.Beta.V2,1301,23,0.017678708685
2021-04-19,Spain,20I.Alpha.V1,1301,1101,0.846272098385
2021-04-19,Spain,20J.Gamma.V3,1301,79,0.060722521137
2021-04-19,Spain,21A.Delta,1301,2,0.001537279016
2021-04-19,Sweden,20H.Beta.V2,2646,81,0.030612244897
2021-04-19,Sweden,20I.Alpha.V1,2646,2497,0.943688586545
2021-04-19,Sweden,21A.Delta,2646,3,0.001133786848
2021-04-19,Switzerland,20H.Beta.V2,1708,18,0.010538641686
2021-04-19,Switzerland,20I.Alpha.V1,1708,1603,0.938524590163
2021-04-19,Switzerland,21A.Delta,1708,6,0.003512880562
