tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-06-01,Argentina,20J.Gamma.V3,44,0,0.000000000000
2020-06-01,Australia,20I.Alpha.V1,51,0,0.000000000000
2020-06-01,Australia,21A.Delta,51,0,0.000000000000
2020-06-01,Austria,20H.Beta.V2,4,0,0.000000000000
2020-06-01,Austria,20I.Alpha.V1,4,0,0.000000000000
2020-06-01,Austria,21A.Delta,4,0,0.000000000000
2020-06-01,Bangladesh,20H.Beta.V2,36,0,0.000000000000
2020-06-01,Belgium,20H.Beta.V2,11,0,0.000000000000
2020-06-01,Belgium,20I.Alpha.V1,11,0,0.000000000000
2020-06-01,Belgium,20J.Gamma.V3,11,0,0.000000000000
2020-06-01,Belgium,21A.Delta,11,0,0.000000000000
2020-06-01,Brazil,20I.Alpha.V1,80,0,0.000000000000
2020-06-01,Brazil,20J.Gamma.V3,80,0,0.000000000000
2020-06-01,Canada,20H.Beta.V2,125,0,0.000000000000
2020-06-01,Canada,20I.Alpha.V1,125,0,0.000000000000
2020-06-01,Canada,20J.Gamma.V3,125,0,0.000000000000
2020-06-01,Canada,21A.Delta,125,0,0.000000000000
2020-06-01,Canada,21C.Epsilon,125,0,0.000000000000
2020-06-01,Canada,21D.Eta,125,0,0.000000000000
2020-06-01,Chile,20J.Gamma.V3,36,0,0.000000000000
2020-06-01,Chile,21G.Lambda,36,0,0.000000000000
2020-06-01,Colombia,20J.Gamma.V3,3,0,0.000000000000
2020-06-01,Czechia,20I.Alpha.V1,3,0,0.000000000000
2020-06-01,Denmark,20I.Alpha.V1,64,0,0.000000000000
2020-06-01,Denmark,21A.Delta,64,0,0.000000000000
2020-06-01,Denmark,21D.Eta,64,0,0.000000000000
2020-06-01,Finland,20H.Beta.V2,22,0,0.000000000000
2020-06-01,Finland,20I.Alpha.V1,22,0,0.000000000000
2020-06-01,France,20H.Beta.V2,17,0,0.000000000000
2020-06-01,France,20I.Alpha.V1,17,0,0.000000000000
2020-06-01,France,20J.Gamma.V3,17,0,0.000000000000
2020-06-01,France,21A.Delta,17,0,0.000000000000
2020-06-01,France,21D.Eta,17,0,0.000000000000
2020-06-01,Germany,20H.Beta.V2,40,0,0.000000000000
2020-06-01,Germany,20I.Alpha.V1,40,0,0.000000000000
2020-06-01,Germany,20J.Gamma.V3,40,0,0.000000000000
2020-06-01,Germany,21A.Delta,40,0,0.000000000000
2020-06-01,Germany,21D.Eta,40,0,0.000000000000
2020-06-01,India,20I.Alpha.V1,319,0,0.000000000000
2020-06-01,India,21A.Delta,319,0,0.000000000000
2020-06-01,India,21B.Kappa,319,0,0.000000000000
2020-06-01,Indonesia,21A.Delta,6,0,0.000000000000
2020-06-01,Ireland,20I.Alpha.V1,10,0,0.000000000000
2020-06-01,Ireland,21A.Delta,10,0,0.000000000000
2020-06-01,Israel,20H.Beta.V2,4,0,0.000000000000
2020-06-01,Israel,20I.Alpha.V1,4,0,0.000000000000
2020-06-01,Italy,20I.Alpha.V1,12,0,0.000000000000
2020-06-01,Italy,20J.Gamma.V3,12,0,0.000000000000
2020-06-01,Italy,21A.Delta,12,0,0.000000000000
2020-06-01,Italy,21D.Eta,12,0,0.000000000000
2020-06-01,Japan,20I.Alpha.V1,52,0,0.000000000000
2020-06-01,Japan,21A.Delta,52,0,0.000000000000
2020-06-01,Kenya,20I.Alpha.V1,21,0,0.000000000000
2020-06-01,Latvia,20I.Alpha.V1,0,0,0.000000000000
2020-06-01,Lithuania,20I.Alpha.V1,3,0,0.000000000000
2020-06-01,Mexico,20I.Alpha.V1,63,0,0.000000000000
2020-06-01,Mexico,20J.Gamma.V3,63,0,0.000000000000
2020-06-01,Mexico,21A.Delta,63,0,0.000000000000
2020-06-01,Mexico,21C.Epsilon,63,0,0.000000000000
2020-06-01,Netherlands,20H.Beta.V2,94,0,0.000000000000
2020-06-01,Netherlands,20I.Alpha.V1,94,0,0.000000000000
2020-06-01,Netherlands,20J.Gamma.V3,94,0,0.000000000000
2020-06-01,Netherlands,21A.Delta,94,0,0.000000000000
2020-06-01,Nigeria,21D.Eta,10,0,0.000000000000
2020-06-01,Poland,20I.Alpha.V1,10,0,0.000000000000
2020-06-01,Portugal,20I.Alpha.V1,37,0,0.000000000000
2020-06-01,Portugal,21A.Delta,37,0,0.000000000000
2020-06-01,Qatar,20H.Beta.V2,96,0,0.000000000000
2020-06-01,Romania,20I.Alpha.V1,6,0,0.000000000000
2020-06-01,Russia,20I.Alpha.V1,70,0,0.000000000000
2020-06-01,Russia,21A.Delta,70,0,0.000000000000
2020-06-01,Singapore,21A.Delta,30,0,0.000000000000
2020-06-01,Slovenia,20I.Alpha.V1,1,0,0.000000000000
2020-06-01,South Africa,20H.Beta.V2,49,0,0.000000000000
2020-06-01,South Africa,21A.Delta,49,0,0.000000000000
2020-06-01,South Korea,20I.Alpha.V1,67,0,0.000000000000
2020-06-01,Spain,20H.Beta.V2,35,0,0.000000000000
2020-06-01,Spain,20I.Alpha.V1,35,0,0.000000000000
2020-06-01,Spain,20J.Gamma.V3,35,0,0.000000000000
2020-06-01,Spain,21A.Delta,35,0,0.000000000000
2020-06-01,Sweden,20H.Beta.V2,39,0,0.000000000000
2020-06-01,Sweden,20I.Alpha.V1,39,0,0.000000000000
2020-06-01,Sweden,21A.Delta,39,0,0.000000000000
2020-06-01,Switzerland,20H.Beta.V2,12,0,0.000000000000
2020-06-01,Switzerland,20I.Alpha.V1,12,0,0.000000000000
2020-06-01,Switzerland,21A.Delta,12,0,0.000000000000
2020-06-01,Turkey,20H.Beta.V2,23,0,0.000000000000
2020-06-01,Turkey,20I.Alpha.V1,23,0,0.000000000000
2020-06-01,United Kingdom,20H.Beta.V2,1084,0,0.000000000000
2020-06-01,United Kingdom,20I.Alpha.V1,1084,0,0.000000000000
2020-06-01,United Kingdom,21A.Delta,1084,0,0.000000000000
2020-06-01,United Kingdom,21B.Kappa,1084,0,0.000000000000
2020-06-01,United Kingdom,21D.Eta,1084,0,0.000000000000
2020-06-01,United States,20H.Beta.V2,1844,0,0.000000000000
2020-06-01,United States,20I.Alpha.V1,1844,0,0.000000000000
2020-06-01,United States,20J.Gamma.V3,1844,0,0.000000000000
2020-06-01,United States,21A.Delta,1844,0,0.000000000000
2020-06-01,United States,21B.Kappa,1844,0,0.000000000000
2020-06-01,United States,21C.Epsilon,1844,0,0.000000000000
2020-06-01,United States,21D.Eta,1844,0,0.000000000000
2020-06-01,United States,21F.Iota,1844,0,0.000000000000
2020-06-01,United States,21G.Lambda,1844,0,0.000000000000
2020-06-01,Zimbabwe,20H.Beta.V2,10,0,0.000000000000
