tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2020-10-12,Australia,20I.Alpha.V1,50,0,0.000000000000
2020-10-12,Australia,21A.Delta,50,0,0.000000000000
2020-10-12,Austria,20H.Beta.V2,24,0,0.000000000000
2020-10-12,Austria,20I.Alpha.V1,24,0,0.000000000000
2020-10-12,Austria,21A.Delta,24,0,0.000000000000
2020-10-12,Belgium,20H.Beta.V2,91,0,0.000000000000
2020-10-12,Belgium,20I.Alpha.V1,91,0,0.000000000000
2020-10-12,Belgium,20J.Gamma.V3,91,0,0.000000000000
2020-10-12,Belgium,21A.Delta,91,0,0.000000000000
2020-10-12,Canada,20H.Beta.V2,378,0,0.000000000000
2020-10-12,Canada,20I.Alpha.V1,378,0,0.000000000000
2020-10-12,Canada,20J.Gamma.V3,378,0,0.000000000000
2020-10-12,Canada,21A.Delta,378,0,0.000000000000
2020-10-12,Canada,21C.Epsilon,378,0,0.000000000000
2020-10-12,Canada,21D.Eta,378,0,0.000000000000
2020-10-12,Chile,20J.Gamma.V3,34,0,0.000000000000
2020-10-12,Chile,21G.Lambda,34,0,0.000000000000
2020-10-12,Colombia,20J.Gamma.V3,8,0,0.000000000000
2020-10-12,Czechia,20I.Alpha.V1,32,0,0.000000000000
2020-10-12,Denmark,20I.Alpha.V1,622,0,0.000000000000
2020-10-12,Denmark,21A.Delta,622,0,0.000000000000
2020-10-12,Denmark,21D.Eta,622,0,0.000000000000
2020-10-12,Estonia,20I.Alpha.V1,24,0,0.000000000000
2020-10-12,Finland,20H.Beta.V2,109,0,0.000000000000
2020-10-12,Finland,20I.Alpha.V1,109,0,0.000000000000
2020-10-12,France,20H.Beta.V2,106,0,0.000000000000
2020-10-12,France,20I.Alpha.V1,106,0,0.000000000000
2020-10-12,France,20J.Gamma.V3,106,0,0.000000000000
2020-10-12,France,21A.Delta,106,0,0.000000000000
2020-10-12,France,21D.Eta,106,0,0.000000000000
2020-10-12,Germany,20H.Beta.V2,168,0,0.000000000000
2020-10-12,Germany,20I.Alpha.V1,168,0,0.000000000000
2020-10-12,Germany,20J.Gamma.V3,168,0,0.000000000000
2020-10-12,Germany,21A.Delta,168,0,0.000000000000
2020-10-12,Germany,21D.Eta,168,0,0.000000000000
2020-10-12,Greece,20I.Alpha.V1,19,0,0.000000000000
2020-10-12,Ireland,20I.Alpha.V1,53,0,0.000000000000
2020-10-12,Ireland,21A.Delta,53,0,0.000000000000
2020-10-12,Israel,20H.Beta.V2,0,0,0.000000000000
2020-10-12,Israel,20I.Alpha.V1,0,0,0.000000000000
2020-10-12,Italy,20I.Alpha.V1,50,0,0.000000000000
2020-10-12,Italy,20J.Gamma.V3,50,0,0.000000000000
2020-10-12,Italy,21A.Delta,50,0,0.000000000000
2020-10-12,Italy,21D.Eta,50,0,0.000000000000
2020-10-12,Japan,20I.Alpha.V1,269,0,0.000000000000
2020-10-12,Japan,21A.Delta,269,0,0.000000000000
2020-10-12,Latvia,20I.Alpha.V1,89,0,0.000000000000
2020-10-12,Lithuania,20I.Alpha.V1,1,0,0.000000000000
2020-10-12,Luxembourg,20H.Beta.V2,41,0,0.000000000000
2020-10-12,Luxembourg,20I.Alpha.V1,41,0,0.000000000000
2020-10-12,Mexico,20I.Alpha.V1,12,0,0.000000000000
2020-10-12,Mexico,20J.Gamma.V3,12,0,0.000000000000
2020-10-12,Mexico,21A.Delta,12,0,0.000000000000
2020-10-12,Mexico,21C.Epsilon,12,0,0.000000000000
2020-10-12,Netherlands,20H.Beta.V2,169,0,0.000000000000
2020-10-12,Netherlands,20I.Alpha.V1,169,0,0.000000000000
2020-10-12,Netherlands,20J.Gamma.V3,169,0,0.000000000000
2020-10-12,Netherlands,21A.Delta,169,0,0.000000000000
2020-10-12,Norway,20H.Beta.V2,76,0,0.000000000000
2020-10-12,Norway,20I.Alpha.V1,76,0,0.000000000000
2020-10-12,Slovenia,20I.Alpha.V1,24,0,0.000000000000
2020-10-12,South Korea,20I.Alpha.V1,30,0,0.000000000000
2020-10-12,Spain,20H.Beta.V2,242,0,0.000000000000
2020-10-12,Spain,20I.Alpha.V1,242,0,0.000000000000
2020-10-12,Spain,20J.Gamma.V3,242,0,0.000000000000
2020-10-12,Spain,21A.Delta,242,0,0.000000000000
2020-10-12,Sweden,20H.Beta.V2,20,0,0.000000000000
2020-10-12,Sweden,20I.Alpha.V1,20,0,0.000000000000
2020-10-12,Sweden,21A.Delta,20,0,0.000000000000
2020-10-12,Switzerland,20H.Beta.V2,310,0,0.000000000000
2020-10-12,Switzerland,20I.Alpha.V1,310,0,0.000000000000
2020-10-12,Switzerland,21A.Delta,310,0,0.000000000000
2020-10-12,United Kingdom,20H.Beta.V2,6337,0,0.000000000000
2020-10-12,United Kingdom,20I.Alpha.V1,6337,5,0.000789016884
2020-10-12,United Kingdom,21A.Delta,6337,0,0.000000000000
2020-10-12,United Kingdom,21B.Kappa,6337,0,0.000000000000
2020-10-12,United Kingdom,21D.Eta,6337,0,0.000000000000
2020-10-12,United States,20H.Beta.V2,1939,0,0.000000000000
2020-10-12,United States,20I.Alpha.V1,1939,0,0.000000000000
2020-10-12,United States,20J.Gamma.V3,1939,0,0.000000000000
2020-10-12,United States,21A.Delta,1939,0,0.000000000000
2020-10-12,United States,21B.Kappa,1939,0,0.000000000000
2020-10-12,United States,21C.Epsilon,1939,3,0.001547189272
2020-10-12,United States,21D.Eta,1939,0,0.000000000000
2020-10-12,United States,21F.Iota,1939,0,0.000000000000
2020-10-12,United States,21G.Lambda,1939,0,0.000000000000
