tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-07-20,Argentina,20J.Gamma.V3,37,0,0.000000000000
2020-07-20,Australia,20I.Alpha.V1,1508,0,0.000000000000
2020-07-20,Australia,21A.Delta,1508,0,0.000000000000
2020-07-20,Austria,20H.Beta.V2,6,0,0.000000000000
2020-07-20,Austria,20I.Alpha.V1,6,0,0.000000000000
2020-07-20,Austria,21A.Delta,6,0,0.000000000000
2020-07-20,Bangladesh,20H.Beta.V2,59,0,0.000000000000
2020-07-20,Belgium,20H.Beta.V2,34,0,0.000000000000
2020-07-20,Belgium,20I.Alpha.V1,34,0,0.000000000000
2020-07-20,Belgium,20J.Gamma.V3,34,0,0.000000000000
2020-07-20,Belgium,21A.Delta,34,0,0.000000000000
2020-07-20,Brazil,20I.Alpha.V1,63,0,0.000000000000
2020-07-20,Brazil,20J.Gamma.V3,63,0,0.000000000000
2020-07-20,Canada,20H.Beta.V2,93,0,0.000000000000
2020-07-20,Canada,20I.Alpha.V1,93,0,0.000000000000
2020-07-20,Canada,20J.Gamma.V3,93,0,0.000000000000
2020-07-20,Canada,21A.Delta,93,0,0.000000000000
2020-07-20,Canada,21C.Epsilon,93,0,0.000000000000
2020-07-20,Canada,21D.Eta,93,0,0.000000000000
2020-07-20,Chile,20J.Gamma.V3,21,0,0.000000000000
2020-07-20,Chile,21G.Lambda,21,0,0.000000000000
2020-07-20,Colombia,20J.Gamma.V3,9,0,0.000000000000
2020-07-20,Czechia,20I.Alpha.V1,6,0,0.000000000000
2020-07-20,Denmark,20I.Alpha.V1,58,0,0.000000000000
2020-07-20,Denmark,21A.Delta,58,0,0.000000000000
2020-07-20,Denmark,21D.Eta,58,0,0.000000000000
2020-07-20,France,20H.Beta.V2,29,0,0.000000000000
2020-07-20,France,20I.Alpha.V1,29,0,0.000000000000
2020-07-20,France,20J.Gamma.V3,29,0,0.000000000000
2020-07-20,France,21A.Delta,29,0,0.000000000000
2020-07-20,France,21D.Eta,29,0,0.000000000000
2020-07-20,Germany,20H.Beta.V2,22,0,0.000000000000
2020-07-20,Germany,20I.Alpha.V1,22,0,0.000000000000
2020-07-20,Germany,20J.Gamma.V3,22,0,0.000000000000
2020-07-20,Germany,21A.Delta,22,0,0.000000000000
2020-07-20,Germany,21D.Eta,22,0,0.000000000000
2020-07-20,Ghana,20I.Alpha.V1,11,0,0.000000000000
2020-07-20,Greece,20I.Alpha.V1,0,0,0.000000000000
2020-07-20,India,20I.Alpha.V1,147,0,0.000000000000
2020-07-20,India,21A.Delta,147,0,0.000000000000
2020-07-20,India,21B.Kappa,147,0,0.000000000000
