tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-06-21,Australia,20I.Alpha.V1,92,8,0.086956521739
2021-06-21,Australia,21A.Delta,92,70,0.760869565217
2021-06-21,Austria,20H.Beta.V2,306,0,0.000000000000
2021-06-21,Austria,20I.Alpha.V1,306,131,0.428104575163
2021-06-21,Austria,21A.Delta,306,164,0.535947712418
2021-06-21,Bangladesh,20H.Beta.V2,28,2,0.071428571428
2021-06-21,Belgium,20H.Beta.V2,612,4,0.006535947712
2021-06-21,Belgium,20I.Alpha.V1,612,383,0.625816993464
2021-06-21,Belgium,20J.Gamma.V3,612,41,0.066993464052
2021-06-21,Belgium,21A.Delta,612,170,0.277777777777
2021-06-21,Botswana,20H.Beta.V2,79,22,0.278481012658
2021-06-21,Brazil,20I.Alpha.V1,272,1,0.003676470588
2021-06-21,Brazil,20J.Gamma.V3,272,260,0.955882352941
2021-06-21,Bulgaria,20I.Alpha.V1,50,32,0.640000000000
2021-06-21,Cambodia,20I.Alpha.V1,32,22,0.687500000000
2021-06-21,Chile,20J.Gamma.V3,238,174,0.731092436974
2021-06-21,Chile,21G.Lambda,238,53,0.222689075630
2021-06-21,Curacao,20I.Alpha.V1,3,1,0.333333333333
2021-06-21,Czechia,20I.Alpha.V1,43,34,0.790697674418
2021-06-21,Denmark,20I.Alpha.V1,1165,950,0.815450643776
2021-06-21,Denmark,21A.Delta,1165,207,0.177682403433
2021-06-21,Denmark,21D.Eta,1165,0,0.000000000000
2021-06-21,France,20H.Beta.V2,830,114,0.137349397590
2021-06-21,France,20I.Alpha.V1,830,377,0.454216867469
2021-06-21,France,20J.Gamma.V3,830,45,0.054216867469
2021-06-21,France,21A.Delta,830,259,0.312048192771
2021-06-21,France,21D.Eta,830,7,0.008433734939
2021-06-21,Germany,20H.Beta.V2,1511,9,0.005956320317
2021-06-21,Germany,20I.Alpha.V1,1511,862,0.570483123759
2021-06-21,Germany,20J.Gamma.V3,1511,38,0.025148908007
2021-06-21,Germany,21A.Delta,1511,517,0.342157511581
2021-06-21,Germany,21D.Eta,1511,8,0.005294506949
2021-06-21,India,20I.Alpha.V1,293,0,0.000000000000
2021-06-21,India,21A.Delta,293,278,0.948805460750
2021-06-21,India,21B.Kappa,293,2,0.006825938566
2021-06-21,Indonesia,21A.Delta,167,147,0.880239520958
2021-06-21,Ireland,20I.Alpha.V1,569,340,0.597539543057
2021-06-21,Ireland,21A.Delta,569,214,0.376098418277
2021-06-21,Israel,20I.Alpha.V1,156,2,0.012820512820
2021-06-21,Italy,20I.Alpha.V1,728,358,0.491758241758
2021-06-21,Italy,20J.Gamma.V3,728,93,0.127747252747
2021-06-21,Italy,21A.Delta,728,232,0.318681318681
2021-06-21,Italy,21D.Eta,728,6,0.008241758241
2021-06-21,Japan,20I.Alpha.V1,122,90,0.737704918032
2021-06-21,Japan,21A.Delta,122,26,0.213114754098
2021-06-21,Lithuania,20I.Alpha.V1,98,87,0.887755102040
2021-06-21,Mexico,20I.Alpha.V1,777,118,0.151866151866
2021-06-21,Mexico,20J.Gamma.V3,777,245,0.315315315315
