tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-01-04,Angola,20H.Beta.V2,7,0,0.000000000000
2021-01-04,Argentina,20J.Gamma.V3,13,0,0.000000000000
2021-01-04,Australia,20I.Alpha.V1,87,11,0.126436781609
2021-01-04,Australia,21A.Delta,87,0,0.000000000000
2021-01-04,Austria,20H.Beta.V2,159,2,0.012578616352
2021-01-04,Austria,20I.Alpha.V1,159,22,0.138364779874
2021-01-04,Austria,21A.Delta,159,0,0.000000000000
2021-01-04,Bangladesh,20H.Beta.V2,20,0,0.000000000000
2021-01-04,Belgium,20H.Beta.V2,200,4,0.020000000000
2021-01-04,Belgium,20I.Alpha.V1,200,45,0.225000000000
2021-01-04,Belgium,20J.Gamma.V3,200,0,0.000000000000
2021-01-04,Belgium,21A.Delta,200,0,0.000000000000
2021-01-04,Botswana,20H.Beta.V2,7,3,0.428571428571
2021-01-04,Brazil,20I.Alpha.V1,297,7,0.023569023569
2021-01-04,Brazil,20J.Gamma.V3,297,65,0.218855218855
2021-01-04,Bulgaria,20I.Alpha.V1,30,6,0.200000000000
2021-01-04,Canada,20H.Beta.V2,882,4,0.004535147392
2021-01-04,Canada,20I.Alpha.V1,882,7,0.007936507936
2021-01-04,Canada,20J.Gamma.V3,882,0,0.000000000000
2021-01-04,Canada,21A.Delta,882,0,0.000000000000
2021-01-04,Canada,21C.Epsilon,882,5,0.005668934240
2021-01-04,Canada,21D.Eta,882,0,0.000000000000
2021-01-04,Chile,20J.Gamma.V3,35,0,0.000000000000
2021-01-04,Chile,21G.Lambda,35,0,0.000000000000
2021-01-04,Colombia,20J.Gamma.V3,44,1,0.022727272727
2021-01-04,Croatia,20I.Alpha.V1,6,0,0.000000000000
2021-01-04,Curacao,20I.Alpha.V1,3,0,0.000000000000
2021-01-04,Czechia,20I.Alpha.V1,60,19,0.316666666666
2021-01-04,Denmark,20I.Alpha.V1,4029,105,0.026061057334
2021-01-04,Denmark,21A.Delta,4029,0,0.000000000000
2021-01-04,Denmark,21D.Eta,4029,0,0.000000000000
2021-01-04,Estonia,20I.Alpha.V1,18,2,0.111111111111
2021-01-04,Finland,20H.Beta.V2,103,1,0.009708737864
