tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-01-25,Angola,20H.Beta.V2,24,2,0.083333333333
2021-01-25,Argentina,20J.Gamma.V3,11,0,0.000000000000
2021-01-25,Aruba,20I.Alpha.V1,29,1,0.034482758620
2021-01-25,Australia,20I.Alpha.V1,37,15,0.405405405405
2021-01-25,Australia,21A.Delta,37,0,0.000000000000
2021-01-25,Austria,20H.Beta.V2,150,43,0.286666666666
2021-01-25,Austria,20I.Alpha.V1,150,43,0.286666666666
2021-01-25,Austria,21A.Delta,150,0,0.000000000000
2021-01-25,Bangladesh,20H.Beta.V2,29,0,0.000000000000
2021-01-25,Belgium,20H.Beta.V2,747,26,0.034805890227
2021-01-25,Belgium,20I.Alpha.V1,747,297,0.397590361445
2021-01-25,Belgium,20J.Gamma.V3,747,0,0.000000000000
2021-01-25,Belgium,21A.Delta,747,0,0.000000000000
2021-01-25,Botswana,20H.Beta.V2,29,26,0.896551724137
2021-01-25,Brazil,20I.Alpha.V1,379,12,0.031662269129
2021-01-25,Brazil,20J.Gamma.V3,379,113,0.298153034300
2021-01-25,Bulgaria,20I.Alpha.V1,62,43,0.693548387096
2021-01-25,Canada,20H.Beta.V2,1132,8,0.007067137809
2021-01-25,Canada,20I.Alpha.V1,1132,34,0.030035335689
2021-01-25,Canada,20J.Gamma.V3,1132,0,0.000000000000
2021-01-25,Canada,21A.Delta,1132,0,0.000000000000
2021-01-25,Canada,21C.Epsilon,1132,8,0.007067137809
2021-01-25,Canada,21D.Eta,1132,1,0.000883392226
2021-01-25,Chile,20J.Gamma.V3,21,0,0.000000000000
2021-01-25,Chile,21G.Lambda,21,1,0.047619047619
2021-01-25,Colombia,20J.Gamma.V3,32,4,0.125000000000
2021-01-25,Croatia,20I.Alpha.V1,28,4,0.142857142857
2021-01-25,Curacao,20I.Alpha.V1,9,0,0.000000000000
2021-01-25,Czechia,20I.Alpha.V1,78,46,0.589743589743
2021-01-25,Denmark,20I.Alpha.V1,3526,427,0.121100397050
2021-01-25,Denmark,21A.Delta,3526,0,0.000000000000
2021-01-25,Denmark,21D.Eta,3526,8,0.002268859897
2021-01-25,Estonia,20I.Alpha.V1,13,0,0.000000000000
2021-01-25,Finland,20H.Beta.V2,420,5,0.011904761904
2021-01-25,Finland,20I.Alpha.V1,420,156,0.371428571428
2021-01-25,France,20H.Beta.V2,1188,134,0.112794612794
2021-01-25,France,20I.Alpha.V1,1188,429,0.361111111111
2021-01-25,France,20J.Gamma.V3,1188,3,0.002525252525
2021-01-25,France,21A.Delta,1188,0,0.000000000000
2021-01-25,France,21D.Eta,1188,2,0.001683501683
2021-01-25,Germany,20H.Beta.V2,1967,13,0.006609049313
2021-01-25,Germany,20I.Alpha.V1,1967,243,0.123538383324
