tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-09-14,Argentina,20J.Gamma.V3,18,0,0.000000000000
2020-09-14,Australia,20I.Alpha.V1,294,0,0.000000000000
2020-09-14,Australia,21A.Delta,294,0,0.000000000000
2020-09-14,Austria,20H.Beta.V2,14,0,0.000000000000
2020-09-14,Austria,20I.Alpha.V1,14,0,0.000000000000
2020-09-14,Austria,21A.Delta,14,0,0.000000000000
2020-09-14,Bangladesh,20H.Beta.V2,6,0,0.000000000000
2020-09-14,Belgium,20H.Beta.V2,70,0,0.000000000000
2020-09-14,Belgium,20I.Alpha.V1,70,0,0.000000000000
2020-09-14,Belgium,20J.Gamma.V3,70,0,0.000000000000
2020-09-14,Belgium,21A.Delta,70,0,0.000000000000
2020-09-14,Brazil,20I.Alpha.V1,53,0,0.000000000000
2020-09-14,Brazil,20J.Gamma.V3,53,0,0.000000000000
2020-09-14,Bulgaria,20I.Alpha.V1,2,0,0.000000000000
2020-09-14,Canada,20H.Beta.V2,325,0,0.000000000000
2020-09-14,Canada,20I.Alpha.V1,325,0,0.000000000000
2020-09-14,Canada,20J.Gamma.V3,325,0,0.000000000000
2020-09-14,Canada,21A.Delta,325,0,0.000000000000
2020-09-14,Canada,21C.Epsilon,325,0,0.000000000000
2020-09-14,Canada,21D.Eta,325,0,0.000000000000
2020-09-14,Chile,20J.Gamma.V3,20,0,0.000000000000
2020-09-14,Chile,21G.Lambda,20,0,0.000000000000
2020-09-14,Croatia,20I.Alpha.V1,4,0,0.000000000000
2020-09-14,Czechia,20I.Alpha.V1,7,0,0.000000000000
2020-09-14,Denmark,20I.Alpha.V1,531,0,0.000000000000
2020-09-14,Denmark,21A.Delta,531,0,0.000000000000
2020-09-14,Denmark,21D.Eta,531,0,0.000000000000
2020-09-14,Estonia,20I.Alpha.V1,20,0,0.000000000000
2020-09-14,Finland,20H.Beta.V2,17,0,0.000000000000
2020-09-14,Finland,20I.Alpha.V1,17,0,0.000000000000
2020-09-14,France,20H.Beta.V2,100,0,0.000000000000
2020-09-14,France,20I.Alpha.V1,100,0,0.000000000000
2020-09-14,France,20J.Gamma.V3,100,0,0.000000000000
2020-09-14,France,21A.Delta,100,0,0.000000000000
2020-09-14,France,21D.Eta,100,0,0.000000000000
2020-09-14,Germany,20H.Beta.V2,82,0,0.000000000000
2020-09-14,Germany,20I.Alpha.V1,82,0,0.000000000000
2020-09-14,Germany,20J.Gamma.V3,82,0,0.000000000000
2020-09-14,Germany,21A.Delta,82,0,0.000000000000
2020-09-14,Germany,21D.Eta,82,0,0.000000000000
2020-09-14,Greece,20I.Alpha.V1,14,0,0.000000000000
2020-09-14,India,20I.Alpha.V1,195,0,0.000000000000
2020-09-14,India,21A.Delta,195,0,0.000000000000
2020-09-14,India,21B.Kappa,195,0,0.000000000000
2020-09-14,Indonesia,21A.Delta,13,0,0.000000000000
2020-09-14,Ireland,20I.Alpha.V1,49,0,0.000000000000
2020-09-14,Ireland,21A.Delta,49,0,0.000000000000
2020-09-14,Israel,20H.Beta.V2,0,0,0.000000000000
2020-09-14,Israel,20I.Alpha.V1,0,0,0.000000000000
2020-09-14,Italy,20I.Alpha.V1,78,0,0.000000000000
2020-09-14,Italy,20J.Gamma.V3,78,0,0.000000000000
2020-09-14,Italy,21A.Delta,78,0,0.000000000000
2020-09-14,Italy,21D.Eta,78,0,0.000000000000
2020-09-14,Japan,20I.Alpha.V1,342,0,0.000000000000
2020-09-14,Japan,21A.Delta,342,0,0.000000000000
2020-09-14,Latvia,20I.Alpha.V1,15,0,0.000000000000
2020-09-14,Luxembourg,20H.Beta.V2,4,0,0.000000000000
2020-09-14,Luxembourg,20I.Alpha.V1,4,0,0.000000000000
2020-09-14,Mexico,20I.Alpha.V1,19,0,0.000000000000
2020-09-14,Mexico,20J.Gamma.V3,19,0,0.000000000000
2020-09-14,Mexico,21A.Delta,19,0,0.000000000000
2020-09-14,Mexico,21C.Epsilon,19,0,0.000000000000
2020-09-14,Mozambique,20H.Beta.V2,2,0,0.000000000000
2020-09-14,Netherlands,20H.Beta.V2,86,0,0.000000000000
2020-09-14,Netherlands,20I.Alpha.V1,86,0,0.000000000000
2020-09-14,Netherlands,20J.Gamma.V3,86,0,0.000000000000
2020-09-14,Netherlands,21A.Delta,86,0,0.000000000000
2020-09-14,Norway,20H.Beta.V2,30,0,0.000000000000
2020-09-14,Norway,20I.Alpha.V1,30,0,0.000000000000
2020-09-14,Philippines,20H.Beta.V2,0,0,0.000000000000
2020-09-14,Philippines,20I.Alpha.V1,0,0,0.000000000000
2020-09-14,Poland,20I.Alpha.V1,2,0,0.000000000000
2020-09-14,Qatar,20H.Beta.V2,15,0,0.000000000000
2020-09-14,Romania,20I.Alpha.V1,1,0,0.000000000000
2020-09-14,Russia,20I.Alpha.V1,74,0,0.000000000000
2020-09-14,Russia,21A.Delta,74,0,0.000000000000
2020-09-14,Singapore,21A.Delta,8,0,0.000000000000
2020-09-14,Slovakia,20I.Alpha.V1,3,0,0.000000000000
2020-09-14,Slovenia,20I.Alpha.V1,59,0,0.000000000000
2020-09-14,South Africa,20H.Beta.V2,153,25,0.163398692810
2020-09-14,South Africa,21A.Delta,153,0,0.000000000000
2020-09-14,South Korea,20I.Alpha.V1,32,0,0.000000000000
2020-09-14,Spain,20H.Beta.V2,211,0,0.000000000000
2020-09-14,Spain,20I.Alpha.V1,211,0,0.000000000000
2020-09-14,Spain,20J.Gamma.V3,211,0,0.000000000000
2020-09-14,Spain,21A.Delta,211,0,0.000000000000
2020-09-14,Sweden,20H.Beta.V2,23,0,0.000000000000
2020-09-14,Sweden,20I.Alpha.V1,23,0,0.000000000000
2020-09-14,Sweden,21A.Delta,23,0,0.000000000000
2020-09-14,Switzerland,20H.Beta.V2,113,0,0.000000000000
2020-09-14,Switzerland,20I.Alpha.V1,113,0,0.000000000000
2020-09-14,Switzerland,21A.Delta,113,0,0.000000000000
2020-09-14,Thailand,20I.Alpha.V1,0,0,0.000000000000
2020-09-14,Trinidad and Tobago,20J.Gamma.V3,2,0,0.000000000000
2020-09-14,Turkey,20H.Beta.V2,6,0,0.000000000000
2020-09-14,Turkey,20I.Alpha.V1,6,0,0.000000000000
2020-09-14,United Kingdom,20H.Beta.V2,3289,0,0.000000000000
2020-09-14,United Kingdom,20I.Alpha.V1,3289,0,0.000000000000
2020-09-14,United Kingdom,21A.Delta,3289,0,0.000000000000
2020-09-14,United Kingdom,21B.Kappa,3289,0,0.000000000000
2020-09-14,United Kingdom,21D.Eta,3289,0,0.000000000000
2020-09-14,United States,20H.Beta.V2,1721,0,0.000000000000
2020-09-14,United States,20I.Alpha.V1,1721,0,0.000000000000
2020-09-14,United States,20J.Gamma.V3,1721,0,0.000000000000
2020-09-14,United States,21A.Delta,1721,0,0.000000000000
2020-09-14,United States,21B.Kappa,1721,0,0.000000000000
2020-09-14,United States,21C.Epsilon,1721,2,0.001162115049
2020-09-14,United States,21D.Eta,1721,0,0.000000000000
2020-09-14,United States,21F.Iota,1721,0,0.000000000000
2020-09-14,United States,21G.Lambda,1721,0,0.000000000000
