tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-08-24,Angola,20H.Beta.V2,0,0,0.000000000000
2020-08-24,Argentina,20J.Gamma.V3,49,0,0.000000000000
2020-08-24,Aruba,20I.Alpha.V1,0,0,0.000000000000
2020-08-24,Australia,20I.Alpha.V1,941,0,0.000000000000
2020-08-24,Australia,21A.Delta,941,0,0.000000000000
2020-08-24,Austria,20H.Beta.V2,14,0,0.000000000000
2020-08-24,Austria,20I.Alpha.V1,14,0,0.000000000000
2020-08-24,Austria,21A.Delta,14,0,0.000000000000
2020-08-24,Bangladesh,20H.Beta.V2,10,0,0.000000000000
2020-08-24,Belgium,20H.Beta.V2,33,0,0.000000000000
2020-08-24,Belgium,20I.Alpha.V1,33,0,0.000000000000
2020-08-24,Belgium,20J.Gamma.V3,33,0,0.000000000000
2020-08-24,Belgium,21A.Delta,33,0,0.000000000000
2020-08-24,Brazil,20I.Alpha.V1,67,0,0.000000000000
2020-08-24,Brazil,20J.Gamma.V3,67,0,0.000000000000
2020-08-24,Bulgaria,20I.Alpha.V1,1,0,0.000000000000
2020-08-24,Canada,20H.Beta.V2,320,0,0.000000000000
2020-08-24,Canada,20I.Alpha.V1,320,0,0.000000000000
2020-08-24,Canada,20J.Gamma.V3,320,0,0.000000000000
2020-08-24,Canada,21A.Delta,320,0,0.000000000000
2020-08-24,Canada,21C.Epsilon,320,0,0.000000000000
2020-08-24,Canada,21D.Eta,320,0,0.000000000000
2020-08-24,Chile,20J.Gamma.V3,29,0,0.000000000000
2020-08-24,Chile,21G.Lambda,29,0,0.000000000000
2020-08-24,Colombia,20J.Gamma.V3,3,0,0.000000000000
2020-08-24,Croatia,20I.Alpha.V1,1,0,0.000000000000
2020-08-24,Czechia,20I.Alpha.V1,6,0,0.000000000000
2020-08-24,Denmark,20I.Alpha.V1,327,0,0.000000000000
2020-08-24,Denmark,21A.Delta,327,0,0.000000000000
2020-08-24,Denmark,21D.Eta,327,0,0.000000000000
2020-08-24,Finland,20H.Beta.V2,7,0,0.000000000000
2020-08-24,Finland,20I.Alpha.V1,7,0,0.000000000000
2020-08-24,France,20H.Beta.V2,121,0,0.000000000000
2020-08-24,France,20I.Alpha.V1,121,0,0.000000000000
2020-08-24,France,20J.Gamma.V3,121,0,0.000000000000
2020-08-24,France,21A.Delta,121,0,0.000000000000
2020-08-24,France,21D.Eta,121,0,0.000000000000
2020-08-24,Germany,20H.Beta.V2,84,0,0.000000000000
2020-08-24,Germany,20I.Alpha.V1,84,0,0.000000000000
2020-08-24,Germany,20J.Gamma.V3,84,0,0.000000000000
2020-08-24,Germany,21A.Delta,84,0,0.000000000000
2020-08-24,Germany,21D.Eta,84,0,0.000000000000
2020-08-24,Ghana,20I.Alpha.V1,7,0,0.000000000000
2020-08-24,Greece,20I.Alpha.V1,2,0,0.000000000000
2020-08-24,India,20I.Alpha.V1,132,0,0.000000000000
2020-08-24,India,21A.Delta,132,0,0.000000000000
2020-08-24,India,21B.Kappa,132,0,0.000000000000
2020-08-24,Indonesia,21A.Delta,12,0,0.000000000000
2020-08-24,Italy,20I.Alpha.V1,45,0,0.000000000000
2020-08-24,Italy,20J.Gamma.V3,45,0,0.000000000000
2020-08-24,Italy,21A.Delta,45,0,0.000000000000
2020-08-24,Italy,21D.Eta,45,0,0.000000000000
2020-08-24,Japan,20I.Alpha.V1,744,0,0.000000000000
2020-08-24,Japan,21A.Delta,744,0,0.000000000000
2020-08-24,Kenya,20I.Alpha.V1,15,0,0.000000000000
2020-08-24,Latvia,20I.Alpha.V1,7,0,0.000000000000
2020-08-24,Lithuania,20I.Alpha.V1,7,0,0.000000000000
2020-08-24,Luxembourg,20H.Beta.V2,4,0,0.000000000000
2020-08-24,Luxembourg,20I.Alpha.V1,4,0,0.000000000000
2020-08-24,Mexico,20I.Alpha.V1,41,0,0.000000000000
2020-08-24,Mexico,20J.Gamma.V3,41,0,0.000000000000
2020-08-24,Mexico,21A.Delta,41,0,0.000000000000
2020-08-24,Mexico,21C.Epsilon,41,0,0.000000000000
2020-08-24,Mozambique,20H.Beta.V2,2,1,0.500000000000
2020-08-24,Netherlands,20H.Beta.V2,64,0,0.000000000000
2020-08-24,Netherlands,20I.Alpha.V1,64,0,0.000000000000
2020-08-24,Netherlands,20J.Gamma.V3,64,0,0.000000000000
2020-08-24,Netherlands,21A.Delta,64,0,0.000000000000
2020-08-24,Nigeria,21D.Eta,3,0,0.000000000000
2020-08-24,Norway,20H.Beta.V2,22,0,0.000000000000
2020-08-24,Norway,20I.Alpha.V1,22,0,0.000000000000
