tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2020-08-17,Argentina,20J.Gamma.V3,46,0,0.000000000000
2020-08-17,Australia,20I.Alpha.V1,1204,0,0.000000000000
2020-08-17,Australia,21A.Delta,1204,0,0.000000000000
2020-08-17,Austria,20H.Beta.V2,11,0,0.000000000000
2020-08-17,Austria,20I.Alpha.V1,11,0,0.000000000000
2020-08-17,Austria,21A.Delta,11,0,0.000000000000
2020-08-17,Bangladesh,20H.Beta.V2,11,0,0.000000000000
2020-08-17,Belgium,20H.Beta.V2,49,0,0.000000000000
2020-08-17,Belgium,20I.Alpha.V1,49,0,0.000000000000
2020-08-17,Belgium,20J.Gamma.V3,49,0,0.000000000000
2020-08-17,Belgium,21A.Delta,49,0,0.000000000000
2020-08-17,Brazil,20I.Alpha.V1,79,0,0.000000000000
2020-08-17,Brazil,20J.Gamma.V3,79,0,0.000000000000
2020-08-17,Bulgaria,20I.Alpha.V1,2,0,0.000000000000
2020-08-17,Canada,20H.Beta.V2,278,0,0.000000000000
2020-08-17,Canada,20I.Alpha.V1,278,0,0.000000000000
2020-08-17,Canada,20J.Gamma.V3,278,0,0.000000000000
2020-08-17,Canada,21A.Delta,278,0,0.000000000000
2020-08-17,Canada,21C.Epsilon,278,0,0.000000000000
2020-08-17,Canada,21D.Eta,278,0,0.000000000000
2020-08-17,Chile,20J.Gamma.V3,21,0,0.000000000000
2020-08-17,Chile,21G.Lambda,21,0,0.000000000000
2020-08-17,Colombia,20J.Gamma.V3,4,0,0.000000000000
2020-08-17,Croatia,20I.Alpha.V1,0,0,0.000000000000
2020-08-17,Czechia,20I.Alpha.V1,9,0,0.000000000000
2020-08-17,Denmark,20I.Alpha.V1,262,0,0.000000000000
2020-08-17,Denmark,21A.Delta,262,0,0.000000000000
2020-08-17,Denmark,21D.Eta,262,0,0.000000000000
2020-08-17,Finland,20H.Beta.V2,5,0,0.000000000000
2020-08-17,Finland,20I.Alpha.V1,5,0,0.000000000000
2020-08-17,France,20H.Beta.V2,115,0,0.000000000000
2020-08-17,France,20I.Alpha.V1,115,0,0.000000000000
2020-08-17,France,20J.Gamma.V3,115,0,0.000000000000
