tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-07-12,Australia,20I.Alpha.V1,81,7,0.086419753086
2021-07-12,Australia,21A.Delta,81,73,0.901234567901
2021-07-12,Belgium,20H.Beta.V2,426,0,0.000000000000
2021-07-12,Belgium,20I.Alpha.V1,426,102,0.239436619718
2021-07-12,Belgium,20J.Gamma.V3,426,14,0.032863849765
2021-07-12,Belgium,21A.Delta,426,302,0.708920187793
2021-07-12,Denmark,20I.Alpha.V1,1373,128,0.093226511289
2021-07-12,Denmark,21A.Delta,1373,1237,0.900946831755
2021-07-12,Denmark,21D.Eta,1373,0,0.000000000000
2021-07-12,Germany,20H.Beta.V2,393,0,0.000000000000
2021-07-12,Germany,20I.Alpha.V1,393,86,0.218829516539
2021-07-12,Germany,20J.Gamma.V3,393,11,0.027989821882
2021-07-12,Germany,21A.Delta,393,281,0.715012722646
2021-07-12,Germany,21D.Eta,393,1,0.002544529262
2021-07-12,Italy,20I.Alpha.V1,550,136,0.247272727272
2021-07-12,Italy,20J.Gamma.V3,550,38,0.069090909090
2021-07-12,Italy,21A.Delta,550,362,0.658181818181
2021-07-12,Italy,21D.Eta,550,1,0.001818181818
2021-07-12,Japan,20I.Alpha.V1,39,13,0.333333333333
2021-07-12,Japan,21A.Delta,39,23,0.589743589743
2021-07-12,Netherlands,20H.Beta.V2,153,0,0.000000000000
2021-07-12,Netherlands,20I.Alpha.V1,153,57,0.372549019607
2021-07-12,Netherlands,20J.Gamma.V3,153,0,0.000000000000
2021-07-12,Netherlands,21A.Delta,153,91,0.594771241830
2021-07-12,Spain,20H.Beta.V2,295,24,0.081355932203
2021-07-12,Spain,20I.Alpha.V1,295,53,0.179661016949
2021-07-12,Spain,20J.Gamma.V3,295,7,0.023728813559
2021-07-12,Spain,21A.Delta,295,200,0.677966101694
2021-07-12,Switzerland,20H.Beta.V2,141,0,0.000000000000
2021-07-12,Switzerland,20I.Alpha.V1,141,25,0.177304964539
2021-07-12,Switzerland,21A.Delta,141,104,0.737588652482
2021-07-12,United States,20H.Beta.V2,1580,0,0.000000000000
2021-07-12,United States,20I.Alpha.V1,1580,235,0.148734177215
2021-07-12,United States,20J.Gamma.V3,1580,82,0.051898734177
2021-07-12,United States,21A.Delta,1580,1195,0.756329113924
2021-07-12,United States,21B.Kappa,1580,0,0.000000000000
2021-07-12,United States,21C.Epsilon,1580,1,0.000632911392
2021-07-12,United States,21D.Eta,1580,0,0.000000000000
2021-07-12,United States,21F.Iota,1580,15,0.009493670886
2021-07-12,United States,21G.Lambda,1580,3,0.001898734177
