tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-06-28,Aruba,20I.Alpha.V1,8,0,0.000000000000
2021-06-28,Australia,20I.Alpha.V1,134,10,0.074626865671
2021-06-28,Australia,21A.Delta,134,116,0.865671641791
2021-06-28,Austria,20H.Beta.V2,189,0,0.000000000000
2021-06-28,Austria,20I.Alpha.V1,189,72,0.380952380952
2021-06-28,Austria,21A.Delta,189,111,0.587301587301
2021-06-28,Bangladesh,20H.Beta.V2,28,0,0.000000000000
2021-06-28,Belgium,20H.Beta.V2,516,2,0.003875968992
2021-06-28,Belgium,20I.Alpha.V1,516,236,0.457364341085
2021-06-28,Belgium,20J.Gamma.V3,516,19,0.036821705426
2021-06-28,Belgium,21A.Delta,516,246,0.476744186046
2021-06-28,Botswana,20H.Beta.V2,84,17,0.202380952380
2021-06-28,Brazil,20I.Alpha.V1,125,0,0.000000000000
2021-06-28,Brazil,20J.Gamma.V3,125,117,0.936000000000
2021-06-28,Bulgaria,20I.Alpha.V1,47,25,0.531914893617
2021-06-28,Chile,20J.Gamma.V3,189,135,0.714285714285
2021-06-28,Chile,21G.Lambda,189,46,0.243386243386
2021-06-28,Czechia,20I.Alpha.V1,23,15,0.652173913043
2021-06-28,Denmark,20I.Alpha.V1,1089,498,0.457300275482
2021-06-28,Denmark,21A.Delta,1089,582,0.534435261707
2021-06-28,Denmark,21D.Eta,1089,0,0.000000000000
2021-06-28,France,20H.Beta.V2,861,101,0.117305458768
2021-06-28,France,20I.Alpha.V1,861,265,0.307781649245
2021-06-28,France,20J.Gamma.V3,861,59,0.068524970963
2021-06-28,France,21A.Delta,861,408,0.473867595818
2021-06-28,France,21D.Eta,861,5,0.005807200929
2021-06-28,Germany,20H.Beta.V2,1075,5,0.004651162790
2021-06-28,Germany,20I.Alpha.V1,1075,435,0.404651162790
2021-06-28,Germany,20J.Gamma.V3,1075,29,0.026976744186
2021-06-28,Germany,21A.Delta,1075,553,0.514418604651
2021-06-28,Germany,21D.Eta,1075,5,0.004651162790
2021-06-28,India,20I.Alpha.V1,156,0,0.000000000000
2021-06-28,India,21A.Delta,156,150,0.961538461538
2021-06-28,India,21B.Kappa,156,1,0.006410256410
2021-06-28,Indonesia,21A.Delta,131,120,0.916030534351
2021-06-28,Ireland,20I.Alpha.V1,439,179,0.407744874715
2021-06-28,Ireland,21A.Delta,439,249,0.567198177676
2021-06-28,Italy,20I.Alpha.V1,821,354,0.431181485992
2021-06-28,Italy,20J.Gamma.V3,821,100,0.121802679658
2021-06-28,Italy,21A.Delta,821,325,0.395858708891
2021-06-28,Italy,21D.Eta,821,4,0.004872107186
2021-06-28,Japan,20I.Alpha.V1,77,40,0.519480519480
2021-06-28,Japan,21A.Delta,77,31,0.402597402597
2021-06-28,Mexico,20I.Alpha.V1,655,73,0.111450381679
2021-06-28,Mexico,20J.Gamma.V3,655,165,0.251908396946
2021-06-28,Mexico,21A.Delta,655,258,0.393893129770
2021-06-28,Mexico,21C.Epsilon,655,2,0.003053435114
2021-06-28,Netherlands,20H.Beta.V2,621,0,0.000000000000
2021-06-28,Netherlands,20I.Alpha.V1,621,362,0.582930756843
2021-06-28,Netherlands,20J.Gamma.V3,621,6,0.009661835748
2021-06-28,Netherlands,21A.Delta,621,236,0.380032206119
2021-06-28,Nigeria,21D.Eta,3,0,0.000000000000
2021-06-28,Norway,20H.Beta.V2,207,0,0.000000000000
2021-06-28,Norway,20I.Alpha.V1,207,134,0.647342995169
2021-06-28,Poland,20I.Alpha.V1,76,55,0.723684210526
2021-06-28,Portugal,20I.Alpha.V1,497,74,0.148893360160
2021-06-28,Portugal,21A.Delta,497,411,0.826961770623
2021-06-28,Romania,20I.Alpha.V1,7,3,0.428571428571
2021-06-28,Singapore,21A.Delta,82,78,0.951219512195
2021-06-28,Slovakia,20I.Alpha.V1,66,56,0.848484848484
2021-06-28,Slovenia,20I.Alpha.V1,93,79,0.849462365591
2021-06-28,South Africa,20H.Beta.V2,305,31,0.101639344262
2021-06-28,South Africa,21A.Delta,305,229,0.750819672131
2021-06-28,South Korea,20I.Alpha.V1,100,5,0.050000000000
2021-06-28,Spain,20H.Beta.V2,897,61,0.068004459308
2021-06-28,Spain,20I.Alpha.V1,897,342,0.381270903010
2021-06-28,Spain,20J.Gamma.V3,897,35,0.039018952062
2021-06-28,Spain,21A.Delta,897,391,0.435897435897
2021-06-28,Sweden,20H.Beta.V2,1035,4,0.003864734299
2021-06-28,Sweden,20I.Alpha.V1,1035,567,0.547826086956
2021-06-28,Sweden,21A.Delta,1035,448,0.432850241545
2021-06-28,Switzerland,20H.Beta.V2,217,2,0.009216589861
2021-06-28,Switzerland,20I.Alpha.V1,217,110,0.506912442396
2021-06-28,Switzerland,21A.Delta,217,82,0.377880184331
2021-06-28,Thailand,20I.Alpha.V1,17,10,0.588235294117
2021-06-28,United Kingdom,20H.Beta.V2,22285,3,0.000134619699
2021-06-28,United Kingdom,20I.Alpha.V1,22285,327,0.014673547229
2021-06-28,United Kingdom,21A.Delta,22285,21923,0.983755889611
2021-06-28,United Kingdom,21B.Kappa,22285,0,0.000000000000
2021-06-28,United Kingdom,21D.Eta,22285,0,0.000000000000
2021-06-28,United States,20H.Beta.V2,1026,1,0.000974658869
2021-06-28,United States,20I.Alpha.V1,1026,355,0.346003898635
2021-06-28,United States,20J.Gamma.V3,1026,115,0.112085769980
2021-06-28,United States,21A.Delta,1026,467,0.455165692007
2021-06-28,United States,21B.Kappa,1026,0,0.000000000000
2021-06-28,United States,21C.Epsilon,1026,4,0.003898635477
2021-06-28,United States,21D.Eta,1026,0,0.000000000000
2021-06-28,United States,21F.Iota,1026,26,0.025341130604
2021-06-28,United States,21G.Lambda,1026,2,0.001949317738
