Date,Country,NumberOfTest
2020-08-06,Australia,80008
2020-08-06,Austria,13373
2020-08-06,Belgium,23195
2020-08-06,Canada,92554
2020-08-06,Chile,22802
2020-08-06,China,0
2020-08-06,Colombia,42674
2020-08-06,Costa Rica,1835
2020-08-06,Denmark,26848
2020-08-06,Estonia,1177
2020-08-06,Finland,7097
2020-08-06,France,109853
2020-08-06,Germany,0
2020-08-06,Greece,9810
2020-08-06,Hungary,2438
2020-08-06,Iceland,1077
2020-08-06,Ireland,4833
2020-08-06,Israel,28767
2020-08-06,Italy,90842
2020-08-06,Japan,22015
2020-08-06,Latvia,1829
2020-08-06,Lithuania,4187
2020-08-06,Luxembourg,6151
2020-08-06,Mexico,14286
2020-08-06,Netherlands,0
2020-08-06,New Zealand,4070
2020-08-06,Norway,8692
2020-08-06,Poland,49928
2020-08-06,Portugal,14573
2020-08-06,Slovakia,2473
2020-08-06,Slovenia,753
2020-08-06,South Korea,8759
2020-08-06,Spain,0
2020-08-06,Sweden,7674
2020-08-06,Switzerland,6574
2020-08-06,Taiwan,214
2020-08-06,Turkey,54494
2020-08-06,United Kingdom,174833
2020-08-06,United States,989373
