tDate,Country,NumberOfTest
2021-03-15,Australia,0
2021-03-15,Austria,139103
2021-03-15,Belgium,48950
2021-03-15,Canada,94826
2021-03-15,Chile,68968
2021-03-15,Colombia,30968
2021-03-15,Costa Rica,1943
2021-03-15,Czechia,259333
2021-03-15,Denmark,188321
2021-03-15,Estonia,7913
2021-03-15,Finland,18210
2021-03-15,France,495130
2021-03-15,Germany,0
2021-03-15,Greece,11714
2021-03-15,Hungary,27472
2021-03-15,Iceland,1076
2021-03-15,Ireland,10586
2021-03-15,Israel,89217
2021-03-15,Italy,238795
2021-03-15,Japan,49870
2021-03-15,Latvia,3635
2021-03-15,Lithuania,8406
2021-03-15,Luxembourg,10262
2021-03-15,Mexico,6969
2021-03-15,Netherlands,0
2021-03-15,New Zealand,0
2021-03-15,Norway,35360
2021-03-15,Poland,84424
2021-03-15,Portugal,26427
2021-03-15,Slovakia,256505
2021-03-15,Slovenia,4842
2021-03-15,South Korea,0
2021-03-15,Spain,0
2021-03-15,Sweden,44584
2021-03-15,Switzerland,35618
2021-03-15,Taiwan,536
2021-03-15,Turkey,151113
2021-03-15,United Kingdom,1573774
2021-03-15,United States,945369
