Date,Country,NumberOfTest
2020-04-22,Australia,12599
2020-04-22,Austria,12776
2020-04-22,Belgium,15588
2020-04-22,Canada,63439
2020-04-22,Chile,6365
2020-04-22,Costa Rica,301
2020-04-22,Denmark,11580
2020-04-22,Estonia,1756
2020-04-22,Finland,4202
2020-04-22,Germany,0
2020-04-22,Greece,1326
2020-04-22,Hungary,2650
2020-04-22,Iceland,625
2020-04-22,Ireland,5363
2020-04-22,Israel,13293
2020-04-22,Italy,107349
2020-04-22,Japan,4415
2020-04-22,Latvia,1364
2020-04-22,Lithuania,6681
2020-04-22,Luxembourg,1140
2020-04-22,Mexico,3324
2020-04-22,Netherlands,0
2020-04-22,New Zealand,6243
2020-04-22,Norway,3346
2020-04-22,Poland,14444
2020-04-22,Portugal,15531
2020-04-22,Slovakia,4525
2020-04-22,Slovenia,1457
2020-04-22,South Korea,7545
2020-04-22,Spain,0
2020-04-22,Taiwan,1154
2020-04-22,Turkey,37535
2020-04-22,United Kingdom,23073
2020-04-22,United States,235699
