tDate,Country,NumberOfTest
2021-08-07,Australia,0
2021-08-07,Austria,411157
2021-08-07,Belgium,50110
2021-08-07,Canada,52603
2021-08-07,Chile,63873
2021-08-07,Colombia,54867
2021-08-07,Costa Rica,7756
2021-08-07,Czechia,87992
2021-08-07,Denmark,57820
2021-08-07,Estonia,2884
2021-08-07,Finland,17082
2021-08-07,France,622312
2021-08-07,Germany,0
2021-08-07,Greece,-11074
2021-08-07,Hungary,0
2021-08-07,Iceland,2025
2021-08-07,Israel,83841
2021-08-07,Italy,365094
2021-08-07,Japan,71501
2021-08-07,Latvia,10240
2021-08-07,Lithuania,9301
2021-08-07,Luxembourg,5005
2021-08-07,Mexico,16529
2021-08-07,Netherlands,0
2021-08-07,New Zealand,0
2021-08-07,Norway,9937
2021-08-07,Poland,81866
2021-08-07,Portugal,57566
2021-08-07,Slovakia,10449
2021-08-07,Slovenia,776
2021-08-07,South Korea,26389
2021-08-07,Sweden,12950
2021-08-07,Switzerland,19115
2021-08-07,Taiwan,14268
2021-08-07,United Kingdom,648549
2021-08-07,United States,661488
