tDate,Country,NumberOfTest
2021-11-10,Australia,191821
2021-11-10,Austria,346999
2021-11-10,Belgium,107937
2021-11-10,Canada,73495
2021-11-10,Chile,60064
2021-11-10,Colombia,46249
2021-11-10,Costa Rica,259
2021-11-10,Czechia,104283
2021-11-10,Denmark,155295
2021-11-10,Estonia,7884
2021-11-10,Finland,15734
2021-11-10,France,353934
2021-11-10,Greece,351554
2021-11-10,Hungary,29673
2021-11-10,Iceland,2992
2021-11-10,Ireland,30471
2021-11-10,Israel,81468
2021-11-10,Italy,554836
2021-11-10,Japan,66664
2021-11-10,Latvia,14488
2021-11-10,Lithuania,22927
2021-11-10,Luxembourg,3220
2021-11-10,Mexico,9045
2021-11-10,New Zealand,27957
2021-11-10,Norway,19194
2021-11-10,Poland,169230
2021-11-10,Portugal,39050
2021-11-10,Slovakia,60365
2021-11-10,Slovenia,9072
2021-11-10,Switzerland,38656
2021-11-10,Taiwan,17202
2021-11-10,Turkey,358251
2021-11-10,United Kingdom,1013149
2021-11-10,United States,1195069
