tDate,Country,NumberOfTest
2021-08-26,Australia,258583
2021-08-26,Austria,422734
2021-08-26,Belgium,43115
2021-08-26,Canada,83484
2021-08-26,Chile,63985
2021-08-26,Colombia,53070
2021-08-26,Costa Rica,2186
2021-08-26,Czechia,91232
2021-08-26,Denmark,89309
2021-08-26,Estonia,4439
2021-08-26,Finland,31141
2021-08-26,France,754742
2021-08-26,Greece,103260
2021-08-26,Hungary,18410
2021-08-26,Iceland,2638
2021-08-26,Ireland,22719
2021-08-26,Israel,149327
2021-08-26,Italy,274875
2021-08-26,Japan,145404
2021-08-26,Latvia,23697
2021-08-26,Lithuania,15159
2021-08-26,Luxembourg,4466
2021-08-26,Mexico,31437
2021-08-26,New Zealand,41741
2021-08-26,Norway,30376
2021-08-26,Poland,37477
2021-08-26,Portugal,49837
2021-08-26,Slovakia,16714
2021-08-26,Slovenia,2955
2021-08-26,South Korea,47176
2021-08-26,Switzerland,31915
2021-08-26,Taiwan,19984
2021-08-26,Turkey,297068
2021-08-26,United Kingdom,974138
2021-08-26,United States,909779
