tDate,Country,NumberOfTest
2022-05-05,Australia,69736592
2022-05-05,Austria,183682889
2022-05-05,Belgium,33735532
2022-05-05,Canada,61161915
2022-05-05,Chile,36968878
2022-05-05,Colombia,34497425
2022-05-05,Costa Rica,3423147
2022-05-05,Czechia,54347378
2022-05-05,Denmark,64364208
2022-05-05,Estonia,3360162
2022-05-05,Finland,10797587
2022-05-05,France,270722849
2022-05-05,Greece,80328232
2022-05-05,Hungary,0
2022-05-05,Iceland,1325175
2022-05-05,Ireland,12097766
2022-05-05,Israel,50349072
2022-05-05,Italy,215257228
2022-05-05,Japan,47133947
2022-05-05,Latvia,7148733
2022-05-05,Lithuania,8669058
2022-05-05,Luxembourg,4238252
2022-05-05,Mexico,15158929
2022-05-05,Netherlands,30577278
2022-05-05,New Zealand,7095449
2022-05-05,Norway,11090909
2022-05-05,Poland,36730457
2022-05-05,Portugal,41500718
2022-05-05,Slovakia,51080297
2022-05-05,Slovenia,5139311
2022-05-05,South Korea,45900110
2022-05-05,Spain,90709839
2022-05-05,Sweden,18295051
2022-05-05,Switzerland,20892734
2022-05-05,Taiwan,8825849
2022-05-05,Turkey,159806344
2022-05-05,United Kingdom,499684468
2022-05-05,United States,877249304
