tDate,Country,NumberOfTest
2021-09-13,Australia,222346
2021-09-13,Austria,309931
2021-09-13,Belgium,41736
2021-09-13,Canada,80018
2021-09-13,Chile,46802
2021-09-13,Colombia,28787
2021-09-13,Costa Rica,3678
2021-09-13,Czechia,72254
2021-09-13,Denmark,46171
2021-09-13,Estonia,6116
2021-09-13,Finland,13302
2021-09-13,France,665307
2021-09-13,Greece,78169
2021-09-13,Hungary,36631
2021-09-13,Iceland,1858
2021-09-13,Ireland,20121
2021-09-13,Israel,189200
2021-09-13,Italy,147543
2021-09-13,Japan,118563
2021-09-13,Lithuania,23808
2021-09-13,Luxembourg,7605
2021-09-13,Mexico,31262
2021-09-13,New Zealand,8657
2021-09-13,Norway,30666
2021-09-13,Poland,67857
2021-09-13,Portugal,69186
2021-09-13,Slovakia,31306
2021-09-13,Slovenia,5668
2021-09-13,South Korea,16247
2021-09-13,Spain,0
2021-09-13,Switzerland,36496
2021-09-13,Taiwan,30788
2021-09-13,Turkey,319110
2021-09-13,United Kingdom,1028298
2021-09-13,United States,1342040
