Date,Country,NumberOfTest
2020-11-30,Australia,24224
2020-11-30,Austria,15054
2020-11-30,Belgium,23532
2020-11-30,Canada,190996
2020-11-30,Chile,37496
2020-11-30,Colombia,36510
2020-11-30,Costa Rica,1387
2020-11-30,Czechia,63053
2020-11-30,Denmark,80796
2020-11-30,Estonia,4157
2020-11-30,Finland,14556
2020-11-30,France,239369
2020-11-30,Germany,0
2020-11-30,Greece,11372
2020-11-30,Hungary,8946
2020-11-30,Iceland,1563
2020-11-30,Ireland,9057
2020-11-30,Israel,58849
2020-11-30,Italy,194776
2020-11-30,Japan,41335
2020-11-30,Latvia,2135
2020-11-30,Lithuania,9118
2020-11-30,Luxembourg,9240
2020-11-30,Mexico,26499
2020-11-30,Netherlands,0
2020-11-30,New Zealand,0
2020-11-30,Norway,23003
2020-11-30,Poland,49815
2020-11-30,Portugal,32283
2020-11-30,Slovakia,58494
2020-11-30,Slovenia,5868
2020-11-30,South Korea,13665
2020-11-30,Spain,0
2020-11-30,Sweden,38302
2020-11-30,Switzerland,25167
2020-11-30,Taiwan,337
2020-11-30,Turkey,176656
2020-11-30,United Kingdom,214835
2020-11-30,United States,1463669
