Date,Country,NumberOfTest
2021-01-26,Australia,0
2021-01-26,Austria,103256
2021-01-26,Belgium,65078
2021-01-26,Canada,112034
2021-01-26,Chile,42995
2021-01-26,Colombia,69479
2021-01-26,Costa Rica,1857
2021-01-26,Czechia,57637
2021-01-26,Denmark,123901
2021-01-26,Estonia,6185
2021-01-26,Finland,20079
2021-01-26,France,359201
2021-01-26,Germany,0
2021-01-26,Greece,36240
2021-01-26,Hungary,5531
2021-01-26,Iceland,1089
2021-01-26,Ireland,16665
2021-01-26,Israel,83590
2021-01-26,Italy,329913
2021-01-26,Japan,66335
2021-01-26,Latvia,12552
2021-01-26,Lithuania,11963
2021-01-26,Luxembourg,9797
2021-01-26,Mexico,47403
2021-01-26,Netherlands,0
2021-01-26,New Zealand,3582
2021-01-26,Norway,21339
2021-01-26,Poland,84715
2021-01-26,Portugal,74608
2021-01-26,Slovakia,223480
2021-01-26,Slovenia,5418
2021-01-26,South Korea,42607
2021-01-26,Spain,0
2021-01-26,Sweden,28405
2021-01-26,Switzerland,27765
2021-01-26,Taiwan,1519
2021-01-26,Turkey,180303
2021-01-26,United Kingdom,596845
2021-01-26,United States,1771614
