tDate,Country,NumberOfTest
2021-04-27,Australia,71455
2021-04-27,Austria,426701
2021-04-27,Belgium,58676
2021-04-27,Canada,104008
2021-04-27,Chile,38690
2021-04-27,Colombia,74407
2021-04-27,Costa Rica,4526
2021-04-27,Czechia,258725
2021-04-27,Denmark,179121
2021-04-27,Estonia,4856
2021-04-27,Finland,21938
2021-04-27,France,360034
2021-04-27,Germany,0
2021-04-27,Greece,76854
2021-04-27,Hungary,11389
2021-04-27,Iceland,1865
2021-04-27,Ireland,15273
2021-04-27,Israel,34208
2021-04-27,Italy,401750
2021-04-27,Japan,81048
2021-04-27,Latvia,19951
2021-04-27,Lithuania,21572
2021-04-27,Luxembourg,8829
2021-04-27,Mexico,19478
2021-04-27,Netherlands,0
2021-04-27,New Zealand,0
2021-04-27,Norway,21444
2021-04-27,Poland,128556
2021-04-27,Portugal,57452
2021-04-27,Slovakia,162336
2021-04-27,Slovenia,2008
2021-04-27,South Korea,50206
2021-04-27,Spain,0
2021-04-27,Sweden,49375
2021-04-27,Switzerland,29603
2021-04-27,Taiwan,752
2021-04-27,Turkey,282192
2021-04-27,United Kingdom,730262
2021-04-27,United States,1564106
