tDate,Country,NumberOfTest
2021-09-14,Australia,0
2021-09-14,Austria,371093
2021-09-14,Belgium,59578
2021-09-14,Canada,75502
2021-09-14,Chile,28613
2021-09-14,Colombia,49749
2021-09-14,Costa Rica,3344
2021-09-14,Czechia,60308
2021-09-14,Denmark,41324
2021-09-14,Estonia,6083
2021-09-14,Finland,18536
2021-09-14,France,549298
2021-09-14,Greece,348038
2021-09-14,Hungary,8963
2021-09-14,Iceland,1705
2021-09-14,Ireland,22823
2021-09-14,Israel,176499
2021-09-14,Italy,383566
2021-09-14,Japan,100012
2021-09-14,Lithuania,25094
2021-09-14,Luxembourg,7357
2021-09-14,Mexico,25806
2021-09-14,New Zealand,9279
2021-09-14,Norway,26002
2021-09-14,Poland,88021
2021-09-14,Portugal,70254
2021-09-14,Slovakia,30135
2021-09-14,Slovenia,6747
2021-09-14,South Korea,65825
2021-09-14,Spain,0
2021-09-14,Switzerland,40222
2021-09-14,Taiwan,26155
2021-09-14,Turkey,334535
2021-09-14,United Kingdom,880294
2021-09-14,United States,1531928
