Date,Country,NumberOfTest
2020-05-17,Australia,26474
2020-05-17,Austria,5116
2020-05-17,Belgium,10103
2020-05-17,Canada,68329
2020-05-17,Chile,13171
2020-05-17,Costa Rica,576
2020-05-17,Denmark,7094
2020-05-17,Estonia,830
2020-05-17,Finland,2312
2020-05-17,France,6650
2020-05-17,Germany,0
2020-05-17,Greece,2242
2020-05-17,Hungary,3708
2020-05-17,Iceland,7
2020-05-17,Ireland,6457
2020-05-17,Israel,4633
2020-05-17,Italy,93606
2020-05-17,Japan,4987
2020-05-17,Latvia,1028
2020-05-17,Lithuania,2502
2020-05-17,Luxembourg,150
2020-05-17,Mexico,2981
2020-05-17,Netherlands,0
2020-05-17,New Zealand,1552
2020-05-17,Norway,667
2020-05-17,Poland,36118
2020-05-17,Portugal,8970
2020-05-17,Slovakia,971
2020-05-17,Slovenia,479
2020-05-17,South Korea,0
2020-05-17,Spain,0
2020-05-17,Taiwan,185
2020-05-17,Turkey,35369
2020-05-17,United Kingdom,81278
2020-05-17,United States,304082
