Date,Country,NumberOfTest
2021-09-02,Australia,203243
2021-09-02,Austria,411231
2021-09-02,Belgium,41983
2021-09-02,Canada,87567
2021-09-02,Chile,64301
2021-09-02,Colombia,51175
2021-09-02,Costa Rica,10920
2021-09-02,Czechia,109177
2021-09-02,Denmark,69545
2021-09-02,Estonia,5063
2021-09-02,Finland,28552
2021-09-02,France,617979
2021-09-02,Hungary,10951
2021-09-02,Iceland,2836
2021-09-02,Ireland,21580
2021-09-02,Israel,141019
2021-09-02,Italy,360493
2021-09-02,Japan,121059
2021-09-02,Lithuania,13780
2021-09-02,Luxembourg,4707
2021-09-02,Mexico,29900
2021-09-02,New Zealand,17682
2021-09-02,Norway,35221
2021-09-02,Poland,38954
2021-09-02,Portugal,48779
2021-09-02,Slovakia,21107
2021-09-02,Slovenia,3303
2021-09-02,South Korea,32409
2021-09-02,Sweden,33806
2021-09-02,Switzerland,36796
2021-09-02,Taiwan,20572
2021-09-02,Turkey,305047
2021-09-02,United Kingdom,1187201
2021-09-02,United States,1231860
