tDate,Country,NumberOfTest
2020-05-03,Australia,21524
2020-05-03,Austria,4736
2020-05-03,Belgium,13430
2020-05-03,Canada,63531
2020-05-03,Chile,6818
2020-05-03,Costa Rica,120
2020-05-03,Denmark,9001
2020-05-03,Estonia,675
2020-05-03,Finland,1649
2020-05-03,Germany,0
2020-05-03,Greece,1125
2020-05-03,Hungary,2459
2020-05-03,Iceland,71
2020-05-03,Ireland,9799
2020-05-03,Israel,8029
2020-05-03,Italy,71982
2020-05-03,Japan,1012
2020-05-03,Latvia,1143
2020-05-03,Lithuania,2378
2020-05-03,Luxembourg,237
2020-05-03,Mexico,2890
2020-05-03,Netherlands,0
2020-05-03,New Zealand,1660
2020-05-03,Norway,1260
2020-05-03,Poland,19317
2020-05-03,Portugal,8440
2020-05-03,Slovakia,1584
2020-05-03,Slovenia,616
2020-05-03,South Korea,3319
2020-05-03,Spain,0
2020-05-03,Taiwan,342
2020-05-03,Turkey,24001
2020-05-03,United Kingdom,68203
2020-05-03,United States,207538
