Date,Country,NumberOfTest
2020-04-15,Australia,4884
2020-04-15,Austria,5005
2020-04-15,Belgium,10984
2020-04-15,Canada,25360
2020-04-15,Chile,4079
2020-04-15,Costa Rica,193
2020-04-15,Denmark,5600
2020-04-15,Estonia,2282
2020-04-15,Finland,2492
2020-04-15,Germany,0
2020-04-15,Greece,0
2020-04-15,Hungary,1501
2020-04-15,Iceland,818
2020-04-15,Ireland,3036
2020-04-15,Israel,9450
2020-04-15,Italy,43715
2020-04-15,Japan,693
2020-04-15,Latvia,878
2020-04-15,Lithuania,3013
2020-04-15,Luxembourg,843
2020-04-15,Mexico,2874
2020-04-15,Netherlands,0
2020-04-15,New Zealand,4021
2020-04-15,Norway,3428
2020-04-15,Poland,8172
2020-04-15,Portugal,13649
2020-04-15,Slovakia,2967
2020-04-15,Slovenia,1023
2020-04-15,South Korea,6739
2020-04-15,Spain,0
2020-04-15,Taiwan,952
2020-04-15,Turkey,34090
2020-04-15,United Kingdom,18489
2020-04-15,United States,172154
