Date,Country,NumberOfTest
2020-06-24,Australia,47603
2020-06-24,Austria,6111
2020-06-24,Belgium,18466
2020-06-24,Canada,67029
2020-06-24,Chile,12575
2020-06-24,China,0
2020-06-24,Colombia,17361
2020-06-24,Costa Rica,621
2020-06-24,Denmark,20075
2020-06-24,Estonia,458
2020-06-24,Finland,2330
2020-06-24,France,45651
2020-06-24,Germany,0
2020-06-24,Greece,0
2020-06-24,Hungary,2559
2020-06-24,Iceland,47
2020-06-24,Ireland,3252
2020-06-24,Israel,18393
2020-06-24,Italy,83503
2020-06-24,Japan,4979
2020-06-24,Latvia,1276
2020-06-24,Lithuania,4001
2020-06-24,Luxembourg,4677
2020-06-24,Mexico,12309
2020-06-24,Netherlands,0
2020-06-24,New Zealand,10359
2020-06-24,Norway,4634
2020-06-24,Poland,41692
2020-06-24,Portugal,13925
2020-06-24,Slovakia,936
2020-06-24,Slovenia,1212
2020-06-24,South Korea,14618
2020-06-24,Spain,0
2020-06-24,Switzerland,9117
2020-06-24,Taiwan,173
2020-06-24,Turkey,53486
2020-06-24,United Kingdom,91135
2020-06-24,United States,766384
