Date,Country,NumberOfTest
2021-09-30,Australia,214194
2021-09-30,Austria,433868
2021-09-30,Belgium,49002
2021-09-30,Canada,117680
2021-09-30,Chile,67527
2021-09-30,Colombia,51784
2021-09-30,Costa Rica,1684
2021-09-30,Czechia,84406
2021-09-30,Denmark,42395
2021-09-30,Estonia,6368
2021-09-30,Finland,7611
2021-09-30,France,527699
2021-09-30,Greece,150433
2021-09-30,Hungary,18313
2021-09-30,Iceland,1439
2021-09-30,Ireland,22687
2021-09-30,Israel,121155
2021-09-30,Italy,371179
2021-09-30,Japan,67787
2021-09-30,Lithuania,28244
2021-09-30,Luxembourg,2305
2021-09-30,Mexico,17715
2021-09-30,New Zealand,16537
2021-09-30,Norway,11941
2021-09-30,Poland,82030
2021-09-30,Portugal,60263
2021-09-30,Slovakia,34307
2021-09-30,Slovenia,5334
2021-09-30,South Korea,46957
2021-09-30,Spain,0
2021-09-30,Switzerland,44757
2021-09-30,Taiwan,18475
2021-09-30,Turkey,357853
2021-09-30,United Kingdom,1074460
2021-09-30,United States,1058258
