tDate,Country,NumberOfTest
2020-04-24,Australia,15711
2020-04-24,Austria,6851
2020-04-24,Belgium,19068
2020-04-24,Canada,50170
2020-04-24,Chile,7120
2020-04-24,Costa Rica,102
2020-04-24,Denmark,14781
2020-04-24,Estonia,1264
2020-04-24,Finland,4280
2020-04-24,Germany,0
2020-04-24,Greece,2166
2020-04-24,Hungary,2861
2020-04-24,Iceland,685
2020-04-24,Ireland,5580
2020-04-24,Israel,12628
2020-04-24,Italy,157720
2020-04-24,Japan,5187
2020-04-24,Latvia,2039
2020-04-24,Lithuania,7429
2020-04-24,Luxembourg,1309
2020-04-24,Mexico,4084
2020-04-24,Netherlands,0
2020-04-24,New Zealand,6543
2020-04-24,Norway,3281
2020-04-24,Poland,14482
2020-04-24,Portugal,14817
2020-04-24,Slovakia,4828
2020-04-24,Slovenia,1380
2020-04-24,South Korea,6088
2020-04-24,Spain,0
2020-04-24,Taiwan,827
2020-04-24,Turkey,38351
2020-04-24,United Kingdom,28225
2020-04-24,United States,259186
