tDate,Country,NumberOfTest
2021-11-02,Australia,125068
2021-11-02,Austria,306382
2021-11-02,Belgium,76616
2021-11-02,Canada,83093
2021-11-02,Chile,40130
2021-11-02,Colombia,25724
2021-11-02,Costa Rica,1405
2021-11-02,Czechia,92609
2021-11-02,Denmark,120249
2021-11-02,Estonia,10284
2021-11-02,Finland,12810
2021-11-02,France,369837
2021-11-02,Greece,419408
2021-11-02,Hungary,12132
2021-11-02,Iceland,2101
2021-11-02,Ireland,20796
2021-11-02,Israel,83161
2021-11-02,Italy,273244
2021-11-02,Japan,56984
2021-11-02,Latvia,21789
2021-11-02,Lithuania,12118
2021-11-02,Luxembourg,2253
2021-11-02,Mexico,11158
2021-11-02,New Zealand,18031
2021-11-02,Norway,15734
2021-11-02,Poland,96063
2021-11-02,Portugal,33560
2021-11-02,Slovakia,64254
2021-11-02,Slovenia,7756
2021-11-02,Switzerland,28067
2021-11-02,Taiwan,19176
2021-11-02,Turkey,361533
2021-11-02,United Kingdom,853201
2021-11-02,United States,1422379
