Date,Country,NumberOfTest
2021-11-29,Australia,0
2021-11-29,Austria,285534
2021-11-29,Belgium,102137
2021-11-29,Canada,73349
2021-11-29,Chile,66488
2021-11-29,Colombia,46902
2021-11-29,Czechia,133715
2021-11-29,Denmark,196760
2021-11-29,Estonia,6840
2021-11-29,Finland,15893
2021-11-29,France,852128
2021-11-29,Greece,96315
2021-11-29,Hungary,124615
2021-11-29,Iceland,2172
2021-11-29,Ireland,29384
2021-11-29,Israel,112328
2021-11-29,Italy,316270
2021-11-29,Japan,47942
2021-11-29,Latvia,3872
2021-11-29,Lithuania,26525
2021-11-29,Luxembourg,2924
2021-11-29,Mexico,18195
2021-11-29,New Zealand,0
2021-11-29,Norway,26762
2021-11-29,Poland,143899
2021-11-29,Portugal,78130
2021-11-29,Slovakia,101103
2021-11-29,Slovenia,6290
2021-11-29,Switzerland,56480
2021-11-29,Taiwan,22131
2021-11-29,Turkey,358816
2021-11-29,United Kingdom,998859
2021-11-29,United States,1080825
