Date,Country,NumberOfTest
2020-04-03,Australia,0
2020-04-03,Austria,6153
2020-04-03,Belgium,6718
2020-04-03,Canada,36257
2020-04-03,Costa Rica,110
2020-04-03,Denmark,6615
2020-04-03,Estonia,1632
2020-04-03,Finland,1691
2020-04-03,Germany,0
2020-04-03,Greece,3593
2020-04-03,Hungary,1368
2020-04-03,Iceland,1445
2020-04-03,Ireland,1857
2020-04-03,Israel,10330
2020-04-03,Italy,38617
2020-04-03,Japan,3305
2020-04-03,Latvia,1364
2020-04-03,Lithuania,2306
2020-04-03,Luxembourg,1212
2020-04-03,Mexico,1774
2020-04-03,Netherlands,0
2020-04-03,New Zealand,4361
2020-04-03,Norway,3556
2020-04-03,Poland,5760
2020-04-03,Portugal,9479
2020-04-03,Slovakia,1889
2020-04-03,Slovenia,1188
2020-04-03,South Korea,10507
2020-04-03,Taiwan,880
2020-04-03,Turkey,16160
2020-04-03,United Kingdom,14293
2020-04-03,United States,169983
