Date,Country,NumberOfTest
2020-06-27,Australia,54222
2020-06-27,Austria,7053
2020-06-27,Belgium,10950
2020-06-27,Canada,90857
2020-06-27,Chile,17944
2020-06-27,Colombia,19122
2020-06-27,Costa Rica,890
2020-06-27,Denmark,9489
2020-06-27,Estonia,457
2020-06-27,Finland,1556
2020-06-27,France,24668
2020-06-27,Germany,0
2020-06-27,Greece,5293
2020-06-27,Hungary,3207
2020-06-27,Iceland,171
2020-06-27,Ireland,4007
2020-06-27,Israel,10489
2020-06-27,Italy,91072
2020-06-27,Japan,3533
2020-06-27,Latvia,1788
2020-06-27,Lithuania,2493
2020-06-27,Luxembourg,5527
2020-06-27,Mexico,6855
2020-06-27,Netherlands,0
2020-06-27,New Zealand,5465
2020-06-27,Norway,1116
2020-06-27,Poland,41975
2020-06-27,Portugal,10352
2020-06-27,Slovakia,931
2020-06-27,Slovenia,625
2020-06-27,South Korea,10427
2020-06-27,Spain,0
2020-06-27,Switzerland,6445
2020-06-27,Taiwan,154
2020-06-27,Turkey,45213
2020-06-27,United Kingdom,100631
2020-06-27,United States,693381
