tDate,Country,NumberOfTest
2021-01-28,Australia,33864
2021-01-28,Austria,92444
2021-01-28,Belgium,55855
2021-01-28,Canada,216058
2021-01-28,Chile,53790
2021-01-28,Colombia,72597
2021-01-28,Costa Rica,2499
2021-01-28,Czechia,54089
2021-01-28,Denmark,138737
2021-01-28,Estonia,6255
2021-01-28,Finland,16570
2021-01-28,France,384735
2021-01-28,Germany,0
2021-01-28,Greece,34044
2021-01-28,Hungary,13093
2021-01-28,Iceland,966
2021-01-28,Ireland,21780
2021-01-28,Israel,78521
2021-01-28,Italy,372334
2021-01-28,Japan,64332
2021-01-28,Latvia,10982
2021-01-28,Lithuania,9938
2021-01-28,Luxembourg,8878
2021-01-28,Mexico,43676
2021-01-28,Netherlands,0
2021-01-28,New Zealand,8307
2021-01-28,Norway,20425
2021-01-28,Poland,94562
2021-01-28,Portugal,69769
2021-01-28,Slovakia,94212
2021-01-28,Slovenia,4506
2021-01-28,South Korea,51945
2021-01-28,Spain,0
2021-01-28,Sweden,28405
2021-01-28,Switzerland,28862
2021-01-28,Taiwan,1602
2021-01-28,Turkey,173210
2021-01-28,United Kingdom,753031
2021-01-28,United States,1895550
