tDate,Country,NumberOfTest
2021-05-04,Australia,30733
2021-05-04,Austria,399416
2021-05-04,Belgium,65608
2021-05-04,Canada,111601
2021-05-04,Chile,29850
2021-05-04,Colombia,60290
2021-05-04,Costa Rica,4714
2021-05-04,Czechia,281758
2021-05-04,Denmark,177516
2021-05-04,Estonia,4897
2021-05-04,Finland,24637
2021-05-04,France,405706
2021-05-04,Germany,0
2021-05-04,Greece,21511
2021-05-04,Hungary,8408
2021-05-04,Iceland,1381
2021-05-04,Ireland,14187
2021-05-04,Israel,39539
2021-05-04,Italy,409880
2021-05-04,Japan,27746
2021-05-04,Latvia,5517
2021-05-04,Lithuania,27398
2021-05-04,Luxembourg,9435
2021-05-04,Mexico,18003
2021-05-04,Netherlands,0
2021-05-04,New Zealand,2729
2021-05-04,Norway,21932
2021-05-04,Poland,61953
2021-05-04,Portugal,52560
2021-05-04,Slovakia,117837
2021-05-04,Slovenia,4750
2021-05-04,South Korea,52755
2021-05-04,Spain,0
2021-05-04,Sweden,51085
2021-05-04,Switzerland,27384
2021-05-04,Taiwan,988
2021-05-04,Turkey,241747
2021-05-04,United Kingdom,860368
2021-05-04,United States,1413645
