Date,Country,NumberOfTest
2020-08-30,Australia,0
2020-08-30,Austria,11349
2020-08-30,Belgium,10600
2020-08-30,Canada,105833
2020-08-30,Chile,34769
2020-08-30,Colombia,30154
2020-08-30,Costa Rica,2054
2020-08-30,Denmark,25244
2020-08-30,Estonia,287
2020-08-30,Finland,13341
2020-08-30,France,27782
2020-08-30,Germany,0
2020-08-30,Greece,9880
2020-08-30,Hungary,6380
2020-08-30,Iceland,217
2020-08-30,Ireland,5659
2020-08-30,Israel,13553
2020-08-30,Italy,130264
2020-08-30,Japan,9577
2020-08-30,Latvia,1777
2020-08-30,Lithuania,1660
2020-08-30,Luxembourg,939
2020-08-30,Mexico,4385
2020-08-30,Netherlands,0
2020-08-30,New Zealand,6566
2020-08-30,Norway,6802
2020-08-30,Poland,37770
2020-08-30,Portugal,8262
2020-08-30,Slovakia,588
2020-08-30,Slovenia,588
2020-08-30,South Korea,10866
2020-08-30,Spain,0
2020-08-30,Sweden,12151
2020-08-30,Switzerland,3837
2020-08-30,Taiwan,157
2020-08-30,Turkey,91302
2020-08-30,United Kingdom,181038
2020-08-30,United States,614040
