tDate,Country,NumberOfTest
2021-12-24,Australia,321830
2021-12-24,Austria,508023
2021-12-24,Chile,58606
2021-12-24,Colombia,62430
2021-12-24,Czechia,23678
2021-12-24,Denmark,71417
2021-12-24,Estonia,3876
2021-12-24,Finland,4751
2021-12-24,France,1298982
2021-12-24,Greece,451538
2021-12-24,Hungary,0
2021-12-24,Iceland,3340
2021-12-24,Ireland,35851
2021-12-24,Israel,115671
2021-12-24,Italy,1091579
2021-12-24,Japan,51328
2021-12-24,Latvia,7874
2021-12-24,Mexico,6247
2021-12-24,Netherlands,52488
2021-12-24,New Zealand,19024
2021-12-24,Norway,6764
2021-12-24,Poland,152730
2021-12-24,Portugal,260728
2021-12-24,Slovakia,9183
2021-12-24,Slovenia,4263
2021-12-24,Taiwan,15832
2021-12-24,Turkey,356106
2021-12-24,United States,906121
