Date,Country,NumberOfTest
2021-03-31,Australia,84776
2021-03-31,Austria,358215
2021-03-31,Belgium,73657
2021-03-31,Canada,94212
2021-03-31,Chile,41827
2021-03-31,Colombia,55762
2021-03-31,Costa Rica,3914
2021-03-31,Czechia,233765
2021-03-31,Denmark,194865
2021-03-31,Estonia,6442
2021-03-31,Finland,25589
2021-03-31,France,570396
2021-03-31,Germany,0
2021-03-31,Greece,55935
2021-03-31,Hungary,32754
2021-03-31,Iceland,1509
2021-03-31,Ireland,21152
2021-03-31,Israel,39679
2021-03-31,Italy,451903
2021-03-31,Japan,67435
2021-03-31,Latvia,16080
2021-03-31,Lithuania,14382
2021-03-31,Luxembourg,12837
2021-03-31,Mexico,20105
2021-03-31,Netherlands,0
2021-03-31,New Zealand,6155
2021-03-31,Norway,18402
2021-03-31,Poland,204942
2021-03-31,Portugal,28880
2021-03-31,Slovakia,243743
2021-03-31,Slovenia,5698
2021-03-31,South Korea,50923
2021-03-31,Spain,0
2021-03-31,Sweden,46403
2021-03-31,Switzerland,56916
2021-03-31,Taiwan,965
2021-03-31,Turkey,240012
2021-03-31,United Kingdom,1266685
2021-03-31,United States,1574899
