Date,Country,NumberOfTest
2021-01-27,Australia,36210
2021-01-27,Austria,91061
2021-01-27,Belgium,62222
2021-01-27,Canada,153653
2021-01-27,Chile,39555
2021-01-27,Colombia,73821
2021-01-27,Costa Rica,2881
2021-01-27,Czechia,59247
2021-01-27,Denmark,117644
2021-01-27,Estonia,5577
2021-01-27,Finland,16664
2021-01-27,France,339921
2021-01-27,Germany,0
2021-01-27,Greece,37695
2021-01-27,Hungary,17053
2021-01-27,Iceland,926
2021-01-27,Ireland,22387
2021-01-27,Israel,86102
2021-01-27,Italy,382045
2021-01-27,Japan,90824
2021-01-27,Latvia,12197
2021-01-27,Lithuania,10811
2021-01-27,Luxembourg,7679
2021-01-27,Mexico,46262
2021-01-27,Netherlands,0
2021-01-27,New Zealand,10814
2021-01-27,Norway,20756
2021-01-27,Poland,94077
2021-01-27,Portugal,71552
2021-01-27,Slovakia,98517
2021-01-27,Slovenia,4958
2021-01-27,South Korea,46676
2021-01-27,Spain,0
2021-01-27,Sweden,28405
2021-01-27,Switzerland,25715
2021-01-27,Taiwan,1629
2021-01-27,Turkey,179419
2021-01-27,United Kingdom,771710
2021-01-27,United States,2052763
