tDate,Country,NumberOfTest
2020-05-15,Australia,40336
2020-05-15,Austria,6745
2020-05-15,Belgium,20884
2020-05-15,Canada,68367
2020-05-15,Chile,16095
2020-05-15,Costa Rica,209
2020-05-15,Denmark,12650
2020-05-15,Estonia,932
2020-05-15,Finland,4353
2020-05-15,France,48380
2020-05-15,Germany,0
2020-05-15,Greece,3782
2020-05-15,Hungary,3979
2020-05-15,Iceland,523
2020-05-15,Ireland,5699
2020-05-15,Israel,5696
2020-05-15,Italy,107203
2020-05-15,Japan,3092
2020-05-15,Latvia,2156
2020-05-15,Lithuania,8272
2020-05-15,Luxembourg,1274
2020-05-15,Mexico,7955
2020-05-15,Netherlands,0
2020-05-15,New Zealand,5780
2020-05-15,Norway,4180
2020-05-15,Poland,42081
2020-05-15,Portugal,20598
2020-05-15,Slovakia,4084
2020-05-15,Slovenia,1151
2020-05-15,South Korea,16110
2020-05-15,Spain,0
2020-05-15,Taiwan,323
2020-05-15,Turkey,38565
2020-05-15,United Kingdom,91342
2020-05-15,United States,444762
