tDate,Country,NumberOfTest
2022-01-20,Australia,186541
2022-01-20,Austria,1388277
2022-01-20,Belgium,137781
2022-01-20,Canada,110708
2022-01-20,Chile,96981
2022-01-20,Colombia,92177
2022-01-20,Costa Rica,87518
2022-01-20,Czechia,145863
2022-01-20,Denmark,251901
2022-01-20,Estonia,13208
2022-01-20,Finland,28758
2022-01-20,France,1395328
2022-01-20,Greece,0
2022-01-20,Hungary,40505
2022-01-20,Ireland,20502
2022-01-20,Israel,393167
2022-01-20,Italy,1110266
2022-01-20,Japan,191060
2022-01-20,Latvia,23669
2022-01-20,Lithuania,28138
2022-01-20,Luxembourg,7729
2022-01-20,Mexico,47707
2022-01-20,Netherlands,143066
2022-01-20,New Zealand,0
2022-01-20,Norway,39447
2022-01-20,Poland,256545
2022-01-20,Portugal,343055
2022-01-20,Slovakia,49396
2022-01-20,Slovenia,14717
2022-01-20,South Korea,204943
2022-01-20,Spain,335594
2022-01-20,Switzerland,111707
2022-01-20,Taiwan,23792
2022-01-20,Turkey,414312
2022-01-20,United Kingdom,1466424
2022-01-20,United States,1625787
