tDate,Country,NumberOfTest
2022-04-03,Australia,66887250
2022-04-03,Austria,176843630
2022-04-03,Canada,59548322
2022-04-03,Chile,35472578
2022-04-03,Colombia,33911412
2022-04-03,Czechia,53849736
2022-04-03,Denmark,66671146
2022-04-03,Estonia,3271379
2022-04-03,Finland,10488842
2022-04-03,France,260281397
2022-04-03,Germany,122262891
2022-04-03,Greece,0
2022-04-03,Hungary,0
2022-04-03,Iceland,1296845
2022-04-03,Ireland,11856680
2022-04-03,Israel,48725434
2022-04-03,Italy,202264141
2022-04-03,Japan,42027728
2022-04-03,Latvia,7018610
2022-04-03,Lithuania,8492111
2022-04-03,Luxembourg,4171849
2022-04-03,Mexico,14943783
2022-04-03,Netherlands,30374535
2022-04-03,New Zealand,0
2022-04-03,Norway,11021053
2022-04-03,Portugal,40188779
2022-04-03,Slovakia,50627165
2022-04-03,Slovenia,4841551
2022-04-03,South Korea,88399282
2022-04-03,Spain,88739364
2022-04-03,Sweden,18188429
2022-04-03,Switzerland,20379795
2022-04-03,Taiwan,7138590
2022-04-03,Turkey,154786986
2022-04-03,United Kingdom,488230394
