Date,Country,NumberOfTest
2020-09-08,Australia,36963
2020-09-08,Austria,10254
2020-09-08,Belgium,35123
2020-09-08,Canada,106416
2020-09-08,Chile,27980
2020-09-08,Colombia,32141
2020-09-08,Costa Rica,1978
2020-09-08,Czechia,16115
2020-09-08,Denmark,48354
2020-09-08,Estonia,2476
2020-09-08,Finland,12053
2020-09-08,France,241301
2020-09-08,Germany,0
2020-09-08,Greece,0
2020-09-08,Hungary,5722
2020-09-08,Iceland,702
2020-09-08,Ireland,6678
2020-09-08,Israel,45674
2020-09-08,Italy,150335
2020-09-08,Japan,14637
2020-09-08,Latvia,2395
2020-09-08,Lithuania,4401
2020-09-08,Luxembourg,9994
2020-09-08,Mexico,16034
2020-09-08,Netherlands,0
2020-09-08,New Zealand,8016
2020-09-08,Norway,18887
2020-09-08,Poland,37013
2020-09-08,Portugal,21103
2020-09-08,Slovakia,5309
2020-09-08,Slovenia,2560
2020-09-08,South Korea,18520
2020-09-08,Spain,0
2020-09-08,Sweden,20382
2020-09-08,Switzerland,17507
2020-09-08,Taiwan,187
2020-09-08,Turkey,110565
2020-09-08,United Kingdom,202809
2020-09-08,United States,662649
