Date,Country,NumberOfTest
2021-08-05,Australia,0
2021-08-05,Austria,465180
2021-08-05,Belgium,50405
2021-08-05,Canada,54237
2021-08-05,Chile,67266
2021-08-05,Colombia,67756
2021-08-05,Costa Rica,8130
2021-08-05,Czechia,108707
2021-08-05,Denmark,66709
2021-08-05,Estonia,3856
2021-08-05,Finland,18074
2021-08-05,France,597937
2021-08-05,Greece,105525
2021-08-05,Hungary,7138
2021-08-05,Iceland,3860
2021-08-05,Israel,116228
2021-08-05,Italy,264486
2021-08-05,Japan,114844
2021-08-05,Latvia,6504
2021-08-05,Lithuania,15209
2021-08-05,Luxembourg,5475
2021-08-05,Mexico,35598
2021-08-05,New Zealand,0
2021-08-05,Norway,17487
2021-08-05,Poland,39487
2021-08-05,Portugal,62563
2021-08-05,Slovakia,14946
2021-08-05,Slovenia,1771
2021-08-05,South Korea,0
2021-08-05,Switzerland,20657
2021-08-05,Taiwan,17834
2021-08-05,United Kingdom,823559
2021-08-05,United States,813746
