tDate,Country,NumberOfTest
2021-11-12,Australia,174027
2021-11-12,Austria,445216
2021-11-12,Belgium,89144
2021-11-12,Canada,95840
2021-11-12,Chile,82901
2021-11-12,Colombia,45307
2021-11-12,Costa Rica,4195
2021-11-12,Czechia,137857
2021-11-12,Estonia,6739
2021-11-12,Finland,16898
2021-11-12,France,480924
2021-11-12,Germany,0
2021-11-12,Greece,0
2021-11-12,Hungary,37324
2021-11-12,Iceland,2810
2021-11-12,Ireland,29955
2021-11-12,Israel,78780
2021-11-12,Italy,562523
2021-11-12,Japan,67082
2021-11-12,Latvia,16707
2021-11-12,Lithuania,24311
2021-11-12,Luxembourg,2950
2021-11-12,Mexico,15274
2021-11-12,Netherlands,0
2021-11-12,New Zealand,30652
2021-11-12,Norway,15266
2021-11-12,Poland,554989
2021-11-12,Portugal,44445
2021-11-12,Slovakia,63708
2021-11-12,Slovenia,9215
2021-11-12,Sweden,14910
2021-11-12,Switzerland,47873
2021-11-12,Taiwan,17306
2021-11-12,Turkey,354287
2021-11-12,United Kingdom,816086
2021-11-12,United States,1236651
