Date,Country,NumberOfTest
2020-03-26,Australia,0
2020-03-26,Belgium,4363
2020-03-26,Canada,24725
2020-03-26,Costa Rica,677
2020-03-26,Denmark,1610
2020-03-26,Estonia,1164
2020-03-26,Finland,1837
2020-03-26,Germany,0
2020-03-26,Greece,0
2020-03-26,Hungary,1188
2020-03-26,Iceland,998
2020-03-26,Ireland,3376
2020-03-26,Israel,6457
2020-03-26,Italy,36615
2020-03-26,Japan,1805
2020-03-26,Latvia,817
2020-03-26,Lithuania,425
2020-03-26,Luxembourg,4597
2020-03-26,Mexico,1381
2020-03-26,Netherlands,0
2020-03-26,New Zealand,2088
2020-03-26,Poland,3320
2020-03-26,Portugal,6694
2020-03-26,Slovakia,913
2020-03-26,Slovenia,1075
2020-03-26,South Korea,6955
2020-03-26,Taiwan,929
2020-03-26,United States,129468
